,start_date,end_date,state,pollster,fte_grade,sample_size,population,Clinton,Trump,dem_lead
1265,2016-10-10,2016-10-14,Rhode Island,Google Consumer Surveys,B,45.0,lv,62.487069999999996,21.59957,40.887499999999996
1270,2016-10-10,2016-10-14,Maine,Google Consumer Surveys,B,82.0,lv,47.92168,34.08885,13.832830000000001
1273,2016-10-10,2016-10-14,Nebraska,Google Consumer Surveys,B,217.0,lv,32.96176,48.82444,-15.862680000000005
1277,2016-10-10,2016-10-14,Nevada,Google Consumer Surveys,B,253.0,lv,38.739959999999996,43.34744,-4.6074800000000025
1296,2016-10-10,2016-10-14,Mississippi,Google Consumer Surveys,B,212.0,lv,27.16695,60.91497,-33.74802
1299,2016-10-10,2016-10-14,Arkansas,Google Consumer Surveys,B,189.0,lv,39.56755,46.060959999999994,-6.493409999999997
1305,2016-10-10,2016-10-14,New Mexico,Google Consumer Surveys,B,214.0,lv,45.442859999999996,30.419559999999997,15.023299999999999
1324,2016-10-10,2016-10-14,Louisiana,Google Consumer Surveys,B,280.0,lv,30.950840000000003,57.25845,-26.30761
1335,2016-10-10,2016-10-14,Oklahoma,Google Consumer Surveys,B,216.0,lv,38.79623,52.37934,-13.583109999999998
1365,2016-10-10,2016-10-14,Kansas,Google Consumer Surveys,B,264.0,lv,51.012679999999996,34.83375,16.178929999999994
1379,2016-10-10,2016-10-14,South Carolina,Google Consumer Surveys,B,344.0,lv,35.120740000000005,51.9853,-16.864559999999997
1387,2016-10-10,2016-10-14,Tennessee,Google Consumer Surveys,B,406.0,lv,36.21747,50.9286,-14.711130000000004
1410,2016-10-10,2016-10-14,Kentucky,Google Consumer Surveys,B,328.0,lv,34.62786,49.830940000000005,-15.203080000000007
1437,2016-10-10,2016-10-14,Iowa,Google Consumer Surveys,B,359.0,lv,37.73465,43.74622,-6.011569999999999
1441,2016-10-10,2016-10-14,Connecticut,Google Consumer Surveys,B,262.0,lv,54.1064,35.901559999999996,18.204840000000004
1445,2016-10-10,2016-10-14,Alabama,Google Consumer Surveys,B,373.0,lv,24.738979999999998,62.43942,-37.70044
1458,2016-10-10,2016-10-14,Massachusetts,Google Consumer Surveys,B,421.0,lv,57.98641,27.458640000000003,30.527769999999997
1465,2016-10-10,2016-10-14,Oregon,Google Consumer Surveys,B,358.0,lv,48.815740000000005,32.69083,16.124910000000007
1469,2016-10-10,2016-10-14,Georgia,Google Consumer Surveys,B,489.0,lv,35.35045,48.95604,-13.60559
1476,2016-10-10,2016-10-14,Maryland,Google Consumer Surveys,B,349.0,lv,52.62672,32.86462,19.762099999999997
1479,2016-10-10,2016-10-14,Washington,Google Consumer Surveys,B,571.0,lv,48.3068,34.9344,13.372400000000006
1491,2016-10-10,2016-10-14,U.S.,Google Consumer Surveys,B,19900.0,lv,43.429790000000004,41.32212,2.107670000000006
1505,2016-10-10,2016-10-14,Minnesota,Google Consumer Surveys,B,597.0,lv,40.883559999999996,38.43164,2.451919999999994
1520,2016-10-10,2016-10-14,Missouri,Google Consumer Surveys,B,608.0,lv,43.06739,34.876020000000004,8.19137
1526,2016-10-10,2016-10-14,Michigan,Google Consumer Surveys,B,581.0,lv,38.74058,41.64707,-2.906489999999998
1533,2016-10-10,2016-10-14,Virginia,Google Consumer Surveys,B,530.0,lv,45.89703,36.13472,9.76231
1550,2016-10-10,2016-10-14,Indiana,Google Consumer Surveys,B,665.0,lv,43.37643,40.61558,2.760849999999998
1557,2016-10-10,2016-10-14,North Carolina,Google Consumer Surveys,B,559.0,lv,40.74377,46.20135,-5.45758
1558,2016-10-10,2016-10-14,Arizona,Google Consumer Surveys,B,519.0,lv,45.16162,38.74994,6.411679999999997
1564,2016-10-10,2016-10-14,Colorado,Google Consumer Surveys,B,496.0,lv,48.09468,31.81703,16.277649999999998
1599,2016-10-10,2016-10-14,Wisconsin,Google Consumer Surveys,B,669.0,lv,47.31299,35.433679999999995,11.879310000000004
1606,2016-10-10,2016-10-14,Pennsylvania,Google Consumer Surveys,B,717.0,lv,43.9964,43.95476,0.04164000000000101
1638,2016-10-10,2016-10-14,New Jersey,Google Consumer Surveys,B,658.0,lv,44.96216,40.11711,4.8450500000000005
1641,2016-10-10,2016-10-14,Ohio,Google Consumer Surveys,B,782.0,lv,40.00965,43.97756,-3.9679099999999963
1689,2016-10-10,2016-10-14,Florida,Google Consumer Surveys,B,964.0,lv,42.06905,47.16856,-5.099510000000002
1716,2016-10-10,2016-10-14,Texas,Google Consumer Surveys,B,978.0,lv,34.92736,49.41513,-14.487769999999998
1719,2016-10-10,2016-10-14,Illinois,Google Consumer Surveys,B,930.0,lv,41.18882,40.201209999999996,0.9876100000000037
1740,2016-10-10,2016-10-14,New York,Google Consumer Surveys,B,912.0,lv,52.50076,35.73285,16.76791
1746,2016-10-10,2016-10-14,California,Google Consumer Surveys,B,1166.0,lv,53.4109,34.92719,18.483709999999995
3396,2016-10-10,2016-10-14,Utah,Google Consumer Surveys,B,261.0,lv,20.25287,29.5097,-9.256829999999997
4117,2016-10-10,2016-10-14,U.S.,Ipsos,A-,2433.0,lv,42.83379,41.69173,1.1420600000000007
4564,2016-10-10,2016-10-14,New Hampshire,Google Consumer Surveys,B,71.0,lv,52.78154,32.12715,20.65439
4571,2016-10-10,2016-10-14,Delaware,Google Consumer Surveys,B,93.0,lv,46.12996,36.7046,9.425359999999998
4573,2016-10-10,2016-10-14,North Dakota,Google Consumer Surveys,B,72.0,lv,22.0428,50.136379999999996,-28.093579999999996
4575,2016-10-10,2016-10-14,District of Columbia,Google Consumer Surveys,B,62.0,lv,62.977819999999994,30.16357,32.814249999999994
4593,2016-10-10,2016-10-14,West Virginia,Google Consumer Surveys,B,115.0,lv,28.044220000000003,67.10245,-39.05823
4609,2016-10-10,2016-10-14,South Dakota,Google Consumer Surveys,B,91.0,lv,33.50116,46.72498,-13.223820000000003
4617,2016-10-10,2016-10-14,Vermont,Google Consumer Surveys,B,71.0,lv,70.85665999999999,19.49231,51.36434999999999
4620,2016-10-10,2016-10-14,Alaska,Google Consumer Surveys,B,71.0,lv,39.53688,38.502759999999995,1.0341200000000015
4624,2016-10-10,2016-10-14,Hawaii,Google Consumer Surveys,B,66.0,lv,56.28105,29.04225,27.2388
4631,2016-10-10,2016-10-14,Montana,Google Consumer Surveys,B,141.0,lv,32.718340000000005,36.80294,-4.084599999999995
4634,2016-10-10,2016-10-14,Wyoming,Google Consumer Surveys,B,61.0,lv,21.52153,60.32751999999999,-38.805989999999994
4636,2016-10-10,2016-10-14,Idaho,Google Consumer Surveys,B,161.0,lv,28.32211,42.06557,-13.743460000000002
4642,2016-10-10,2016-10-14,Rhode Island,Google Consumer Surveys,B,45.0,lv,62.24794,21.96105,40.28689
4651,2016-10-10,2016-10-14,Maine,Google Consumer Surveys,B,82.0,lv,47.69741,34.426840000000006,13.270569999999992
4652,2016-10-10,2016-10-14,Nebraska,Google Consumer Surveys,B,217.0,lv,32.76486,49.11916,-16.354300000000002
4665,2016-10-10,2016-10-14,Nevada,Google Consumer Surveys,B,253.0,lv,38.54802,43.63432,-5.086300000000001
4689,2016-10-10,2016-10-14,Mississippi,Google Consumer Surveys,B,212.0,lv,27.010920000000002,61.14508000000001,-34.13416000000001
4691,2016-10-10,2016-10-14,Arkansas,Google Consumer Surveys,B,189.0,lv,39.38227,46.337309999999995,-6.955039999999997
4694,2016-10-10,2016-10-14,New Mexico,Google Consumer Surveys,B,214.0,lv,45.242909999999995,30.71912,14.523789999999995
4712,2016-10-10,2016-10-14,Louisiana,Google Consumer Surveys,B,280.0,lv,30.78407,57.50555,-26.72148
4718,2016-10-10,2016-10-14,Oklahoma,Google Consumer Surveys,B,216.0,lv,38.61458,52.64996,-14.035380000000004
4738,2016-10-10,2016-10-14,Kansas,Google Consumer Surveys,B,264.0,lv,50.81324,35.132509999999996,15.680730000000004
4753,2016-10-10,2016-10-14,South Carolina,Google Consumer Surveys,B,344.0,lv,34.954240000000006,52.231970000000004,-17.27773
4758,2016-10-10,2016-10-14,Tennessee,Google Consumer Surveys,B,406.0,lv,36.0324,51.20462,-15.172219999999996
4777,2016-10-10,2016-10-14,Kentucky,Google Consumer Surveys,B,328.0,lv,34.441720000000004,50.10866,-15.666939999999997
4804,2016-10-10,2016-10-14,Iowa,Google Consumer Surveys,B,359.0,lv,37.52977,44.05358,-6.5238099999999974
4810,2016-10-10,2016-10-14,Connecticut,Google Consumer Surveys,B,262.0,lv,53.8967,36.21652,17.68018
4812,2016-10-10,2016-10-14,Alabama,Google Consumer Surveys,B,373.0,lv,24.57734,62.6784,-38.101060000000004
4821,2016-10-10,2016-10-14,Massachusetts,Google Consumer Surveys,B,421.0,lv,57.7491,27.81724,29.931859999999997
4834,2016-10-10,2016-10-14,Oregon,Google Consumer Surveys,B,358.0,lv,48.60785,33.00294,15.604909999999997
4842,2016-10-10,2016-10-14,Georgia,Google Consumer Surveys,B,489.0,lv,35.18475,49.20143,-14.016680000000001
4852,2016-10-10,2016-10-14,Maryland,Google Consumer Surveys,B,349.0,lv,52.44373,33.13734,19.30639
4857,2016-10-10,2016-10-14,Washington,Google Consumer Surveys,B,571.0,lv,48.09599,35.251129999999996,12.844860000000004
4863,2016-10-10,2016-10-14,U.S.,Google Consumer Surveys,B,19900.0,lv,43.23832,41.608259999999994,1.6300600000000074
4883,2016-10-10,2016-10-14,Minnesota,Google Consumer Surveys,B,597.0,lv,40.68169,38.73423,1.9474600000000066
4901,2016-10-10,2016-10-14,Missouri,Google Consumer Surveys,B,608.0,lv,42.88255,35.15169,7.73086
4906,2016-10-10,2016-10-14,Michigan,Google Consumer Surveys,B,581.0,lv,38.54694,41.936640000000004,-3.389700000000005
4910,2016-10-10,2016-10-14,Virginia,Google Consumer Surveys,B,530.0,lv,45.71317,36.408840000000005,9.304329999999993
4919,2016-10-10,2016-10-14,Indiana,Google Consumer Surveys,B,665.0,lv,43.19424,40.88706,2.3071800000000025
4922,2016-10-10,2016-10-14,North Carolina,Google Consumer Surveys,B,559.0,lv,40.568909999999995,46.46125,-5.892340000000004
4923,2016-10-10,2016-10-14,Arizona,Google Consumer Surveys,B,519.0,lv,44.965109999999996,39.04404,5.921069999999993
4928,2016-10-10,2016-10-14,Colorado,Google Consumer Surveys,B,496.0,lv,47.889720000000004,32.12449,15.765230000000003
4958,2016-10-10,2016-10-14,Wisconsin,Google Consumer Surveys,B,669.0,lv,47.11268,35.7338,11.378879999999995
4962,2016-10-10,2016-10-14,Pennsylvania,Google Consumer Surveys,B,717.0,lv,43.81428,44.22613,-0.41185000000000116
4993,2016-10-10,2016-10-14,New Jersey,Google Consumer Surveys,B,658.0,lv,44.76416,40.41357,4.350589999999997
4997,2016-10-10,2016-10-14,Ohio,Google Consumer Surveys,B,782.0,lv,39.81857,44.26308,-4.444510000000001
5031,2016-10-10,2016-10-14,Florida,Google Consumer Surveys,B,964.0,lv,41.87963,47.45146,-5.5718299999999985
5052,2016-10-10,2016-10-14,Texas,Google Consumer Surveys,B,978.0,lv,34.7426,49.69068,-14.948079999999997
5056,2016-10-10,2016-10-14,Illinois,Google Consumer Surveys,B,930.0,lv,41.000040000000006,40.4831,0.5169400000000053
5072,2016-10-10,2016-10-14,New York,Google Consumer Surveys,B,912.0,lv,52.30662,36.02322,16.2834
5079,2016-10-10,2016-10-14,California,Google Consumer Surveys,B,1166.0,lv,53.21638000000001,35.21816,17.99822000000001
6806,2016-10-10,2016-10-14,Utah,Google Consumer Surveys,B,261.0,lv,20.05291,29.80927,-9.75636
7539,2016-10-10,2016-10-14,U.S.,Ipsos,A-,2433.0,lv,43.03311,41.42523,1.6078800000000015
7981,2016-10-10,2016-10-14,New Hampshire,Google Consumer Surveys,B,71.0,lv,53.036280000000005,31.752809999999997,21.28347000000001
7990,2016-10-10,2016-10-14,Delaware,Google Consumer Surveys,B,93.0,lv,46.34321,36.39739,9.945819999999998
7991,2016-10-10,2016-10-14,North Dakota,Google Consumer Surveys,B,72.0,lv,22.28111,49.78863,-27.507519999999996
7992,2016-10-10,2016-10-14,District of Columbia,Google Consumer Surveys,B,62.0,lv,63.238,29.78043,33.457570000000004
8011,2016-10-10,2016-10-14,West Virginia,Google Consumer Surveys,B,115.0,lv,28.26585,66.78165,-38.5158
8036,2016-10-10,2016-10-14,South Dakota,Google Consumer Surveys,B,91.0,lv,33.72726,46.39698,-12.669719999999998
8047,2016-10-10,2016-10-14,Vermont,Google Consumer Surveys,B,71.0,lv,71.10393,19.13005,51.97388000000001
8049,2016-10-10,2016-10-14,Alaska,Google Consumer Surveys,B,71.0,lv,39.76923,38.16465,1.6045799999999986
8050,2016-10-10,2016-10-14,Hawaii,Google Consumer Surveys,B,66.0,lv,56.52191,28.69036,27.83155
8059,2016-10-10,2016-10-14,Montana,Google Consumer Surveys,B,141.0,lv,32.94856,36.468270000000004,-3.5197100000000034
8063,2016-10-10,2016-10-14,Wyoming,Google Consumer Surveys,B,61.0,lv,21.74709,60.00039,-38.2533
8069,2016-10-10,2016-10-14,Idaho,Google Consumer Surveys,B,161.0,lv,28.54682,41.73981,-13.192989999999998
8090,2016-10-10,2016-10-14,Rhode Island,Google Consumer Surveys,B,45.0,lv,62.507940000000005,21.57819,40.929750000000006
8095,2016-10-10,2016-10-14,Maine,Google Consumer Surveys,B,82.0,lv,47.94358,34.066359999999996,13.877220000000001
8098,2016-10-10,2016-10-14,Nebraska,Google Consumer Surveys,B,217.0,lv,32.98555,48.7999,-15.814349999999997
8102,2016-10-10,2016-10-14,Nevada,Google Consumer Surveys,B,253.0,lv,38.7641,43.32253,-4.558430000000001
8121,2016-10-10,2016-10-14,Mississippi,Google Consumer Surveys,B,212.0,lv,27.19357,60.88736,-33.69379
8124,2016-10-10,2016-10-14,Arkansas,Google Consumer Surveys,B,189.0,lv,39.59215,46.03555,-6.443400000000004
8130,2016-10-10,2016-10-14,New Mexico,Google Consumer Surveys,B,214.0,lv,45.46645,30.39525,15.071200000000001
8149,2016-10-10,2016-10-14,Louisiana,Google Consumer Surveys,B,280.0,lv,30.97672,57.23165,-26.25493
8160,2016-10-10,2016-10-14,Oklahoma,Google Consumer Surveys,B,216.0,lv,38.821090000000005,52.35365,-13.532559999999997
8190,2016-10-10,2016-10-14,Kansas,Google Consumer Surveys,B,264.0,lv,51.0363,34.8094,16.2269
8204,2016-10-10,2016-10-14,South Carolina,Google Consumer Surveys,B,344.0,lv,35.146640000000005,51.95848,-16.811839999999997
8212,2016-10-10,2016-10-14,Tennessee,Google Consumer Surveys,B,406.0,lv,36.242090000000005,50.90317,-14.661079999999998
8235,2016-10-10,2016-10-14,Kentucky,Google Consumer Surveys,B,328.0,lv,34.6524,49.80559,-15.153190000000002
8262,2016-10-10,2016-10-14,Iowa,Google Consumer Surveys,B,359.0,lv,37.7579,43.72228,-5.9643799999999985
8266,2016-10-10,2016-10-14,Connecticut,Google Consumer Surveys,B,262.0,lv,54.12931,35.87798,18.251329999999996
8270,2016-10-10,2016-10-14,Alabama,Google Consumer Surveys,B,373.0,lv,24.765220000000003,62.412240000000004,-37.64702
8283,2016-10-10,2016-10-14,Massachusetts,Google Consumer Surveys,B,421.0,lv,58.00741,27.43713,30.57028
8290,2016-10-10,2016-10-14,Oregon,Google Consumer Surveys,B,358.0,lv,48.83878,32.66711,16.17167
8294,2016-10-10,2016-10-14,Georgia,Google Consumer Surveys,B,489.0,lv,35.3764,48.92915,-13.552750000000003
8301,2016-10-10,2016-10-14,Maryland,Google Consumer Surveys,B,349.0,lv,52.65148000000001,32.839040000000004,19.812440000000002
8304,2016-10-10,2016-10-14,Washington,Google Consumer Surveys,B,571.0,lv,48.329640000000005,34.9109,13.418740000000007
8316,2016-10-10,2016-10-14,U.S.,Google Consumer Surveys,B,19900.0,lv,43.453959999999995,41.29717,2.1567899999999938
8330,2016-10-10,2016-10-14,Minnesota,Google Consumer Surveys,B,597.0,lv,40.90702,38.40747,2.4995499999999993
8345,2016-10-10,2016-10-14,Missouri,Google Consumer Surveys,B,608.0,lv,43.09202,34.850570000000005,8.241449999999993
8351,2016-10-10,2016-10-14,Michigan,Google Consumer Surveys,B,581.0,lv,38.7646,41.622279999999996,-2.857679999999995
8358,2016-10-10,2016-10-14,Virginia,Google Consumer Surveys,B,530.0,lv,45.92173,36.1092,9.812529999999995
8375,2016-10-10,2016-10-14,Indiana,Google Consumer Surveys,B,665.0,lv,43.40125,40.589940000000006,2.8113099999999918
8381,2016-10-10,2016-10-14,North Carolina,Google Consumer Surveys,B,559.0,lv,40.7691,46.17516,-5.4060599999999965
8382,2016-10-10,2016-10-14,Arizona,Google Consumer Surveys,B,519.0,lv,45.18544,38.72537,6.460070000000002
8388,2016-10-10,2016-10-14,Colorado,Google Consumer Surveys,B,496.0,lv,48.11792,31.793090000000003,16.324829999999995
8423,2016-10-10,2016-10-14,Wisconsin,Google Consumer Surveys,B,669.0,lv,47.33656,35.40939,11.927169999999997
8430,2016-10-10,2016-10-14,Pennsylvania,Google Consumer Surveys,B,717.0,lv,44.02122,43.929109999999994,0.09211000000000524
8462,2016-10-10,2016-10-14,New Jersey,Google Consumer Surveys,B,658.0,lv,44.98588,40.09265,4.893230000000003
8465,2016-10-10,2016-10-14,Ohio,Google Consumer Surveys,B,782.0,lv,40.03385,43.95258,-3.9187299999999965
8513,2016-10-10,2016-10-14,Florida,Google Consumer Surveys,B,964.0,lv,42.09336,47.14346,-5.0501000000000005
8540,2016-10-10,2016-10-14,Texas,Google Consumer Surveys,B,978.0,lv,34.952,49.38968,-14.43768
8543,2016-10-10,2016-10-14,Illinois,Google Consumer Surveys,B,930.0,lv,41.21317,40.17606,1.0371099999999984
8564,2016-10-10,2016-10-14,New York,Google Consumer Surveys,B,912.0,lv,52.52475,35.70811,16.81664
8570,2016-10-10,2016-10-14,California,Google Consumer Surveys,B,1166.0,lv,53.43486,34.90247,18.53239
10134,2016-10-10,2016-10-14,Utah,Google Consumer Surveys,B,261.0,lv,20.27645,29.485390000000002,-9.208940000000002
95,2016-10-11,2016-10-14,U.S.,SurveyUSA,A,845.0,lv,44.674890000000005,37.15985,7.515040000000006
588,2016-10-11,2016-10-14,Virginia,Christopher Newport University,B-,809.0,lv,45.215,33.38382,11.831180000000003
3525,2016-10-11,2016-10-14,U.S.,SurveyUSA,A,845.0,lv,44.49648,37.47985,7.016629999999999
3972,2016-10-11,2016-10-14,Virginia,Christopher Newport University,B-,809.0,lv,44.95621,33.99516,10.96105
6920,2016-10-11,2016-10-14,U.S.,SurveyUSA,A,845.0,lv,44.693259999999995,37.13691,7.556349999999995
7413,2016-10-11,2016-10-14,Virginia,Christopher Newport University,B-,809.0,lv,45.12976,33.66482,11.464939999999999
134,2016-10-12,2016-10-14,Utah,YouGov,B,951.0,lv,19.80207,38.41128,-18.609209999999997
144,2016-10-12,2016-10-14,Nevada,YouGov,B,996.0,lv,45.94579,41.76702,4.17877
282,2016-10-12,2016-10-14,Kentucky,Google Consumer Surveys,B,816.0,a,34.67545,42.844570000000004,-8.169120000000007
1947,2016-10-12,2016-10-14,U.S.,The Times-Picayune/Lucid,,1642.0,lv,45.237809999999996,41.27021,3.9675999999999974
3572,2016-10-12,2016-10-14,Utah,YouGov,B,951.0,lv,19.44754,38.72775,-19.28021
3577,2016-10-12,2016-10-14,Nevada,YouGov,B,996.0,lv,45.6126,42.10709,3.505510000000001
3705,2016-10-12,2016-10-14,Kentucky,Google Consumer Surveys,B,816.0,a,34.18255,41.70328,-7.52073
5272,2016-10-12,2016-10-14,U.S.,The Times-Picayune/Lucid,,1642.0,lv,45.0569,41.52369,3.533209999999997
6959,2016-10-12,2016-10-14,Utah,YouGov,B,951.0,lv,19.72531,38.37407,-18.648760000000003
6969,2016-10-12,2016-10-14,Nevada,YouGov,B,996.0,lv,45.87178,41.745129999999996,4.126650000000005
7107,2016-10-12,2016-10-14,Kentucky,Google Consumer Surveys,B,816.0,a,34.38678,41.39679,-7.010010000000001
8771,2016-10-12,2016-10-14,U.S.,The Times-Picayune/Lucid,,1642.0,lv,45.229620000000004,41.21294,4.016680000000001
2348,2016-10-13,2016-10-14,U.S.,Google Consumer Surveys,B,924.0,lv,38.62457,38.84594,-0.2213700000000003
5667,2016-10-13,2016-10-14,U.S.,Google Consumer Surveys,B,924.0,lv,38.44912,39.13114,-0.6820200000000014
9172,2016-10-13,2016-10-14,U.S.,Google Consumer Surveys,B,924.0,lv,38.649359999999994,38.82031,-0.17095000000000482
324,2016-10-14,2016-10-14,Arizona,HighGround,,400.0,lv,39.3652,40.267340000000004,-0.9021400000000028
3734,2016-10-14,2016-10-14,Arizona,HighGround,,400.0,lv,39.18647,40.59063,-1.4041599999999974
7149,2016-10-14,2016-10-14,Arizona,HighGround,,400.0,lv,39.36253,40.2891,-0.9265699999999981
168,2016-10-07,2016-10-15,Texas,University of Houston,B,1000.0,lv,37.71614,44.2543,-6.538159999999998
3596,2016-10-07,2016-10-15,Texas,University of Houston,B,1000.0,lv,37.5961,44.56637,-6.970269999999999
6993,2016-10-07,2016-10-15,Texas,University of Houston,B,1000.0,lv,37.738640000000004,44.246390000000005,-6.5077500000000015
1471,2016-10-09,2016-10-15,U.S.,CVOTER International,C+,1386.0,lv,48.26214,42.21975,6.042390000000005
1787,2016-10-09,2016-10-15,U.S.,USC Dornsife/LA Times,,2946.0,lv,44.531000000000006,42.86593,1.6650700000000072
4843,2016-10-09,2016-10-15,U.S.,CVOTER International,C+,1386.0,lv,48.0605,42.47132,5.589179999999999
5131,2016-10-09,2016-10-15,U.S.,USC Dornsife/LA Times,,2946.0,lv,44.29895,43.08403,1.2149199999999993
8296,2016-10-09,2016-10-15,U.S.,CVOTER International,C+,1386.0,lv,48.26846,42.1049,6.163559999999997
8611,2016-10-09,2016-10-15,U.S.,USC Dornsife/LA Times,,2946.0,lv,44.552479999999996,42.7584,1.794079999999994
139,2016-10-10,2016-10-15,North Carolina,CNN/Opinion Research Corp.,A-,788.0,lv,47.15092,46.90791,0.24300999999999817
143,2016-10-10,2016-10-15,Ohio,CNN/Opinion Research Corp.,A-,774.0,lv,43.15221,48.09313,-4.9409200000000055
173,2016-10-10,2016-10-15,Nevada,CNN/Opinion Research Corp.,A-,698.0,lv,45.15228,44.102959999999996,1.0493200000000016
258,2016-10-10,2016-10-15,Arizona,Arizona State University,C+,713.0,lv,43.15616,41.77341,1.3827500000000015
3574,2016-10-10,2016-10-15,North Carolina,CNN/Opinion Research Corp.,A-,788.0,lv,46.804970000000004,47.28513,-0.4801599999999979
3576,2016-10-10,2016-10-15,Ohio,CNN/Opinion Research Corp.,A-,774.0,lv,42.79055,48.4962,-5.705649999999999
3597,2016-10-10,2016-10-15,Nevada,CNN/Opinion Research Corp.,A-,698.0,lv,44.78979,44.5074,0.2823900000000066
3672,2016-10-10,2016-10-15,Arizona,Arizona State University,C+,713.0,lv,42.9822,42.07529,0.9069099999999963
6964,2016-10-10,2016-10-15,North Carolina,CNN/Opinion Research Corp.,A-,788.0,lv,47.12257,46.88545,0.23712000000000444
6968,2016-10-10,2016-10-15,Ohio,CNN/Opinion Research Corp.,A-,774.0,lv,43.12276,48.07186,-4.949100000000001
6998,2016-10-10,2016-10-15,Nevada,CNN/Opinion Research Corp.,A-,698.0,lv,45.12278,44.08175,1.0410299999999992
7083,2016-10-10,2016-10-15,Arizona,Arizona State University,C+,713.0,lv,43.16682,41.78688,1.3799400000000048
179,2016-10-11,2016-10-15,Kansas,SurveyUSA,A,581.0,lv,34.67553,48.25099,-13.57546
269,2016-10-11,2016-10-15,Louisiana,JMC Enterprises,C,800.0,rv,39.20948,49.5823,-10.372819999999997
860,2016-10-11,2016-10-15,U.S.,Ipsos,A-,1214.0,lv,41.19599,41.37706,-0.1810699999999983
3600,2016-10-11,2016-10-15,Kansas,SurveyUSA,A,581.0,lv,34.48938,48.583709999999996,-14.09433
3687,2016-10-11,2016-10-15,Louisiana,JMC Enterprises,C,800.0,rv,39.16418,49.70118,-10.536999999999999
4253,2016-10-11,2016-10-15,U.S.,Ipsos,A-,1214.0,lv,40.97699,41.781079999999996,-0.8040899999999951
7004,2016-10-11,2016-10-15,Kansas,SurveyUSA,A,581.0,lv,34.69336,48.228640000000006,-13.535280000000007
7094,2016-10-11,2016-10-15,Louisiana,JMC Enterprises,C,800.0,rv,39.17073,49.47401,-10.30328
7685,2016-10-11,2016-10-15,U.S.,Ipsos,A-,1214.0,lv,41.1697,41.51108,-0.3413800000000009
271,2016-10-12,2016-10-15,Virginia,Tarrance Group,B,500.0,lv,46.676829999999995,39.51299,7.163839999999993
3684,2016-10-12,2016-10-15,Virginia,Tarrance Group,B,500.0,lv,46.62057,39.66899,6.95158
7096,2016-10-12,2016-10-15,Virginia,Tarrance Group,B,500.0,lv,46.799659999999996,39.35151,7.448149999999998
103,2016-10-13,2016-10-15,California,SurveyUSA,A,725.0,lv,54.62291999999999,31.151740000000004,23.47117999999999
950,2016-10-13,2016-10-15,U.S.,Morning Consult,,1737.0,lv,43.28197,39.8821,3.39987
1915,2016-10-13,2016-10-15,U.S.,The Times-Picayune/Lucid,,1647.0,lv,45.18629,41.22779,3.958500000000001
3534,2016-10-13,2016-10-15,California,SurveyUSA,A,725.0,lv,54.450790000000005,31.472490000000004,22.9783
4364,2016-10-13,2016-10-15,U.S.,Morning Consult,,1737.0,lv,43.07125,40.34369,2.727559999999997
5219,2016-10-13,2016-10-15,U.S.,The Times-Picayune/Lucid,,1647.0,lv,45.014509999999994,41.47721,3.537299999999995
6928,2016-10-13,2016-10-15,California,SurveyUSA,A,725.0,lv,54.64141,31.128729999999997,23.512680000000003
7775,2016-10-13,2016-10-15,U.S.,Morning Consult,,1737.0,lv,43.24566,39.94307,3.302590000000002
8739,2016-10-13,2016-10-15,U.S.,The Times-Picayune/Lucid,,1647.0,lv,45.17844,41.17023,4.008210000000005
525,2016-10-14,2016-10-15,Maine CD-1,Maine People's Resource Center,C,469.0,lv,46.41251,38.676390000000005,7.736119999999993
529,2016-10-14,2016-10-15,Maine CD-2,Maine People's Resource Center,C,420.0,lv,39.118759999999995,39.99672,-0.8779600000000087
538,2016-10-14,2016-10-15,Maine,Maine People's Resource Center,C,890.0,lv,42.915459999999996,39.09138,3.824079999999995
3917,2016-10-14,2016-10-15,Maine CD-1,Maine People's Resource Center,C,469.0,lv,46.311440000000005,39.00591,7.3055300000000045
3918,2016-10-14,2016-10-15,Maine CD-2,Maine People's Resource Center,C,420.0,lv,39.03217,40.300990000000006,-1.2688200000000052
3932,2016-10-14,2016-10-15,Maine,Maine People's Resource Center,C,890.0,lv,42.82125,39.40895,3.412300000000002
7350,2016-10-14,2016-10-15,Maine CD-1,Maine People's Resource Center,C,469.0,lv,46.41408,38.689029999999995,7.725050000000003
7354,2016-10-14,2016-10-15,Maine CD-2,Maine People's Resource Center,C,420.0,lv,39.12141,40.0082,-0.8867900000000049
7363,2016-10-14,2016-10-15,Maine,Maine People's Resource Center,C,890.0,lv,42.91755,39.10347,3.814079999999997
854,2016-10-08,2016-10-16,New Hampshire,SurveyMonkey,C-,569.0,lv,45.9259,37.84245,8.08345
855,2016-10-08,2016-10-16,Iowa,SurveyMonkey,C-,1135.0,lv,38.91553,46.514070000000004,-7.598540000000007
896,2016-10-08,2016-10-16,New Mexico,SurveyMonkey,C-,889.0,lv,39.91375,34.457409999999996,5.456340000000004
904,2016-10-08,2016-10-16,Nevada,SurveyMonkey,C-,884.0,lv,38.91084,45.36529,-6.454450000000001
967,2016-10-08,2016-10-16,Wisconsin,SurveyMonkey,C-,1076.0,lv,41.91388,39.46152,2.4523599999999988
1066,2016-10-08,2016-10-16,Michigan,SurveyMonkey,C-,1331.0,lv,43.91146,38.38491,5.52655
1079,2016-10-08,2016-10-16,North Carolina,SurveyMonkey,C-,1191.0,lv,44.90465,41.1692,3.73545
