state,county,candidate,party,total_votes,won
Arkansas,Calhoun County,Brian Carroll,ASP,3,False
Arkansas,Calhoun County,Rocky De La Fuente,ALI,3,False
Arkansas,Calhoun County,Don Blankenship,CST,2,False
Arkansas,Calhoun County,Gloria La Riva,PSL,2,False
Arkansas,Calhoun County,John Richard Myers,LLP,2,False
Arkansas,Carroll County,Donald Trump,REP,7424,True
Arkansas,Carroll County,Joe Biden,DEM,4023,False
Arkansas,Carroll County,Jo Jorgensen,LIB,100,False
Arkansas,Carroll County,Howie Hawkins,GRN,48,False
Arkansas,Carroll County,Kanye West,IND,40,False
Arkansas,Carroll County,John Richard Myers,LLP,30,False
Arkansas,Carroll County,Brian Carroll,ASP,28,False
Arkansas,Carroll County,Don Blankenship,CST,26,False
Arkansas,Carroll County,Phil Collins,PRO,22,False
Arkansas,Carroll County,Rocky De La Fuente,ALI,22,False
Arkansas,Carroll County,Connie Gammon,IND,20,False
Arkansas,Carroll County,Brock Pierce,IND,9,False
Arkansas,Carroll County,Gloria La Riva,PSL,5,False
Arkansas,Chicot County,Joe Biden,DEM,2260,True
Arkansas,Chicot County,Donald Trump,REP,1752,False
Arkansas,Chicot County,Kanye West,IND,20,False
Arkansas,Chicot County,Jo Jorgensen,LIB,17,False
Arkansas,Chicot County,Brock Pierce,IND,16,False
Arkansas,Chicot County,Brian Carroll,ASP,8,False
Arkansas,Chicot County,Gloria La Riva,PSL,7,False
Arkansas,Chicot County,Don Blankenship,CST,5,False
Arkansas,Chicot County,Phil Collins,PRO,5,False
Arkansas,Chicot County,Howie Hawkins,GRN,5,False
Arkansas,Chicot County,John Richard Myers,LLP,4,False
Arkansas,Chicot County,Rocky De La Fuente,ALI,2,False
Arkansas,Chicot County,Connie Gammon,IND,2,False
California,Fresno County,Joe Biden,DEM,193025,True
California,Fresno County,Donald Trump,REP,164464,False
California,Fresno County,Jo Jorgensen,LIB,4031,False
California,Fresno County,Howie Hawkins,GRN,1474,False
California,Fresno County,Rocky De La Fuente,ALI,1147,False
California,Fresno County,Gloria La Riva,PSL,668,False
California,Glenn County,Donald Trump,REP,7063,True
California,Glenn County,Joe Biden,DEM,3995,False
California,Glenn County,Jo Jorgensen,LIB,128,False
California,Glenn County,Rocky De La Fuente,ALI,39,False
California,Glenn County,Howie Hawkins,GRN,34,False
California,Glenn County,Gloria La Riva,PSL,33,False
California,Humboldt County,Joe Biden,DEM,44768,True
California,Humboldt County,Donald Trump,REP,21770,False
California,Humboldt County,Jo Jorgensen,LIB,1132,False
California,Humboldt County,Howie Hawkins,GRN,625,False
California,Humboldt County,Gloria La Riva,PSL,282,False
California,Humboldt County,Rocky De La Fuente,ALI,251,False
California,Humboldt County, Write-ins,WRI,0,False
California,Imperial County,Joe Biden,DEM,34678,True
California,Imperial County,Donald Trump,REP,20847,False
California,Imperial County,Jo Jorgensen,LIB,390,False
California,Imperial County,Rocky De La Fuente,ALI,291,False
California,Imperial County,Gloria La Riva,PSL,278,False
California,Imperial County,Howie Hawkins,GRN,234,False
California,Inyo County,Joe Biden,DEM,4634,True
California,Inyo County,Donald Trump,REP,4620,False
California,Inyo County,Jo Jorgensen,LIB,128,False
California,Inyo County,Howie Hawkins,GRN,45,False
California,Inyo County,Rocky De La Fuente,ALI,32,False
California,Inyo County,Gloria La Riva,PSL,22,False
California,Kern County,Donald Trump,REP,164484,True
California,Kern County,Joe Biden,DEM,133366,False
California,Kern County,Jo Jorgensen,LIB,3942,False
California,Kern County,Rocky De La Fuente,ALI,1264,False
California,Kern County,Gloria La Riva,PSL,1096,False
California,Kern County,Howie Hawkins,GRN,1074,False
California,Kings County,Donald Trump,REP,24072,True
California,Kings County,Joe Biden,DEM,18699,False
California,Kings County,Jo Jorgensen,LIB,604,False
California,Kings County,Rocky De La Fuente,ALI,180,False
California,Kings County,Gloria La Riva,PSL,178,False
California,Kings County,Howie Hawkins,GRN,125,False
California,Lake County,Joe Biden,DEM,14941,True
California,Lake County,Donald Trump,REP,13123,False
California,Lake County,Jo Jorgensen,LIB,374,False
California,Lake County,Howie Hawkins,GRN,207,False
California,Lake County,Rocky De La Fuente,ALI,89,False
California,Lake County,Gloria La Riva,PSL,66,False
California,Lake County, Write-ins,WRI,0,False
California,Lassen County,Donald Trump,REP,8970,True
California,Lassen County,Joe Biden,DEM,2799,False
California,Lassen County,Jo Jorgensen,LIB,141,False
California,Lassen County,Howie Hawkins,GRN,31,False
California,Lassen County,Rocky De La Fuente,ALI,26,False
California,Lassen County,Gloria La Riva,PSL,18,False
California,Lassen County, Write-ins,WRI,0,False
California,Los Angeles County,Joe Biden,DEM,3028885,True
California,Los Angeles County,Donald Trump,REP,1145530,False
California,Los Angeles County,Jo Jorgensen,LIB,35452,False
California,Los Angeles County,Howie Hawkins,GRN,21660,False
California,Los Angeles County,Rocky De La Fuente,ALI,15999,False
California,Los Angeles County,Gloria La Riva,PSL,15917,False
California,Alameda County,Joe Biden,DEM,617659,True
California,Alameda County,Donald Trump,REP,136309,False
California,Alameda County,Jo Jorgensen,LIB,6295,False
California,Alameda County,Howie Hawkins,GRN,4664,False
California,Alameda County,Gloria La Riva,PSL,2538,False
California,Alameda County,Rocky De La Fuente,ALI,2399,False
California,Madera County,Donald Trump,REP,29378,True
California,Madera County,Joe Biden,DEM,23168,False
California,Madera County,Jo Jorgensen,LIB,621,False
California,Madera County,Howie Hawkins,GRN,217,False
California,Madera County,Rocky De La Fuente,ALI,173,False
California,Madera County,Gloria La Riva,PSL,165,False
California,Marin County,Joe Biden,DEM,128288,True
California,Marin County,Donald Trump,REP,24612,False
California,Marin County,Jo Jorgensen,LIB,1536,False
California,Marin County,Howie Hawkins,GRN,724,False
California,Marin County,Rocky De La Fuente,ALI,380,False
California,Marin County,Gloria La Riva,PSL,261,False
California,Marin County, Write-ins,WRI,0,False
California,Mariposa County,Donald Trump,REP,5950,True
California,Mariposa County,Joe Biden,DEM,4088,False
California,Mariposa County,Jo Jorgensen,LIB,155,False
California,Mariposa County,Howie Hawkins,GRN,39,False
California,Mariposa County,Rocky De La Fuente,ALI,26,False
California,Mariposa County,Gloria La Riva,PSL,22,False
California,Mendocino County,Joe Biden,DEM,28782,True
California,Mendocino County,Donald Trump,REP,13267,False
California,Mendocino County,Jo Jorgensen,LIB,591,False
California,Mendocino County,Howie Hawkins,GRN,394,False
California,Mendocino County,Gloria La Riva,PSL,179,False
California,Mendocino County,Rocky De La Fuente,ALI,123,False
California,Mendocino County, Write-ins,WRI,0,False
California,Merced County,Joe Biden,DEM,48991,True
California,Merced County,Donald Trump,REP,39397,False
California,Merced County,Jo Jorgensen,LIB,941,False
California,Merced County,Gloria La Riva,PSL,433,False
California,Merced County,Rocky De La Fuente,ALI,391,False
California,Merced County,Howie Hawkins,GRN,388,False
California,Modoc County,Donald Trump,REP,3109,True
California,Modoc County,Joe Biden,DEM,1150,False
California,Modoc County,Jo Jorgensen,LIB,39,False
California,Modoc County,Howie Hawkins,GRN,15,False
California,Modoc County,Rocky De La Fuente,ALI,13,False
California,Modoc County,Gloria La Riva,PSL,12,False
California,Mono County,Joe Biden,DEM,4013,True
California,Mono County,Donald Trump,REP,2513,False
California,Mono County,Jo Jorgensen,LIB,126,False
California,Mono County,Howie Hawkins,GRN,42,False
California,Mono County,Rocky De La Fuente,ALI,25,False
California,Mono County,Gloria La Riva,PSL,18,False
California,Monterey County,Joe Biden,DEM,113953,True
California,Monterey County,Donald Trump,REP,46299,False
California,Monterey County,Jo Jorgensen,LIB,1820,False
California,Monterey County,Howie Hawkins,GRN,749,False
California,Monterey County,Rocky De La Fuente,ALI,566,False
California,Monterey County,Gloria La Riva,PSL,496,False
California,Napa County,Joe Biden,DEM,49817,True
California,Napa County,Donald Trump,REP,20676,False
California,Napa County,Jo Jorgensen,LIB,914,False
California,Napa County,Howie Hawkins,GRN,310,False
California,Napa County,Rocky De La Fuente,ALI,241,False
California,Napa County,Gloria La Riva,PSL,164,False
California,Nevada County,Joe Biden,DEM,36359,True
California,Nevada County,Donald Trump,REP,26779,False
California,Nevada County,Jo Jorgensen,LIB,919,False
California,Nevada County,Howie Hawkins,GRN,345,False
California,Nevada County,Rocky De La Fuente,ALI,189,False
California,Nevada County,Gloria La Riva,PSL,147,False
California,Alpine County,Joe Biden,DEM,476,True
California,Alpine County,Donald Trump,REP,244,False
California,Alpine County,Jo Jorgensen,LIB,15,False
California,Alpine County,Howie Hawkins,GRN,4,False
California,Alpine County,Gloria La Riva,PSL,2,False
California,Alpine County,Rocky De La Fuente,ALI,0,False
California,Orange County,Joe Biden,DEM,814009,True
California,Orange County,Donald Trump,REP,676498,False
California,Orange County,Jo Jorgensen,LIB,17325,False
California,Orange County,Howie Hawkins,GRN,5819,False
California,Orange County,Rocky De La Fuente,ALI,4642,False
California,Orange County,Gloria La Riva,PSL,3432,False
California,Placer County,Donald Trump,REP,122488,True
California,Placer County,Joe Biden,DEM,106869,False
California,Placer County,Jo Jorgensen,LIB,3948,False
California,Placer County,Howie Hawkins,GRN,779,False
California,Placer County,Rocky De La Fuente,ALI,593,False
California,Placer County,Gloria La Riva,PSL,340,False
California,Plumas County,Donald Trump,REP,6445,True
California,Plumas County,Joe Biden,DEM,4561,False
California,Plumas County,Jo Jorgensen,LIB,153,False
California,Plumas County,Howie Hawkins,GRN,39,False
California,Plumas County,Rocky De La Fuente,ALI,31,False
California,Plumas County,Gloria La Riva,PSL,27,False
California,Riverside County,Joe Biden,DEM,527945,True
California,Riverside County,Donald Trump,REP,448702,False
California,Riverside County,Jo Jorgensen,LIB,9962,False
California,Riverside County,Rocky De La Fuente,ALI,3390,False
California,Riverside County,Howie Hawkins,GRN,3368,False
California,Riverside County,Gloria La Riva,PSL,2789,False
California,Sacramento County,Joe Biden,DEM,440808,True
California,Sacramento County,Donald Trump,REP,259405,False
California,Sacramento County,Jo Jorgensen,LIB,9770,False
California,Sacramento County,Howie Hawkins,GRN,3254,False
California,Sacramento County,Rocky De La Fuente,ALI,2630,False
California,Sacramento County,Gloria La Riva,PSL,2423,False
California,San Benito County,Joe Biden,DEM,17628,True
California,San Benito County,Donald Trump,REP,10590,False
California,San Benito County,Jo Jorgensen,LIB,345,False
California,San Benito County,Howie Hawkins,GRN,91,False
California,San Benito County,Rocky De La Fuente,ALI,84,False
California,San Benito County,Gloria La Riva,PSL,83,False
California,San Bernardino County,Joe Biden,DEM,455859,True
California,San Bernardino County,Donald Trump,REP,366257,False
California,San Bernardino County,Jo Jorgensen,LIB,8791,False
California,San Bernardino County,Howie Hawkins,GRN,3619,False
California,San Bernardino County,Rocky De La Fuente,ALI,3355,False
California,San Bernardino County,Gloria La Riva,PSL,3050,False
California,San Diego County,Joe Biden,DEM,964650,True
California,San Diego County,Donald Trump,REP,600094,False
California,San Diego County,Jo Jorgensen,LIB,21386,False
California,San Diego County,Howie Hawkins,GRN,7421,False
California,San Diego County,Rocky De La Fuente,ALI,5302,False
California,San Diego County,Gloria La Riva,PSL,2869,False
California,San Francisco County,Joe Biden,DEM,378156,True
California,San Francisco County,Donald Trump,REP,56417,False
California,San Francisco County,Jo Jorgensen,LIB,3299,False
California,San Francisco County,Howie Hawkins,GRN,2781,False
California,San Francisco County,Gloria La Riva,PSL,1543,False
California,San Francisco County,Rocky De La Fuente,ALI,1262,False
California,San Francisco County, Write-ins,WRI,0,False
California,San Joaquin County,Joe Biden,DEM,161137,True
California,San Joaquin County,Donald Trump,REP,121098,False
California,San Joaquin County,Jo Jorgensen,LIB,2929,False
California,San Joaquin County,Rocky De La Fuente,ALI,1251,False
California,San Joaquin County,Howie Hawkins,GRN,1064,False
California,San Joaquin County,Gloria La Riva,PSL,964,False
California,Amador County,Donald Trump,REP,13585,True
California,Amador County,Joe Biden,DEM,8153,False
California,Amador County,Jo Jorgensen,LIB,349,False
California,Amador County,Howie Hawkins,GRN,110,False
California,Amador County,Rocky De La Fuente,ALI,64,False
California,Amador County,Gloria La Riva,PSL,41,False
California,San Luis Obispo County,Joe Biden,DEM,88310,True
California,San Luis Obispo County,Donald Trump,REP,67436,False
California,San Luis Obispo County,Jo Jorgensen,LIB,2408,False
California,San Luis Obispo County,Howie Hawkins,GRN,794,False
California,San Luis Obispo County,Rocky De La Fuente,ALI,455,False
California,San Luis Obispo County,Gloria La Riva,PSL,278,False
California,San Mateo County,Joe Biden,DEM,291410,True
California,San Mateo County,Donald Trump,REP,75563,False
California,San Mateo County,Jo Jorgensen,LIB,3552,False
California,San Mateo County,Howie Hawkins,GRN,1595,False
California,San Mateo County,Rocky De La Fuente,ALI,1142,False
California,San Mateo County,Gloria La Riva,PSL,796,False
California,San Mateo County, Write-ins,WRI,80,False
California,Santa Barbara County,Joe Biden,DEM,129963,True
California,Santa Barbara County,Donald Trump,REP,65736,False
California,Santa Barbara County,Jo Jorgensen,LIB,2416,False
California,Santa Barbara County,Howie Hawkins,GRN,939,False
California,Santa Barbara County,Rocky De La Fuente,ALI,714,False
California,Santa Barbara County,Gloria La Riva,PSL,520,False
California,Santa Barbara County, Write-ins,WRI,0,False
California,Santa Clara County,Joe Biden,DEM,617967,True
California,Santa Clara County,Donald Trump,REP,214612,False
California,Santa Clara County,Jo Jorgensen,LIB,9131,False
California,Santa Clara County,Howie Hawkins,GRN,4040,False
California,Santa Clara County,Rocky De La Fuente,ALI,2623,False
California,Santa Clara County,Gloria La Riva,PSL,2149,False
California,Santa Cruz County,Joe Biden,DEM,114246,True
California,Santa Cruz County,Donald Trump,REP,26937,False
California,Santa Cruz County,Jo Jorgensen,LIB,1704,False
California,Santa Cruz County,Howie Hawkins,GRN,1062,False
California,Santa Cruz County,Rocky De La Fuente,ALI,434,False
California,Santa Cruz County,Gloria La Riva,PSL,413,False
California,Santa Cruz County, Write-ins,WRI,0,False
California,Shasta County,Donald Trump,REP,60789,True
California,Shasta County,Joe Biden,DEM,30000,False
California,Shasta County,Jo Jorgensen,LIB,1277,False
California,Shasta County,Howie Hawkins,GRN,368,False
California,Shasta County,Rocky De La Fuente,ALI,281,False
California,Shasta County,Gloria La Riva,PSL,185,False
California,Shasta County, Write-ins,WRI,0,False
California,Sierra County,Donald Trump,REP,1142,True
California,Sierra County,Joe Biden,DEM,730,False
California,Sierra County,Jo Jorgensen,LIB,27,False
California,Sierra County,Howie Hawkins,GRN,13,False
California,Sierra County,Rocky De La Fuente,ALI,12,False
California,Sierra County,Gloria La Riva,PSL,6,False
California,Sierra County, Write-ins,WRI,0,False
California,Siskiyou County,Donald Trump,REP,13290,True
California,Siskiyou County,Joe Biden,DEM,9593,False
California,Siskiyou County,Jo Jorgensen,LIB,318,False
California,Siskiyou County,Howie Hawkins,GRN,116,False
California,Siskiyou County,Rocky De La Fuente,ALI,79,False
California,Siskiyou County,Gloria La Riva,PSL,54,False
California,Siskiyou County, Write-ins,WRI,0,False
California,Solano County,Joe Biden,DEM,131639,True
California,Solano County,Donald Trump,REP,69306,False
California,Solano County,Jo Jorgensen,LIB,2475,False
California,Solano County,Howie Hawkins,GRN,958,False
California,Solano County,Rocky De La Fuente,ALI,825,False
California,Solano County,Gloria La Riva,PSL,628,False
California,Sonoma County,Joe Biden,DEM,199938,True
California,Sonoma County,Donald Trump,REP,61825,False
California,Sonoma County,Jo Jorgensen,LIB,3418,False
California,Sonoma County,Howie Hawkins,GRN,1499,False
California,Sonoma County,Rocky De La Fuente,ALI,832,False
California,Sonoma County,Gloria La Riva,PSL,740,False
California,Sonoma County, Write-ins,WRI,0,False
California,Butte County,Joe Biden,DEM,50426,True
California,Butte County,Donald Trump,REP,48730,False
California,Butte County,Jo Jorgensen,LIB,1774,False
California,Butte County,Howie Hawkins,GRN,507,False
California,Butte County,Rocky De La Fuente,ALI,324,False
California,Butte County,Gloria La Riva,PSL,281,False
California,Butte County, Write-ins,WRI,0,False
California,Stanislaus County,Joe Biden,DEM,105841,True
California,Stanislaus County,Donald Trump,REP,104145,False
California,Stanislaus County,Jo Jorgensen,LIB,2494,False
California,Stanislaus County,Rocky De La Fuente,ALI,926,False
California,Stanislaus County,Howie Hawkins,GRN,742,False
California,Stanislaus County,Gloria La Riva,PSL,728,False
California,Sutter County,Donald Trump,REP,24375,True
California,Sutter County,Joe Biden,DEM,17367,False
California,Sutter County,Jo Jorgensen,LIB,521,False
California,Sutter County,Howie Hawkins,GRN,136,False
California,Sutter County,Rocky De La Fuente,ALI,126,False
California,Sutter County,Gloria La Riva,PSL,115,False
California,Tehama County,Donald Trump,REP,19141,True
California,Tehama County,Joe Biden,DEM,8911,False
California,Tehama County,Jo Jorgensen,LIB,403,False
California,Tehama County,Rocky De La Fuente,ALI,111,False
California,Tehama County,Howie Hawkins,GRN,90,False
California,Tehama County,Gloria La Riva,PSL,65,False
California,Trinity County,Donald Trump,REP,3188,True
California,Trinity County,Joe Biden,DEM,2851,False
California,Trinity County,Jo Jorgensen,LIB,117,False
California,Trinity County,Howie Hawkins,GRN,50,False
California,Trinity County,Rocky De La Fuente,ALI,27,False
California,Trinity County,Gloria La Riva,PSL,25,False
California,Trinity County, Write-ins,WRI,0,False
California,Tulare County,Donald Trump,REP,77579,True
California,Tulare County,Joe Biden,DEM,66105,False
California,Tulare County,Jo Jorgensen,LIB,1498,False
California,Tulare County,Rocky De La Fuente,ALI,632,False
California,Tulare County,Gloria La Riva,PSL,535,False
California,Tulare County,Howie Hawkins,GRN,483,False
California,Tuolumne County,Donald Trump,REP,17689,True
California,Tuolumne County,Joe Biden,DEM,11978,False
California,Tuolumne County,Jo Jorgensen,LIB,439,False
California,Tuolumne County,Howie Hawkins,GRN,145,False
California,Tuolumne County,Rocky De La Fuente,ALI,91,False
California,Tuolumne County,Gloria La Riva,PSL,59,False
California,Ventura County,Joe Biden,DEM,251388,True
California,Ventura County,Donald Trump,REP,162207,False
California,Ventura County,Jo Jorgensen,LIB,5069,False
California,Ventura County,Howie Hawkins,GRN,1766,False
California,Ventura County,Rocky De La Fuente,ALI,1278,False
California,Ventura County,Gloria La Riva,PSL,990,False
California,Yolo County,Joe Biden,DEM,67598,True
California,Yolo County,Donald Trump,REP,27292,False
California,Yolo County,Jo Jorgensen,LIB,1206,False
California,Yolo County,Howie Hawkins,GRN,547,False
California,Yolo County,Gloria La Riva,PSL,323,False
California,Yolo County,Rocky De La Fuente,ALI,298,False
California,Yuba County,Donald Trump,REP,17676,True
California,Yuba County,Joe Biden,DEM,11230,False
California,Yuba County,Jo Jorgensen,LIB,510,False
California,Yuba County,Rocky De La Fuente,ALI,153,False
California,Yuba County,Howie Hawkins,GRN,124,False
California,Yuba County,Gloria La Riva,PSL,94,False
California,Calaveras County,Donald Trump,REP,16518,True
California,Calaveras County,Joe Biden,DEM,10046,False
California,Calaveras County,Jo Jorgensen,LIB,359,False
California,Calaveras County,Howie Hawkins,GRN,125,False
California,Calaveras County,Rocky De La Fuente,ALI,72,False
California,Calaveras County,Gloria La Riva,PSL,44,False
California,Colusa County,Donald Trump,REP,4554,True
California,Colusa County,Joe Biden,DEM,3234,False
California,Colusa County,Jo Jorgensen,LIB,81,False
California,Colusa County,Rocky De La Fuente,ALI,30,False
California,Colusa County,Gloria La Riva,PSL,27,False
California,Colusa County,Howie Hawkins,GRN,25,False
California,Contra Costa County,Joe Biden,DEM,416386,True
California,Contra Costa County,Donald Trump,REP,152877,False
California,Contra Costa County,Jo Jorgensen,LIB,6116,False
California,Contra Costa County,Howie Hawkins,GRN,2618,False
California,Contra Costa County,Rocky De La Fuente,ALI,1949,False
California,Contra Costa County,Gloria La Riva,PSL,1284,False
California,Del Norte County,Donald Trump,REP,6461,True
California,Del Norte County,Joe Biden,DEM,4677,False
California,Del Norte County,Jo Jorgensen,LIB,150,False
California,Del Norte County,Howie Hawkins,GRN,78,False
California,Del Norte County,Rocky De La Fuente,ALI,53,False
California,Del Norte County,Gloria La Riva,PSL,33,False
California,El Dorado County,Donald Trump,REP,61838,True
California,El Dorado County,Joe Biden,DEM,51621,False
California,El Dorado County,Jo Jorgensen,LIB,1871,False
California,El Dorado County,Howie Hawkins,GRN,460,False
California,El Dorado County,Rocky De La Fuente,ALI,240,False
California,El Dorado County,Gloria La Riva,PSL,108,False
Colorado,Clear Creek County,Joe Biden,DEM,3604,True
Colorado,Clear Creek County,Donald Trump,REP,2754,False
Colorado,Clear Creek County,Jo Jorgensen,LIB,113,False
Colorado,Clear Creek County,Howie Hawkins,GRN,23,False
Colorado,Clear Creek County,Don Blankenship,CST,10,False
Colorado,Clear Creek County,Kanye West,IND,10,False
Colorado,Clear Creek County,Mark Charles,IND,7,False
Colorado,Clear Creek County,Brian Carroll,ASP,5,False
Colorado,Clear Creek County,Dario Hunter,PRG,5,False
Colorado,Clear Creek County,Phil Collins,PRO,3,False
Colorado,Clear Creek County,Bill Hammons,UTY,3,False
Colorado,Clear Creek County,Joe McHugh,UNA,3,False
Colorado,Clear Creek County,Rocky De La Fuente,ALI,2,False
Colorado,Clear Creek County,Gloria La Riva,PSL,2,False
Colorado,Clear Creek County,Blake Huber,APV,1,False
Colorado,Clear Creek County,Princess Jacob-Fambro,UNA,1,False
Colorado,Clear Creek County,Joseph Kishore,SEP,1,False
Colorado,Clear Creek County,Kyle Kopitke,IAP,1,False
Colorado,Clear Creek County,Alyson Kennedy,SWP,0,False
Colorado,Clear Creek County,Brock Pierce,IND,0,False
Colorado,Clear Creek County,Jordan Scott,UNA,0,False
Colorado,Clear Creek County, Write-ins,WRI,0,False
Colorado,Conejos County,Donald Trump,REP,2286,True
Colorado,Conejos County,Joe Biden,DEM,1959,False
Colorado,Conejos County,Jo Jorgensen,LIB,34,False
Colorado,Conejos County,Don Blankenship,CST,15,False
Colorado,Conejos County,Kanye West,IND,10,False
Colorado,Conejos County,Howie Hawkins,GRN,9,False
Colorado,Conejos County,Mark Charles,IND,5,False
Colorado,Conejos County,Rocky De La Fuente,ALI,4,False
Colorado,Conejos County,Brian Carroll,ASP,2,False
Colorado,Conejos County,Princess Jacob-Fambro,UNA,2,False
Colorado,Conejos County,Gloria La Riva,PSL,2,False
Colorado,Conejos County,Joe McHugh,UNA,2,False
Colorado,Conejos County,Phil Collins,PRO,1,False
Colorado,Conejos County,Bill Hammons,UTY,1,False
Colorado,Conejos County,Joseph Kishore,SEP,1,False
Colorado,Conejos County,Blake Huber,APV,0,False
Colorado,Conejos County,Dario Hunter,PRG,0,False
Colorado,Conejos County,Alyson Kennedy,SWP,0,False
Colorado,Conejos County,Kyle Kopitke,IAP,0,False
Colorado,Conejos County,Brock Pierce,IND,0,False
Colorado,Conejos County,Jordan Scott,UNA,0,False
Colorado,Conejos County, Write-ins,WRI,0,False
Colorado,Costilla County,Joe Biden,DEM,1311,True
Colorado,Costilla County,Donald Trump,REP,741,False
Colorado,Costilla County,Jo Jorgensen,LIB,15,False
Colorado,Costilla County,Don Blankenship,CST,8,False
Colorado,Costilla County,Kanye West,IND,5,False
Colorado,Costilla County,Howie Hawkins,GRN,4,False
Colorado,Costilla County,Mark Charles,IND,2,False
Colorado,Costilla County,Bill Hammons,UTY,2,False
Colorado,Costilla County,Joseph Kishore,SEP,2,False
Colorado,Costilla County,Rocky De La Fuente,ALI,1,False
Colorado,Costilla County,Dario Hunter,PRG,1,False
Colorado,Costilla County,Kyle Kopitke,IAP,1,False
Colorado,Costilla County,Gloria La Riva,PSL,1,False
Colorado,Costilla County,Brian Carroll,ASP,0,False
Colorado,Costilla County,Phil Collins,PRO,0,False
Colorado,Costilla County,Blake Huber,APV,0,False
Colorado,Costilla County,Princess Jacob-Fambro,UNA,0,False
Colorado,Costilla County,Alyson Kennedy,SWP,0,False
Colorado,Costilla County,Joe McHugh,UNA,0,False
Colorado,Costilla County,Brock Pierce,IND,0,False
Colorado,Costilla County,Jordan Scott,UNA,0,False
Colorado,Costilla County, Write-ins,WRI,0,False
Colorado,Crowley County,Donald Trump,REP,1271,True
Colorado,Crowley County,Joe Biden,DEM,437,False
Colorado,Crowley County,Jo Jorgensen,LIB,22,False
Colorado,Crowley County,Kanye West,IND,8,False
Colorado,Crowley County,Don Blankenship,CST,3,False
Colorado,Crowley County,Bill Hammons,UTY,3,False
Colorado,Crowley County,Mark Charles,IND,2,False
Colorado,Crowley County,Princess Jacob-Fambro,UNA,2,False
Colorado,Crowley County,Phil Collins,PRO,1,False
Colorado,Crowley County,Joe McHugh,UNA,1,False
Colorado,Crowley County,Brian Carroll,ASP,0,False
Colorado,Crowley County,Rocky De La Fuente,ALI,0,False
Colorado,Crowley County,Howie Hawkins,GRN,0,False
Colorado,Crowley County,Blake Huber,APV,0,False
Colorado,Crowley County,Dario Hunter,PRG,0,False
Colorado,Crowley County,Alyson Kennedy,SWP,0,False
Colorado,Crowley County,Joseph Kishore,SEP,0,False
Colorado,Crowley County,Kyle Kopitke,IAP,0,False
Colorado,Crowley County,Gloria La Riva,PSL,0,False
Colorado,Crowley County,Brock Pierce,IND,0,False
Colorado,Crowley County,Jordan Scott,UNA,0,False
Colorado,Custer County,Donald Trump,REP,2474,True
Colorado,Custer County,Joe Biden,DEM,1112,False
Colorado,Custer County,Jo Jorgensen,LIB,29,False
Colorado,Custer County,Don Blankenship,CST,5,False
Colorado,Custer County,Howie Hawkins,GRN,5,False
Colorado,Custer County,Bill Hammons,UTY,4,False
Colorado,Custer County,Brian Carroll,ASP,2,False
Colorado,Custer County,Mark Charles,IND,1,False
Colorado,Custer County,Phil Collins,PRO,1,False
Colorado,Custer County,Joe McHugh,UNA,1,False
Colorado,Custer County,Rocky De La Fuente,ALI,0,False
Colorado,Custer County,Blake Huber,APV,0,False
Colorado,Custer County,Dario Hunter,PRG,0,False
Colorado,Custer County,Princess Jacob-Fambro,UNA,0,False
Colorado,Custer County,Alyson Kennedy,SWP,0,False
Colorado,Custer County,Joseph Kishore,SEP,0,False
Colorado,Custer County,Kyle Kopitke,IAP,0,False
Colorado,Custer County,Gloria La Riva,PSL,0,False
Colorado,Custer County,Brock Pierce,IND,0,False
Colorado,Custer County,Jordan Scott,UNA,0,False
Colorado,Custer County,Kanye West,IND,0,False
Colorado,Delta County,Donald Trump,REP,13081,True
Colorado,Delta County,Joe Biden,DEM,5887,False
Colorado,Delta County,Jo Jorgensen,LIB,218,False
Colorado,Delta County,Howie Hawkins,GRN,45,False
Colorado,Delta County,Don Blankenship,CST,34,False
Colorado,Delta County,Kanye West,IND,32,False
Colorado,Delta County,Mark Charles,IND,12,False
Colorado,Delta County,Bill Hammons,UTY,11,False
Colorado,Delta County,Blake Huber,APV,9,False
Colorado,Delta County,Kyle Kopitke,IAP,7,False
Colorado,Delta County,Brian Carroll,ASP,6,False
Colorado,Delta County,Phil Collins,PRO,5,False
Colorado,Delta County,Brock Pierce,IND,5,False
Colorado,Delta County,Dario Hunter,PRG,4,False
Colorado,Delta County,Joe McHugh,UNA,4,False
Colorado,Delta County,Rocky De La Fuente,ALI,3,False
Colorado,Delta County,Princess Jacob-Fambro,UNA,2,False
Colorado,Delta County,Gloria La Riva,PSL,2,False
Colorado,Delta County,Alyson Kennedy,SWP,1,False
Colorado,Delta County,Joseph Kishore,SEP,1,False
Colorado,Delta County,Jordan Scott,UNA,1,False
Colorado,Delta County, Write-ins,WRI,0,False
Colorado,Denver County,Joe Biden,DEM,313293,True
Colorado,Denver County,Donald Trump,REP,71618,False
Colorado,Denver County,Jo Jorgensen,LIB,4870,False
Colorado,Denver County,Howie Hawkins,GRN,1230,False
Colorado,Denver County,Kanye West,IND,976,False
Colorado,Denver County,Don Blankenship,CST,314,False
Colorado,Denver County,Gloria La Riva,PSL,287,False
Colorado,Denver County,Brian Carroll,ASP,242,False
Colorado,Denver County,Bill Hammons,UTY,222,False
Colorado,Denver County,Mark Charles,IND,181,False
Colorado,Denver County,Princess Jacob-Fambro,UNA,87,False
Colorado,Denver County,Kyle Kopitke,IAP,70,False
