state,state_code,date,cases,deaths
Oregon,OR,2020-08-24,25155,420
Oregon,OR,2020-08-25,25391,428
Oregon,OR,2020-08-26,25571,433
Oregon,OR,2020-08-27,25761,438
Oregon,OR,2020-08-28,26054,447
Oregon,OR,2020-08-29,26293,454
Oregon,OR,2020-08-30,26554,458
Oregon,OR,2020-08-31,26713,459
Oregon,OR,2020-09-01,26946,464
Oregon,OR,2020-09-02,27075,468
Oregon,OR,2020-09-03,27336,470
Oregon,OR,2020-09-04,27601,475
Oregon,OR,2020-09-05,27856,480
Oregon,OR,2020-09-06,28044,481
Oregon,OR,2020-09-07,28190,482
Oregon,OR,2020-09-08,28356,486
Oregon,OR,2020-09-09,28471,494
Oregon,OR,2020-09-10,28654,497
Oregon,OR,2020-09-11,28865,499
Oregon,OR,2020-09-12,29156,505
Oregon,OR,2020-09-13,29337,509
Oregon,OR,2020-09-14,29337,509
Oregon,OR,2020-09-15,29662,519
Oregon,OR,2020-09-16,29850,521
Oregon,OR,2020-09-17,30060,521
Oregon,OR,2020-09-18,30342,521
Oregon,OR,2020-09-19,30599,525
Oregon,OR,2020-09-20,30801,526
Oregon,OR,2020-09-21,30995,529
Oregon,OR,2020-09-22,31313,532
Oregon,OR,2020-09-23,31503,538
Oregon,OR,2020-09-24,31865,539
Oregon,OR,2020-09-25,32314,542
Oregon,OR,2020-09-26,32581,542
Oregon,OR,2020-09-27,32820,543
Oregon,OR,2020-09-28,32994,547
Oregon,OR,2020-09-29,33291,555
Oregon,OR,2020-09-30,33509,559
Oregon,OR,2020-10-01,33862,560
Oregon,OR,2020-10-02,34163,563
Oregon,OR,2020-10-03,34511,571
Oregon,OR,2020-10-04,34770,572
Oregon,OR,2020-10-05,35049,572
Oregon,OR,2020-10-06,35339,581
Oregon,OR,2020-10-07,35634,583
Oregon,OR,2020-10-08,36116,594
Oregon,OR,2020-10-09,36526,597
Oregon,OR,2020-10-10,36924,599
Oregon,OR,2020-10-11,37255,599
Oregon,OR,2020-10-12,37467,599
Oregon,OR,2020-10-13,37780,605
Oregon,OR,2020-10-14,38160,608
Oregon,OR,2020-10-15,38525,611
Oregon,OR,2020-10-16,38935,617
Oregon,OR,2020-10-17,39315,619
Oregon,OR,2020-10-18,39532,620
Oregon,OR,2020-10-19,39794,627
Oregon,OR,2020-10-20,40136,633
Oregon,OR,2020-10-21,40443,635
Oregon,OR,2020-10-22,40443,635
Oregon,OR,2020-10-23,41348,649
Oregon,OR,2020-10-24,41739,653
Oregon,OR,2020-10-25,42101,653
Oregon,OR,2020-10-26,42436,655
Oregon,OR,2020-10-27,42808,664
Oregon,OR,2020-10-28,43228,671
Oregon,OR,2020-10-29,43793,673
Oregon,OR,2020-10-30,44388,675
Oregon,OR,2020-10-31,44921,689
Oregon,OR,2020-11-01,45429,691
Oregon,OR,2020-11-02,45978,692
Oregon,OR,2020-11-03,46460,701
Oregon,OR,2020-11-04,47049,705
Oregon,OR,2020-11-05,47839,710
Oregon,OR,2020-11-06,48608,716
Oregon,OR,2020-11-07,49587,729
Oregon,OR,2020-11-08,50448,730
Oregon,OR,2020-11-09,51155,734
Oregon,OR,2020-11-10,51909,737
Oregon,OR,2020-11-11,52770,742
Oregon,OR,2020-11-12,53879,746
Oregon,OR,2020-11-13,54937,753
Oregon,OR,2020-11-14,56018,759
Oregon,OR,2020-11-15,56880,761
Oregon,OR,2020-11-16,57646,765
Oregon,OR,2020-11-17,58570,778
Oregon,OR,2020-11-18,59669,788
Oregon,OR,2020-11-19,60873,808
Oregon,OR,2020-11-20,62175,812
Oregon,OR,2020-11-21,63668,819
Oregon,OR,2020-11-22,65170,820
Oregon,OR,2020-11-23,66333,826
Oregon,OR,2020-11-24,67333,847
Oregon,OR,2020-11-25,68503,867
Oregon,OR,2020-11-26,68503,867
Oregon,OR,2020-11-27,70832,885
Oregon,OR,2020-11-28,72506,896
Oregon,OR,2020-11-29,74119,905
Oregon,OR,2020-11-30,75431,912
Oregon,OR,2020-12-01,76654,936
Oregon,OR,2020-12-02,78160,953
Oregon,OR,2020-12-03,79293,973
Oregon,OR,2020-12-04,81437,1003
Oregon,OR,2020-12-05,83243,1027
Oregon,OR,2020-12-06,84496,1033
Oregon,OR,2020-12-07,85788,1045
Oregon,OR,2020-12-08,87082,1080
Oregon,OR,2020-12-09,88287,1110
Pennsylvania,PA,2020-01-22,0,0
Pennsylvania,PA,2020-01-23,0,0
Pennsylvania,PA,2020-01-24,0,0
Pennsylvania,PA,2020-01-25,0,0
Pennsylvania,PA,2020-01-26,0,0
Pennsylvania,PA,2020-01-27,0,0
Pennsylvania,PA,2020-01-28,0,0
Pennsylvania,PA,2020-01-29,0,0
Pennsylvania,PA,2020-01-30,0,0
Pennsylvania,PA,2020-01-31,0,0
Pennsylvania,PA,2020-02-01,0,0
Pennsylvania,PA,2020-02-02,0,0
Pennsylvania,PA,2020-02-03,0,0
Pennsylvania,PA,2020-02-04,0,0
Pennsylvania,PA,2020-02-05,0,0
Pennsylvania,PA,2020-02-06,0,0
Pennsylvania,PA,2020-02-07,0,0
Pennsylvania,PA,2020-02-08,0,0
Pennsylvania,PA,2020-02-09,0,0
Pennsylvania,PA,2020-02-10,0,0
Pennsylvania,PA,2020-02-11,0,0
Pennsylvania,PA,2020-02-12,0,0
Pennsylvania,PA,2020-02-13,0,0
Pennsylvania,PA,2020-02-14,0,0
Pennsylvania,PA,2020-02-15,0,0
Pennsylvania,PA,2020-02-16,0,0
Pennsylvania,PA,2020-02-17,0,0
Pennsylvania,PA,2020-02-18,0,0
Pennsylvania,PA,2020-02-19,0,0
Pennsylvania,PA,2020-02-20,0,0
Pennsylvania,PA,2020-02-21,0,0
Pennsylvania,PA,2020-02-22,0,0
Pennsylvania,PA,2020-02-23,0,0
Pennsylvania,PA,2020-02-24,0,0
Pennsylvania,PA,2020-02-25,0,0
Pennsylvania,PA,2020-02-26,0,0
Pennsylvania,PA,2020-02-27,0,0
Pennsylvania,PA,2020-02-28,0,0
Pennsylvania,PA,2020-02-29,0,0
Pennsylvania,PA,2020-03-01,0,0
Pennsylvania,PA,2020-03-02,0,0
Pennsylvania,PA,2020-03-03,0,0
Pennsylvania,PA,2020-03-04,0,0
Pennsylvania,PA,2020-03-05,0,0
Pennsylvania,PA,2020-03-06,2,0
Pennsylvania,PA,2020-03-07,2,0
Pennsylvania,PA,2020-03-08,6,0
Pennsylvania,PA,2020-03-09,7,0
Pennsylvania,PA,2020-03-10,12,0
Pennsylvania,PA,2020-03-11,16,0
Pennsylvania,PA,2020-03-12,22,0
Pennsylvania,PA,2020-03-13,41,0
Pennsylvania,PA,2020-03-14,47,0
Pennsylvania,PA,2020-03-15,47,0
Pennsylvania,PA,2020-03-16,79,0
Pennsylvania,PA,2020-03-17,112,0
Pennsylvania,PA,2020-03-18,155,1
Pennsylvania,PA,2020-03-19,206,1
Pennsylvania,PA,2020-03-20,311,1
Pennsylvania,PA,2020-03-21,399,2
Pennsylvania,PA,2020-03-22,509,4
Pennsylvania,PA,2020-03-23,698,6
Pennsylvania,PA,2020-03-24,946,8
Pennsylvania,PA,2020-03-25,1260,15
Pennsylvania,PA,2020-03-26,1795,18
Pennsylvania,PA,2020-03-27,2345,22
Pennsylvania,PA,2020-03-28,2845,34
Pennsylvania,PA,2020-03-29,3432,41
Pennsylvania,PA,2020-03-30,4155,50
Pennsylvania,PA,2020-03-31,4963,63
Pennsylvania,PA,2020-04-01,6009,74
Pennsylvania,PA,2020-04-02,7268,90
Pennsylvania,PA,2020-04-03,8570,102
Pennsylvania,PA,2020-04-04,10444,136
Pennsylvania,PA,2020-04-05,11589,151
Pennsylvania,PA,2020-04-06,13127,179
Pennsylvania,PA,2020-04-07,14853,247
Pennsylvania,PA,2020-04-08,16631,318
Pennsylvania,PA,2020-04-09,18300,345
Pennsylvania,PA,2020-04-10,20051,418
Pennsylvania,PA,2020-04-11,21719,503
Pennsylvania,PA,2020-04-12,22938,557
Pennsylvania,PA,2020-04-13,24292,589
Pennsylvania,PA,2020-04-14,25465,691
Pennsylvania,PA,2020-04-15,26753,779
Pennsylvania,PA,2020-04-16,28258,841
Pennsylvania,PA,2020-04-17,29888,921
Pennsylvania,PA,2020-04-18,31652,1042
Pennsylvania,PA,2020-04-19,32902,1276
Pennsylvania,PA,2020-04-20,33914,1348
Pennsylvania,PA,2020-04-21,35249,1614
Pennsylvania,PA,2020-04-22,36082,1673
Pennsylvania,PA,2020-04-23,38379,1724
Pennsylvania,PA,2020-04-24,40208,1747
Pennsylvania,PA,2020-04-25,41153,1793
Pennsylvania,PA,2020-04-26,42616,1816
Pennsylvania,PA,2020-04-27,43558,1886
Pennsylvania,PA,2020-04-28,45137,2046
Pennsylvania,PA,2020-04-29,46327,2373
Pennsylvania,PA,2020-04-30,47971,2475
Pennsylvania,PA,2020-05-01,49579,2635
Pennsylvania,PA,2020-05-02,50494,2695
Pennsylvania,PA,2020-05-03,51225,2720
Pennsylvania,PA,2020-05-04,52816,2838
Pennsylvania,PA,2020-05-05,53864,3179
Pennsylvania,PA,2020-05-06,54800,3345
Pennsylvania,PA,2020-05-07,55956,3589
Pennsylvania,PA,2020-05-08,57371,3715
Pennsylvania,PA,2020-05-09,58560,3779
Pennsylvania,PA,2020-05-10,59939,3806
Pennsylvania,PA,2020-05-11,60459,3832
Pennsylvania,PA,2020-05-12,61310,3914
Pennsylvania,PA,2020-05-13,62101,4094
Pennsylvania,PA,2020-05-14,63105,4288
Pennsylvania,PA,2020-05-15,64136,4422
Pennsylvania,PA,2020-05-16,65185,4480
Pennsylvania,PA,2020-05-17,65700,4495
Pennsylvania,PA,2020-05-18,66669,4515
Pennsylvania,PA,2020-05-19,67311,4628
Pennsylvania,PA,2020-05-20,68126,4770
Pennsylvania,PA,2020-05-21,69252,4869
Pennsylvania,PA,2020-05-22,70211,5010
Pennsylvania,PA,2020-05-23,71009,5112
Pennsylvania,PA,2020-05-24,71563,5136
Pennsylvania,PA,2020-05-25,71925,5146
Pennsylvania,PA,2020-05-26,72778,5163
Pennsylvania,PA,2020-05-27,73557,5265
Pennsylvania,PA,2020-05-28,74220,5373
Pennsylvania,PA,2020-05-29,74984,5464
Pennsylvania,PA,2020-05-30,75697,5537
Pennsylvania,PA,2020-05-31,76129,5555
Pennsylvania,PA,2020-06-01,76646,5567
Pennsylvania,PA,2020-06-02,77225,5667
Pennsylvania,PA,2020-06-03,77780,5742
Pennsylvania,PA,2020-06-04,78335,5832
Pennsylvania,PA,2020-06-05,78815,5898
Pennsylvania,PA,2020-06-06,79505,5931
Pennsylvania,PA,2020-06-07,79908,5943
Pennsylvania,PA,2020-06-08,80339,5953
Pennsylvania,PA,2020-06-09,80870,6014
Pennsylvania,PA,2020-06-10,81316,6062
Pennsylvania,PA,2020-06-11,81848,6113
Pennsylvania,PA,2020-06-12,82481,6162
Pennsylvania,PA,2020-06-13,82944,6211
Pennsylvania,PA,2020-06-14,83203,6215
Pennsylvania,PA,2020-06-15,83589,6243
Pennsylvania,PA,2020-06-16,83978,6276
Pennsylvania,PA,2020-06-17,84289,6319
Pennsylvania,PA,2020-06-18,84683,6361
Pennsylvania,PA,2020-06-19,85199,6399
Pennsylvania,PA,2020-06-20,85590,6419
Pennsylvania,PA,2020-06-21,85935,6423
Pennsylvania,PA,2020-06-22,86576,6426
Pennsylvania,PA,2020-06-23,87208,6464
Pennsylvania,PA,2020-06-24,87685,6518
Pennsylvania,PA,2020-06-25,88141,6557
Pennsylvania,PA,2020-06-26,88860,6579
Pennsylvania,PA,2020-06-27,89446,6603
Pennsylvania,PA,2020-06-28,89863,6606
Pennsylvania,PA,2020-06-29,90467,6614
Pennsylvania,PA,2020-06-30,91139,6649
Pennsylvania,PA,2020-07-01,91775,6684
Pennsylvania,PA,2020-07-02,92612,6712
Pennsylvania,PA,2020-07-03,93392,6746
Pennsylvania,PA,2020-07-04,93922,6749
Pennsylvania,PA,2020-07-05,94403,6753
Pennsylvania,PA,2020-07-06,95100,6754
Pennsylvania,PA,2020-07-07,95898,6787
Pennsylvania,PA,2020-07-08,96725,6812
Pennsylvania,PA,2020-07-09,97542,6848
Pennsylvania,PA,2020-07-10,98482,6880
Pennsylvania,PA,2020-07-11,99216,6897
Pennsylvania,PA,2020-07-12,99794,6904
Pennsylvania,PA,2020-07-13,100330,6911
Pennsylvania,PA,2020-07-14,101266,6931
Pennsylvania,PA,2020-07-15,102269,6957
Pennsylvania,PA,2020-07-16,103075,6984
Pennsylvania,PA,2020-07-17,104079,7004
Pennsylvania,PA,2020-07-18,104780,7015
Pennsylvania,PA,2020-07-19,105384,7022
Pennsylvania,PA,2020-07-20,106405,7025
Pennsylvania,PA,2020-07-21,107460,7051
Pennsylvania,PA,2020-07-22,108223,7077
Pennsylvania,PA,2020-07-23,109105,7093
Pennsylvania,PA,2020-07-24,110292,7116
Pennsylvania,PA,2020-07-25,111115,7124
Pennsylvania,PA,2020-07-26,111745,7127
Pennsylvania,PA,2020-07-27,112995,7131
Pennsylvania,PA,2020-07-28,114083,7154
Pennsylvania,PA,2020-07-29,114939,7171
Pennsylvania,PA,2020-07-30,115807,7194
Pennsylvania,PA,2020-07-31,116787,7207
Pennsylvania,PA,2020-08-01,117468,7219
Pennsylvania,PA,2020-08-02,118033,7223
Pennsylvania,PA,2020-08-03,118894,7224
Pennsylvania,PA,2020-08-04,119724,7248
Pennsylvania,PA,2020-08-05,120446,7254
Pennsylvania,PA,2020-08-06,121247,7282
Pennsylvania,PA,2020-08-07,122028,7296
Pennsylvania,PA,2020-08-08,122665,7310
Pennsylvania,PA,2020-08-09,123312,7311
Pennsylvania,PA,2020-08-10,124221,7314
Pennsylvania,PA,2020-08-11,125016,7343
Pennsylvania,PA,2020-08-12,125918,7380
Pennsylvania,PA,2020-08-13,126905,7395
Pennsylvania,PA,2020-08-14,127732,7434
Pennsylvania,PA,2020-08-15,128531,7451
Pennsylvania,PA,2020-08-16,129070,7453
Pennsylvania,PA,2020-08-17,129647,7453
Pennsylvania,PA,2020-08-18,130247,7474
Pennsylvania,PA,2020-08-19,130905,7508
Pennsylvania,PA,2020-08-20,131692,7520
Pennsylvania,PA,2020-08-21,132417,7537
Pennsylvania,PA,2020-08-22,133160,7555
Pennsylvania,PA,2020-08-23,133679,7557
Pennsylvania,PA,2020-08-24,134204,7557
Pennsylvania,PA,2020-08-25,134760,7582
Pennsylvania,PA,2020-08-26,135279,7613
Pennsylvania,PA,2020-08-27,135912,7622
Pennsylvania,PA,2020-08-28,136781,7642
Pennsylvania,PA,2020-08-29,137576,7656
Pennsylvania,PA,2020-08-30,138134,7658
Pennsylvania,PA,2020-08-31,138795,7659
Pennsylvania,PA,2020-09-01,139548,7678
Pennsylvania,PA,2020-09-02,140532,7705
Pennsylvania,PA,2020-09-03,141570,7724
Pennsylvania,PA,2020-09-04,142495,7735
Pennsylvania,PA,2020-09-05,143280,7750
Pennsylvania,PA,2020-09-06,143824,7750
Pennsylvania,PA,2020-09-07,144540,7771
Pennsylvania,PA,2020-09-08,145156,7780
Pennsylvania,PA,2020-09-09,146029,7794
Pennsylvania,PA,2020-09-10,146696,7807
Pennsylvania,PA,2020-09-11,147703,7829
Pennsylvania,PA,2020-09-12,148635,7829
Pennsylvania,PA,2020-09-13,149184,7829
Pennsylvania,PA,2020-09-14,150000,7855
Pennsylvania,PA,2020-09-15,151044,7860
Pennsylvania,PA,2020-09-16,151850,7882
Pennsylvania,PA,2020-09-17,152775,7893
Pennsylvania,PA,2020-09-18,153522,7921
Pennsylvania,PA,2020-09-19,154236,7940
Pennsylvania,PA,2020-09-20,154867,7960
Pennsylvania,PA,2020-09-21,155693,7985
Pennsylvania,PA,2020-09-22,156477,8002
Pennsylvania,PA,2020-09-23,157336,8038
Pennsylvania,PA,2020-09-24,158181,8054
Pennsylvania,PA,2020-09-25,159014,8065
Pennsylvania,PA,2020-09-26,159933,8083
Pennsylvania,PA,2020-09-27,160744,8086
Pennsylvania,PA,2020-09-28,161594,8088
Pennsylvania,PA,2020-09-29,163180,8101
Pennsylvania,PA,2020-09-30,164099,8130
Pennsylvania,PA,2020-10-01,165044,8144
Pennsylvania,PA,2020-10-02,166238,8162
Pennsylvania,PA,2020-10-03,166238,8180
Pennsylvania,PA,2020-10-04,168126,8195
Pennsylvania,PA,2020-10-05,169101,8207
Pennsylvania,PA,2020-10-06,170224,8223
Pennsylvania,PA,2020-10-07,171527,8247
Pennsylvania,PA,2020-10-08,172948,8268
Pennsylvania,PA,2020-10-09,174329,8292
Pennsylvania,PA,2020-10-10,175797,8324
Pennsylvania,PA,2020-10-11,176781,8330
Pennsylvania,PA,2020-10-12,177819,8347
Pennsylvania,PA,2020-10-13,179651,8361
Pennsylvania,PA,2020-10-14,180935,8391
Pennsylvania,PA,2020-10-15,182486,8413
Pennsylvania,PA,2020-10-16,184165,8434
Pennsylvania,PA,2020-10-17,185668,8442
Pennsylvania,PA,2020-10-18,186754,8465
Pennsylvania,PA,2020-10-19,188381,8475
Pennsylvania,PA,2020-10-20,189970,8516
Pennsylvania,PA,2020-10-21,191333,8546
Pennsylvania,PA,2020-10-22,193401,8574
Pennsylvania,PA,2020-10-23,195655,8608
Pennsylvania,PA,2020-10-24,197370,8636
Pennsylvania,PA,2020-10-25,198713,8647
Pennsylvania,PA,2020-10-26,201248,8659
Pennsylvania,PA,2020-10-27,203520,8683
Pennsylvania,PA,2020-10-28,205852,8707
Pennsylvania,PA,2020-10-29,208087,8743
Pennsylvania,PA,2020-10-30,210586,8774
Pennsylvania,PA,2020-10-31,212791,8800
Pennsylvania,PA,2020-11-01,214416,8803
Pennsylvania,PA,2020-11-02,217243,8812
Pennsylvania,PA,2020-11-03,220074,8842
Pennsylvania,PA,2020-11-04,222883,8878
Pennsylvania,PA,2020-11-05,225698,8923
Pennsylvania,PA,2020-11-06,229346,8964
Pennsylvania,PA,2020-11-07,232493,9001
Pennsylvania,PA,2020-11-08,235014,9005
Pennsylvania,PA,2020-11-09,239724,9008
Pennsylvania,PA,2020-11-10,244046,9079
Pennsylvania,PA,2020-11-11,248015,9136
Pennsylvania,PA,2020-11-12,254155,9182
Pennsylvania,PA,2020-11-13,259988,9210
Pennsylvania,PA,2020-11-14,264222,9252
Pennsylvania,PA,2020-11-15,268696,9290
Pennsylvania,PA,2020-11-16,275235,9310
Pennsylvania,PA,2020-11-17,280957,9346
Pennsylvania,PA,2020-11-18,287425,9463
Pennsylvania,PA,2020-11-19,294294,9569
Pennsylvania,PA,2020-11-20,301304,9676
Pennsylvania,PA,2020-11-21,306988,9775
Pennsylvania,PA,2020-11-22,313358,9816
Pennsylvania,PA,2020-11-23,320158,9846
Pennsylvania,PA,2020-11-24,326513,9924
Pennsylvania,PA,2020-11-25,333465,10070
Pennsylvania,PA,2020-11-26,340642,10172
Pennsylvania,PA,2020-11-27,349238,10195
Pennsylvania,PA,2020-11-28,355945,10234
Pennsylvania,PA,2020-11-29,360944,10297
Pennsylvania,PA,2020-11-30,366835,10335
Pennsylvania,PA,2020-12-01,372530,10504
Pennsylvania,PA,2020-12-02,380951,10676
Pennsylvania,PA,2020-12-03,392434,10871
Pennsylvania,PA,2020-12-04,404521,11052
Pennsylvania,PA,2020-12-05,415635,11191
Pennsylvania,PA,2020-12-06,423100,11255
Pennsylvania,PA,2020-12-07,432207,11319
Pennsylvania,PA,2020-12-08,442311,11521
Pennsylvania,PA,2020-12-09,450924,11726
Rhode Island,RI,2020-01-22,0,0
Rhode Island,RI,2020-01-23,0,0
Rhode Island,RI,2020-01-24,0,0
Rhode Island,RI,2020-01-25,0,0
Rhode Island,RI,2020-01-26,0,0
Rhode Island,RI,2020-01-27,0,0
Rhode Island,RI,2020-01-28,0,0
Rhode Island,RI,2020-01-29,0,0
Rhode Island,RI,2020-01-30,0,0
Rhode Island,RI,2020-01-31,0,0
Rhode Island,RI,2020-02-01,0,0
Rhode Island,RI,2020-02-02,0,0
Rhode Island,RI,2020-02-03,0,0
Rhode Island,RI,2020-02-04,0,0
Rhode Island,RI,2020-02-05,0,0
Rhode Island,RI,2020-02-06,0,0
Rhode Island,RI,2020-02-07,0,0
Rhode Island,RI,2020-02-08,0,0
Rhode Island,RI,2020-02-09,0,0
Rhode Island,RI,2020-02-10,0,0
Rhode Island,RI,2020-02-11,0,0
Rhode Island,RI,2020-02-12,0,0
Rhode Island,RI,2020-02-13,0,0
Rhode Island,RI,2020-02-14,0,0
Rhode Island,RI,2020-02-15,0,0
Rhode Island,RI,2020-02-16,0,0
Rhode Island,RI,2020-02-17,0,0
Rhode Island,RI,2020-02-18,0,0
Rhode Island,RI,2020-02-19,0,0
Rhode Island,RI,2020-02-20,0,0
Rhode Island,RI,2020-02-21,0,0
Rhode Island,RI,2020-02-22,0,0
Rhode Island,RI,2020-02-23,0,0
Rhode Island,RI,2020-02-24,0,0
Rhode Island,RI,2020-02-25,0,0
Rhode Island,RI,2020-02-26,0,0
Rhode Island,RI,2020-02-27,0,0
Rhode Island,RI,2020-02-28,0,0
Rhode Island,RI,2020-02-29,0,0
Rhode Island,RI,2020-03-01,1,0
Rhode Island,RI,2020-03-02,2,0
Rhode Island,RI,2020-03-03,2,0
Rhode Island,RI,2020-03-04,2,0
Rhode Island,RI,2020-03-05,2,0
Rhode Island,RI,2020-03-06,2,0
Rhode Island,RI,2020-03-07,3,0
Rhode Island,RI,2020-03-08,3,0
Rhode Island,RI,2020-03-09,3,0
Rhode Island,RI,2020-03-10,3,0
Rhode Island,RI,2020-03-11,5,0
Rhode Island,RI,2020-03-12,3,0
Rhode Island,RI,2020-03-13,12,0
Rhode Island,RI,2020-03-14,20,0
Rhode Island,RI,2020-03-15,20,0
Rhode Island,RI,2020-03-16,21,0
Rhode Island,RI,2020-03-17,23,0
Rhode Island,RI,2020-03-18,33,0
Rhode Island,RI,2020-03-19,44,0
Rhode Island,RI,2020-03-20,54,0
Rhode Island,RI,2020-03-21,66,1
Rhode Island,RI,2020-03-22,83,1
Rhode Island,RI,2020-03-23,106,1
Rhode Island,RI,2020-03-24,124,1
Rhode Island,RI,2020-03-25,132,1
Rhode Island,RI,2020-03-26,165,1
Rhode Island,RI,2020-03-27,203,1
Rhode Island,RI,2020-03-28,239,2
Rhode Island,RI,2020-03-29,294,3
Rhode Island,RI,2020-03-30,408,4
Rhode Island,RI,2020-03-31,488,11
Rhode Island,RI,2020-04-01,566,11
Rhode Island,RI,2020-04-02,645,12
Rhode Island,RI,2020-04-03,711,11
Rhode Island,RI,2020-04-04,806,21
Rhode Island,RI,2020-04-05,922,22
Rhode Island,RI,2020-04-06,1082,24
Rhode Island,RI,2020-04-07,1229,27
Rhode Island,RI,2020-04-08,1450,32
Rhode Island,RI,2020-04-09,1727,40
Rhode Island,RI,2020-04-10,1727,40
Rhode Island,RI,2020-04-11,2349,63
Rhode Island,RI,2020-04-12,2665,63
Rhode Island,RI,2020-04-13,2665,63
Rhode Island,RI,2020-04-14,3251,77
Rhode Island,RI,2020-04-15,3251,77
Rhode Island,RI,2020-04-16,3529,84
Rhode Island,RI,2020-04-17,4177,115
Rhode Island,RI,2020-04-18,4491,134
Rhode Island,RI,2020-04-19,4706,147
Rhode Island,RI,2020-04-20,5090,152
Rhode Island,RI,2020-04-21,5500,168
Rhode Island,RI,2020-04-22,5841,178
Rhode Island,RI,2020-04-23,6256,189
Rhode Island,RI,2020-04-24,6699,202
Rhode Island,RI,2020-04-25,7129,215
Rhode Island,RI,2020-04-26,7439,226
Rhode Island,RI,2020-04-27,7708,233
Rhode Island,RI,2020-04-28,7927,239
Rhode Island,RI,2020-04-29,8247,251
Rhode Island,RI,2020-04-30,8621,364
Rhode Island,RI,2020-05-01,8962,364
Rhode Island,RI,2020-05-02,9289,376
Rhode Island,RI,2020-05-03,9477,376
Rhode Island,RI,2020-05-04,9652,376
Rhode Island,RI,2020-05-05,9933,376
Rhode Island,RI,2020-05-06,10205,376
Rhode Island,RI,2020-05-07,10530,388
Rhode Island,RI,2020-05-08,10779,399
Rhode Island,RI,2020-05-09,10989,480
Rhode Island,RI,2020-05-10,11274,480
Rhode Island,RI,2020-05-11,11450,480
Rhode Island,RI,2020-05-12,11614,480
Rhode Island,RI,2020-05-13,11835,480
Rhode Island,RI,2020-05-14,12016,480
Rhode Island,RI,2020-05-15,12219,480
Rhode Island,RI,2020-05-16,12434,548
Rhode Island,RI,2020-05-17,12674,548
Rhode Island,RI,2020-05-18,12795,548
Rhode Island,RI,2020-05-19,12951,548
Rhode Island,RI,2020-05-20,13356,548
Rhode Island,RI,2020-05-21,13571,556
Rhode Island,RI,2020-05-22,13736,579
Rhode Island,RI,2020-05-23,13952,619
Rhode Island,RI,2020-05-24,14065,619
Rhode Island,RI,2020-05-25,14065,619
Rhode Island,RI,2020-05-26,14210,634
Rhode Island,RI,2020-05-27,14353,655
Rhode Island,RI,2020-05-28,14494,677
Rhode Island,RI,2020-05-29,14635,693
Rhode Island,RI,2020-05-30,14819,711
Rhode Island,RI,2020-05-31,14928,825
Rhode Island,RI,2020-06-01,14991,825
Rhode Island,RI,2020-06-02,15112,825
Rhode Island,RI,2020-06-03,15219,825
Rhode Island,RI,2020-06-04,15325,825
Rhode Island,RI,2020-06-05,15441,825
Rhode Island,RI,2020-06-06,15441,872
Rhode Island,RI,2020-06-07,15441,872
Rhode Island,RI,2020-06-08,15642,872
Rhode Island,RI,2020-06-09,15691,872
Rhode Island,RI,2020-06-10,15756,872
Rhode Island,RI,2020-06-11,15862,872
Rhode Island,RI,2020-06-12,15947,872
Rhode Island,RI,2020-06-13,15947,883
Rhode Island,RI,2020-06-14,15947,883
Rhode Island,RI,2020-06-15,16093,883
Rhode Island,RI,2020-06-16,16164,883
Rhode Island,RI,2020-06-17,16213,883
Rhode Island,RI,2020-06-18,16269,885
Rhode Island,RI,2020-06-19,16337,894
Rhode Island,RI,2020-06-20,16337,908
Rhode Island,RI,2020-06-21,16337,908
Rhode Island,RI,2020-06-22,16459,908
Rhode Island,RI,2020-06-23,16533,908
Rhode Island,RI,2020-06-24,16606,912
Rhode Island,RI,2020-06-25,16640,920
Rhode Island,RI,2020-06-26,16661,927
Rhode Island,RI,2020-06-27,16661,927
Rhode Island,RI,2020-06-28,16661,927
Rhode Island,RI,2020-06-29,16764,946
Rhode Island,RI,2020-06-30,16813,980
Rhode Island,RI,2020-07-01,16853,980
Rhode Island,RI,2020-07-02,16941,980
Rhode Island,RI,2020-07-03,16991,980
Rhode Island,RI,2020-07-04,16991,980
Rhode Island,RI,2020-07-05,16991,980
Rhode Island,RI,2020-07-06,16991,980
Rhode Island,RI,2020-07-07,17154,980
Rhode Island,RI,2020-07-08,17204,980
Rhode Island,RI,2020-07-09,17243,980
Rhode Island,RI,2020-07-10,17312,980
Rhode Island,RI,2020-07-11,17312,987
Rhode Island,RI,2020-07-12,17312,987
Rhode Island,RI,2020-07-13,17487,987
Rhode Island,RI,2020-07-14,17588,987
Rhode Island,RI,2020-07-15,17640,987
Rhode Island,RI,2020-07-16,17711,988
Rhode Island,RI,2020-07-17,17793,990
Rhode Island,RI,2020-07-18,17793,991
Rhode Island,RI,2020-07-19,17793,991
Rhode Island,RI,2020-07-20,17904,995
Rhode Island,RI,2020-07-21,17986,996
Rhode Island,RI,2020-07-22,18062,997
Rhode Island,RI,2020-07-23,18148,1001
Rhode Island,RI,2020-07-24,18224,1002
Rhode Island,RI,2020-07-25,18224,1002
Rhode Island,RI,2020-07-26,18224,1002
Rhode Island,RI,2020-07-27,18515,1004
Rhode Island,RI,2020-07-28,18725,1005
Rhode Island,RI,2020-07-29,18800,1007
Rhode Island,RI,2020-07-30,18950,1007
Rhode Island,RI,2020-07-31,19022,1020
Rhode Island,RI,2020-08-01,19022,1020
Rhode Island,RI,2020-08-02,19022,1020
