company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_cert,has_bais_id,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,business_type,construction,year_established,number_employees,business_area_1,business_area_2,business_area_3,naics_1,naics_2,naics_3
"Robinson Deabler Architects, Inc.",Architectural design services   ,,SLBE,,false,true,535 Albany Street Boston MA 02114,Boston,MA,02114,Mr. Eric Robinson,Principal,(617) 422-0090,,shelley@rodearchitects.com,Profit,false,2007,21-40,AE - Architects/Engineers,,,541310 - Architectural Services,,
Rocha GC LLC,Attorney and legal services; discrimination/harassment defense; contract review; legal counsel; HR policies and training,MBE,,,true,false,47 Atwill Road West Roxbury MA 02132,West Roxbury,MA,02132,Mr. William Rocha,Attorney,(617) 419-2028,(617) 419-1083,wrocha@rochagc.com,Profit,false,2018,Under 10,AT - Attorneys,,,541110 - Offices of Lawyers,,
"Rogers Pest Control, Inc.",Extermination and pest control; landscaping services; and masonry   ,MBE,SLBE,,true,true,151 Washington Street Dorchester MA 02121,Dorchester,MA,02121,Mr. Kenneth J Rogers,,(617) 427-0810,,kjrogers98@aol.com,Profit,false,1992,Under 10,PE - Pest Control,LA - Landscaping Contractors,,561710 - Exterminating and Pest Control Services,561730 - Landscaping Services,238140 - Masonry Contractors 
"Rosies Place, Inc. Womens Craft Cooperative",Jewelry and desktop assessories   ,MWBE,SLBE,,false,true,889 Harrison Avenue Boston MA 02118,Boston,MA,02118,Ms. Sue Marsh,Executive Director,(617) 442-9322,,,Not-for-Profit,false,1974,10-20,MU - Manufacturers,,,,624310 - Vocational Rehabilitation Services ,
"R.O.U. Construction Company, Inc.",Rehab drainage structures   ,MBE,,,true,false,46 Duck Mill Road Fitchburg MA 01420,Fitchburg,MA,01420,Mr. Alfredo Y Garcia,President,(978) 466-6668,(978) 466-6669,rouconstruction@gmail.com,Profit,true,1987,10-20,"RO - Road, Railroad, Highway, Bridge Contractors (see also PV)",PV - Paving Contractors,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",,,
Rowe Resources,Event planning and non-profit management   ,WBE,SLBE,,false,false,18 Tremont Street Boston MA 02108,Boston,MA,02108,Cindy Rowe,Ms.,(617) 742-1836,,,Profit,false,,,,,,561920 - Convention and Trade Show Organizers,561110 - Office Administrative Services,
"Roxbury Electric Cable & Conduit Co., Inc","Primarily selling and distributing wire, cable, conduit and associated electrical accessories   ",WBE,SLBE,,true,true,P.O. Box 136 Readville MA 02137,Readville,MA,02137,Ms. Patricia A Tierney,President,(617) 364-8100,(617) 364-8101,roxburyelectric@verizon.net,Profit,true,2000,Under 10,SU - Suppliers,,,"423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,
Roxbury Technology Corporation,Manufacturer and distributor of premium toner cartridges and imaging supplies   ,MWBE,SLBE,,false,true,75 Sprague Street Hyde Park MA 02136,Hyde Park,MA,02136,Ms. Elizabeth Williams,President,(617) 524-1020,(617) 318-1070,beth.williams@roxburytechnology.com,Profit,false,1994,21-40,MU - Manufacturers,SU - Suppliers,,424990 - Other Miscellaneous Nondurable Goods Merchant Wholesalers ,,
Royal Label and Printing Company,"Pressure sensitive labels, decals and tags   ",,SLBE,,false,true,50 Park Street Dorchester MA 02122,Dorchester,MA,02122,"Paul Clifford, Jr.",Mr.,(617) 825-6050,,pdc@royallabel.com,Profit,false,,,PT - Printers,,,,541870 - Advertising Material Distribution Services,
Rusco Steel Company,"Fabricate, supply, erect reinforcing Steel and provide related products   ",MBE,,,true,false,P.O. Box 7630 Warwick RI 02887,Warwick,RI,02887,Mr. Scott Hamer,General Manager,(401) 739-5300,(401) 739-5304,,Profit,true,1979,41-100,"ST - Steel Contractos (Reinforcing, Erecting, see also FB, GC)","FB - Fabricators (Metals, Plastics)",,,,
"saam architecture, LLC",Architectural design; master planning; interior design services   ,WBE,SLBE,,true,true,655 Summer Street Boston MA 02210,Boston,MA,02210,Ms. Diana Nicklaus,Principal,(617) 275-4453,,diana@saam-arch.com,Profit,false,2014,10-20,AE - Architects/Engineers,IT - Interior Deisgn Services,,541330 - Engineering Services,541410 - Interior Design Services,
Sahasra Technologies Corp dba STLogics,IT project solutioons and services; tech consulting; software development; app support; staff augmentations   ,MWBE,SBE,,true,false,1245 Hancock Street Quincy MA 02169,Quincy,MA,02169,Ms. Priya Prasad,Owner,(800) 505-0357,(866) 896-0246,info@stlogics.com,Profit,false,2004,Over 100,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",BU - Business Management Consultants,,541511 - Custom Computer Programming Services ,,
"Salem Glass Company, Inc.","Glass, glazing, aluminum windows and entrances; curtain walls   ",WBE,,,true,false,3 Technology Way Salem MA 01970,Salem,MA,01970,Lois G Miller,President,(978) 744-5177,(978) 745-4036,,Profit,true,1929,41-100,GG - Glass/Glazing Contractors,,,,,
"Sally Muspratt Landscape Design, Inc.",Landscape design; and lecturer   ,WBE,SLBE,,false,false,10 Linnet Street West Roxbury MA 02132,West Roxbury,MA,02132,Ms. Sally Muspratt,,(617) 327-2401,,,Profit,false,1996,Under 10,"LD - Landscaping (Design, Architects)","ED - Education (see also OS, TA)",,541320 - Landscape Architectural Services,,
Samson Aluminum Door & Window,"Manufacturer, distributor & installer of thermal aluminum, vinyl and wood-clad replacement windows and doors and security screens, and replacement parts   screens, and replacement parts",WBE,,,false,true,21 Drydock Avenue Boston MA 02210,Boston,MA,02210,Ms. Andrea B Hadaya,President,(617) 443-9400,(617) 443-9494,,Profit,true,1967,Under 10,MU - Manufacturers,GG - Glass/Glazing Contractors,GC - General Contractors,,,
"Saslaw Associates, Inc.",Professional services:  design; construction management; LEEDS project registration and guidance   ,WBE,SBE,,false,false,1420 Curve Street Carlisle MA 01741,Carlisle,MA,01741,Ms. Ellen Saslaw,President,(978) 369-0202,(978) 369-0704,atelier.saslaw@mac.com,Profit,false,1994,,CN - Construction Management: Small Commercial Projects,COD - Consultants: Design,,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236118 - Residential Remodelers 
Saugus Construction Corp,Installation of structural steel and reinforcing steel for bridges and buildings   ,MWBE,,,true,false,1 Farm Lane Georgetown MA 01833,Georgetown,MA,01833,Ms. Usha Gaffney,President,(978) 352-7171,(978) 352-7998,saugusconst@aol.com,Profit,true,1991,21-40,"ST - Steel Contractos (Reinforcing, Erecting, see also FB, GC)","RO - Road, Railroad, Highway, Bridge Contractors (see also PV)",,,,
S. Barzola Concrete Corp.,"Concrete:  walkways, HC ramps, stairs, foundations, concrete for elevators, retainer walls, etc.; painting:  interior; bricks, caulking joints   ",MWBE,SBE,,false,true,45 Saint Claire Street Braintree MA 02184,Braintree,MA,02184,Ms. Sonia Barzola,Owner,(781) 817-6485,(781) 817-6547,info@sbarzolaconcretecorp.com,Profit,true,2013,Under 10,CM - Concrete & Masonry Contractors,PA - Painting and Papering Contractors,,238320 - Painting and Wall Covering Contractors,238110 - Poured Concrete Foundation and Structure Contractors ,
SCAPE Landscape Architecture D.P.C.,"Landscape architecture, urban design, coastal resilience planning",WBE,,,false,true,"277 Broadway, Ninth Floor New York NH 10007",New York,NH,10007,Ms. Katherine Orff Horodniceanu,Founder and Principal,(212) 462-2628,,kate@scapestudio.com,Profit,false,2016,21-40,"LD - Landscaping (Design, Architects)",COD - Consultants: Design,CON - Consultants: Environmental,541320 - Landscape Architectural Services,,
"Scitics, Inc.","Data processing, hosting and related services; custom computer programming services; and other scientific and technical consulting services   ",MWBE,SBE,,true,true,436 Central Street Acton MA 01720,Acton,MA,01720,Ms. Joan Yu,President,(978) 844-1258,(978) 965-2676,jyu@sciticsinc.com,Profit,false,2010,Under 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,DI - Direct Mail Services,"518210 - Data Processing, Hosting, and Related Services",541511 - Custom Computer Programming Services ,541690 - Other Scientific and Technical Consulting Services
"Scott's Industrial Commercial Painting, Inc.",Interior and exterior painting; wall covering; spray paint; epoxy; floors,MBE,SLBE,,false,true,4 Wabon Street Dorchester MA 02121,Dorchester,MA,02121,Mr. Harvey Johnson,President,(347) 482-3974,,scottsindustrialpainting@gmail.com,Profit,false,2018,Under 10,PA - Painting and Papering Contractors,,,238320 - Painting and Wall Covering Contractors,,
"Seacoast Asphalt Services, Inc.",Supply and delivery of asphalt products and aggregates   ,WBE,SBE,,true,false,P.O. Box 98 Hatfield MA 01038,Hatfield,MA,01038,Ms. Jennifer L Nicolai,President,(413) 773-9247,(413) 247-0232,jenn.nicolai@gmail.com,Profit,true,1992,10-20,PV - Paving Contractors,TK - Trucking (Waste Disposal Commodities Transport),EP - Equiment Rental (Heavy Construction),"237310 - Highway, Street, and Bridge Construction ","484220 - Specialized Freight (except Used Goods) Trucking, Local ",
"Sealcoating, Inc.",Pavement maintenance contractor; crack and joint sealing; micro surfacing; membrame waterproofing; bridge deck repair and surfacing; concrete spall repair   lities.,WBE,,,true,true,825 Granite Street Braintree MA 02184,Braintree,MA,02184,Ms. Elizabeth Wuori,President,(781) 749-6802,(781) 749-2654,ewuori@sealcoatinginc.com,Profit,true,1957,41-100,"RO - Road, Railroad, Highway, Bridge Contractors (see also PV)","PK - Parking Lot (Mgmt., Maintenance)",PV - Paving Contractors,,,
"Seitz Architects, Inc.",Architectural design   consultant,WBE,SBE,,true,false,33 1/2 Union Square Somerville MA 02143,Somerville,MA,02143,Ms. Patricia A Seitz,Principal,(617) 776-2233,(617) 776-4455,patti@seitz-architects.com,Profit,false,1989,Under 10,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",COD - Consultants: Design,541310 - Architectural Services,,
Self Esteem Boston Educational Institute,"Staff development; training in diversity, self esteem; direct client services; recovery support services   ",WBE,,,true,true,P.O. Box 301155 Jamaica Plain MA 02130,Jamaica Plain,MA,02130,Ms. Marion B Davis,President,(617) 983-1111,(617) 522-3676,empowermail@selfesteemboston.com,Not-for-Profit,false,1993,Under 10,TA - Training (see also ED),"ED - Education (see also OS, TA)",,611710 - Educational Support Services,,
"Sendent Energy, LLC","Supply and distribution of gasoline, diesel, jet fuel, propane, heating oil   ",MBE,SLBE,,false,false,177 Huntington Avenue Boston MA 02115,Boston,MA,02115,Mr. James Francis,CEO,(844) 736-3368,(844) 866-9500,james.francis@sendentenergy.com,Profit,false,2017,Under 10,PP - Petroleum Products (Sales/Service),,,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,425120 - Wholesale Trade Agents and Brokers ,221210 - Natural Gas Distribution 
"Seoane Landscape Design, Inc","Landscape contractors, trees, shrubs; wholesale suppliers of loam, sand and gravel, masonry products; hydroseeding; nursery and garden center; excavation; trucking; snow plowing   ",MBE,,,true,true,551 Bedford Street Abington MA 02351,Abington,MA,02351,Mr. David G Seoane,Vice President,(781) 878-1306,(781) 871-2740,dave@seoanelandscape.com,Profit,true,1975,41-100,LA - Landscaping Contractors,"LD - Landscaping (Design, Architects)",,,,
"Serpentino Stained & Leaded Glass, Inc.","Manufacture, restore and repair stained and leaded glass windows   ",WBE,SBE,,true,false,21 Highland Circle Needham MA 02494,Needham,MA,02494,Ms. Maria S Iriti,President,(781) 449-2074,(781) 449-0821,maria@serpentinostainedglass.com,Profit,true,1979,10-20,GG - Glass/Glazing Contractors,MU - Manufacturers,,327215 - Glass Product Manufacturing Made of Purchased Glass ,,
"Seventeenth Addition, LLC",Management consulting services   ,WBE,SBE,,true,false,2770 Observatory Avenue Cincinnati OH 45208,Cincinnati,OH,45208,Ms. Ann Rittgers,Owner,(513) 304-0431,,annie@group17a.com,Profit,false,2014,Under 10,COM - Consultants: Management,BU - Business Management Consultants,,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,
Shana Bryant Consulting,Event planning; workshops   ,MWBE,,,false,true,32 Crawford Street Dorchester MA 02121,Dorchester,MA,02121,Ms. Shana Bryant,Owner,(781) 888-8162,,shana@shanabryantconsulting.com,Profit,false,2018,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,812990 - All Other Personal Services ,,
"Shawmut Environmental, LLC","Environmental and safety consulting, including compliance,auditing and training   ",WBE,SLBE,,false,false,23 Samoset Street Dorchester MA 02124,Dorchester,MA,02124,Ms. Ardis Vaughan,Manager Member,(617) 981-5201,,ardisvaughan@gmail.com,Profit,false,2011,Under 10,"EN - Environmental Consultants ( Planning, Soil Boring, Hazardous Waste Treatment, etc.)",CON - Consultants: Environmental,TA - Training (see also ED),541620 - Environmental Consulting Services,,
Shekar & Associates,Consultants in heating; ventilating and air conditioning; electrical; plumbing and fire protection engineering ,MBE,,,true,true,775 Pleasant Street East Weymouth MA 02189,East Weymouth,MA,02189,Seshappa Chandrashekar,President,(781) 337-8347,(781) 337-2952,,Profit,false,1977,Under 10,"COA - Consultants: Architecture, Engineering",COD - Consultants: Design,,,,
Shen Milson & Wilke,"Consulting, design and technical expertise in multimedia/audiovisual IT, telecom, security, acoustics and medical equipment planning   ",MBE,,,false,false,417 5th Avenue New York NY 10016,New York,NY,10016,Mr. Thomas Shen,President,(212) 725-6800,(212) 725-0864,brodin@smwllc.com,Profit,false,1986,Over 100,AE - Architects/Engineers,,,541330 - Engineering Services,,
"Silverweave, Inc.",Event Planning   ,,SBE,,false,false,14  Hancock Street Boston MA 02114,Boston,MA,02114,Mr. Shayne Gilbert,,(617) 437-1400,(617) 367 1455,,Profit,false,1994,Under 10,MK - Marketing,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,COP - Consultants: Public Relations,561920 - Convention and Trade Show Organizers,,
Sir Speedy Printing,"A printer with 37 years of experience in offset printing, black and white and full color digital printing, graphic design, typesetting and bindery to create high quality letterhead, envelopes, business cards, reports, brochures, posters, variable data pro   ",,SLBE,,false,true,One Milk Street Boston MA 02109,Boston,MA,02109,Mr. Matt Lynch,President,(617) 227-2237,(617) 227-7611,matthew@sirspeedyboston.com,Profit,false,1976,10-20,PT - Printers,,,,,
Sitelab Urban Studio,Urban design and planning; community outreach; entitlements; design strategy   ,WBE,SBE,,false,false,660 Mission Street San Francisco CA 94102,San Francisco,CA,94102,Ms. Laura Crescimano,Partner,(415) 852-6940,,info@sitelaburbanstudio.com,Profit,false,2012,Under 10,COB - Consultants: City Planning,COD - Consultants: Design,"LD - Landscaping (Design, Architects)",541490 - Other Specialized Design Services,,
SJ Design dba Sydney Janey Design,Strategic brand; identity consultation; brand/ID; marketing; publishing and interactive design   ,MWBE,SLBE,,false,true,151 Townsend Street Boston MA 02121,Boston,MA,02121,Ms. Sydney Janey,Founder,(857) 230-0639,,creative@sydneyjaneydesign.com,Profit,false,2007,Under 10,COD - Consultants: Design,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,MK - Marketing,541430 - Graphic Design Services,541613 - Marketing Consulting Services ,541490 - Other Specialized Design Services
Skycom Courier,"Express delivery services, utilizing bikes, cars, vans, trucks; CitiSprint same-day services via air to cities nationwide; overnight nationwide; same day local; international and intercity   ",MBE,SLBE,,true,true,119 Braintree Street Allston MA 02134,Allston,MA,02134,Mr. Scott C Baker,President,(617) 782-1130,(617) 782-5037,scbaker@skycomcourier.com,Profit,false,1985,10-20,TK - Trucking (Waste Disposal Commodities Transport),"OS - Office Services (Clerical Support, Employment, Court Reporting, Typing, etc., see also EM)",,492110 - Couriers and Express Delivery Services,,
"Skywave Communication, Inc.","Design, install and maintain public safety communications equipment and infrastructure   ",WBE,SBE,,false,false,51 Goodway Drive Rochester NY 14623,Rochester,NY,14623,Ms. Elizabeth Patterson,President,(585) 484-8400,(585) 491-6981,liz@skywave.org,Profit,false,1998,10-20,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COT - Consultants: Telecommunications,EL - Electrical Contractors,238210 - Electrical Contractors and Other Wiring Installation Contractors,541512 - Computer Systems Design Services ,541519 - Other Computer Related Services
Slayton & Weaver Painting,Painting; plastering; sheet rock; property management   ,MBE,SLBE,,false,true,78 Codman Hill Avenue Dorchester MA 02124,Dorchester,MA,02124,Mr. Kareem Tyler,Owner,(617) 459-6080,,slayton.weaver@gmail.com,Profit,true,2004,,PA - Painting and Papering Contractors,"PL - Plastering, Drywall Contractors",,238320 - Painting and Wall Covering Contractors,,
"Software Pundits, Inc.",Software development consulting; IT services consulting; network hardware consulting   ,MWBE,,,false,false,"19 B Crosby Drive, Suite 130  Bedford, MA 01730- Bedford MA 01730",Bedford,MA,01730,Ms. Srilakshmi Rao,,(781) 203-0163,(781) 229-6660,accounting@pundits.com,Profit,false,1989,41-100,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,,"541990 - All Other Professional, Scientific, and Technical Services",,
"Soltrix Technology Solutions, Inc.",Consultants:  Custom software development; staff augmentation; and complete IT solutions   ,MBE,SBE,,false,false,16 Thomas Newton Drive Westboro MA 01581,Westboro,MA,01581,Ms. Savitha Nandan,CEO and President,(774) 293-1293,(866) 520-4756,,Profit,false,2007,21-40,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COD - Consultants: Design,,541511 - Custom Computer Programming Services ,541519 - Other Computer Related Services,
"Soothing Touch To Go, LLC","Onsite massage, reflexology and Reiki; stress management, wellness programs to promote well-being   ",WBE,SBE,,false,false,84 Summer Street Kingston MA 02364,Kingston,MA,02364,Ms. Joanne Salerno,Owner/Manager,(781) 588-7522,,email@soothingtouchtogo.com,Profit,false,2011,Under 10,"AHS - Health Care (Providers, Services)",ES - Elderly Services,TA - Training (see also ED),621399 - Offices of All Other Miscellaneous Health Practitioners ,812199 - Other Personal Care Services ,
S.O.S. Corporation,Construction cleaning for union companies   ,WBE,,,true,true,331 West Street Milford MA 01757,Milford,MA,01757,Ms. Cindy J Oldfield,President,(508) 473-0466,(508) 478-4049,coldfield@soscorp.net,Profit,true,1990,Under 10,"MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",,,238990 - All Other Specialty Trade Contractors,,
Spatial Relationships,Geographic Information Systems (GIS) consulting services   ,WBE,SLBE,,true,true,19 Anson Street Boston MA 02130,Boston,MA,02130,Ms. Kathryn Brewer,GIS Project Manager,(857) 400-8922,,kathrynb@spatial-relationships.com,Profit,false,2014,Under 10,COS - Consultants: Systems Analysis,TA - Training (see also ED),"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",519190 - All Other Information Services,"541990 - All Other Professional, Scientific, and Technical Services",611430 - Professional and Management Development Training 
Spectrum Broadcasting Corporation,Audio/video graphic production; internet webcasting; artist and education management   ,MBE,SLBE,,false,true,114 Wrentham Street Boston MA 02124,Boston,MA,02124,Mr. Tessil J Collins,Owner,(617) 287-8770,(617) 287-8770,thewiz@spectrumcreatives.us,Profit,false,1998,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,TV - Television/Production,MK - Marketing,541810 - Advertising Agencies,512110 - Motion Picture and Video Production ,
"SR EXT Construction, Inc.",Framing and siding   ,,SBE,,false,false,15 Richard Road Medway MA 02053,Medway,MA,02053,Mr. Paulo Filho,President,(508) 460-7663,,srexterior@hotmail.com,Profit,true,2018,10-20,CA - Carpentry,"RF - Roofing, Sheet Metal Contractors",,238170 - Siding Contractors ,238160 - Roofing Contractors ,238130 - Framing Contractors 
"S & T Associates, Inc.",Accounting; bookkeeping; tax preparation; representation   ,MBE,SBE,,true,false,1073 Hancock Street Quincy MA 02169,Quincy,MA,02169,Mr. Ndamati Timothy,President,(617) 376-0111,(617) 847-4297,timothy@st-quickpay.com,Profit,false,1992,Under 10,AA - Accountants,COI - Consultants: Insurance & Financial,COM - Consultants: Management,541219 - Other Accounting Services ,,
"Sterling Business Products, Inc.",Printer and distributor of forms; labels; checks; business cards; computer papers; brochures; newletters   ,MBE,,,true,false,P.O. Box 845 Medford MA 02155,Medford,MA,02155,Mr. Ricky Malrani,Vice President,(781) 481-1234,(781) 481-1230,ricky@sterlingprinting.com,Profit,false,1987,Under 10,SU - Suppliers,PT - Printers,,,,
"Sterling Printing, Inc.","Printing, copying, mailing and promotional products   ",MBE,SBE,,true,false,214C Main Street Stoneham MA 02180,Stoneham,MA,02180,Mr. Ricky Malrani,President,(781) 481-1234,,ricky@sterlingprinting.com,Profit,false,,Under 10,PT - Printers,,,,,
"Stiles Company, Inc.","Supply water works products, water fittings, water meters, meter reading systems and copper   ",WBE,SBE,,false,false,922 Pleasant Street Norwood MA 02062,Norwood,MA,02062,Ms. Sandra C Stiles,President,(800) 426-6246,(781) 769-8222,sandy@stilesco.com,Profit,true,1983,Under 10,SU - Suppliers,SA - Safety Products,,423710 - Hardware Merchant Wholesalers ,423720 - Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,423810 - Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers 
"Storage Bunker, Inc., The","Self storage, truck rental, moving supplies, records storage   ",,SLBE,,false,false,420 Rutherford Avenue Charlestown MA 02129,Charlestown,MA,02129,Mr. Michael Oniskey,,(617) 337-3126,,,Profit,false,,,EP - Equiment Rental (Heavy Construction),,,,"532120 - Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",
"Strategic Environmental Services, Inc.","Environmental consultants: broker and facilitator for transportation and disposal of hazardous, non-hazardous, and other state regulated materials   Other State Regulated Materials.",WBE,SBE,,true,true,P.O. Box 676 Shrewsbury MA 01545,Shrewsbury,MA,01545,Ms. Marsha Harris,President,(508) 757-7782,(508) 363-2346,mharris@jmenvironmental.com,Profit,false,2001,Under 10,"EN - Environmental Consultants ( Planning, Soil Boring, Hazardous Waste Treatment, etc.)",,,562112 - Hazardous Waste Collection ,,
"Strategic Marketing Consulting, LLC",Marketing consulting services   ,WBE,SBE,,true,true,31 Great Lake Drive Sudbury MA 01776,Sudbury,MA,01776,Ms. Sarah Ginand,Owner,(617) 803-4532,,sginand@smcboston.com,Profit,false,2015,Under 10,MK - Marketing,BU - Business Management Consultants,COM - Consultants: Management,541613 - Marketing Consulting Services ,541611 - Administrative Management and General Management Consulting Services ,
Strategic Thinking Group,Management consultant; training; research and writing   ,WBE,,,true,true,255 Beacon Street Boston MA 02116,Boston,MA,02116,Ms. Jane Wiseman,Owner,(617) 448-4250,,jane.wiseman@gmail.com,Profit,false,2006,Under 10,COM - Consultants: Management,BU - Business Management Consultants,TA - Training (see also ED),541611 - Administrative Management and General Management Consulting Services ,,
"Structural Stone, LLC",Fabricator of cut to size dimension stone   ,WBE,SBE,,true,false,285 Smith Street North Kingstown RI 02852,North Kingstown,RI,02852,Ms. Angela Conte,President,(401) 667-4969,(401) 667-5969,angela@structuralstonellc.com,Profit,true,2009,21-40,MU - Manufacturers,"FB - Fabricators (Metals, Plastics)",CM - Concrete & Masonry Contractors,327991 - Cut Stone and Stone Product Manufacturing ,212312 - Crushed and Broken Limestone Mining and Quarrying ,238140 - Masonry Contractors 
"Studio G Architects, Inc.",Architectural services;  community planning; and building assessments   ,WBE,SLBE,,true,true,179 Boylston Street Jamaica Plain MA 02130,Jamaica Plain,MA,02130,Ms. Gail M Sullivan,President,(617) 524-5558,(617) 524-5544,paulat@studio-g-architects.com,Profit,false,1991,Under 10,AE - Architects/Engineers,,,541310 - Architectural Services,,
"Studio Luz Architects, Ltd.",Architectural design services; urban design   ,MWBE,SLBE,,false,true,21C Wormwood Street Boston MA 02210,Boston,MA,02210,Ms. Hansy Better,President,(617) 423-2724,(617) 670-0689,hlb@studioluz.net,Profit,false,2006,Under 10,AE - Architects/Engineers,,,541310 - Architectural Services,541320 - Landscape Architectural Services,
"Stull and Lee, Inc.","Architecture, urban design and planning services   ",MBE,SLBE,,true,true,103 Terrace Street Roxbury Crossing MA 02120,Roxbury Crossing,MA,02120,Mr. M. David L Lee,President,(617) 426-0407,(617) 708-1846,dlee@stullandlee.com,Profit,false,1966,21-40,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",COD - Consultants: Design,541310 - Architectural Services,541410 - Interior Design Services,
"Sullivan Associates, LLC","Event management; production, all media; AV and staging provider; video and web casting   ",,SBE,,false,false,P.O. Box 870266 Milton Village MA 02184,Milton Village,MA,02184,Mr. John Sullivan,Owner,(617) 472-5778,(617) 472-1967,,Profit,false,,,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,561920 - Convention and Trade Show Organizers,"711510 - Independent Artists, Writers, and Performers ",
Sunny Drywall & Painting,"Drywall, painting, carpentry, landscaping, fencing   ",MBE,,,true,true,28 Burnside Avenue Someville MA 02144,Someville,MA,02144,Mr. Arnold Duclersaint,owner,(617) 510-0573,(508) 759-7461,duclersaint@yahoo.com,Profit,true,1993,Under 10,"PL - Plastering, Drywall Contractors",PA - Painting and Papering Contractors,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",,,
"Sunshine Restorations, LLC",Asbestos abatement; demolition   ,MBE,,,true,false,14 Watson Street Lowell MA 01852,Lowell,MA,01852,Mr. Julio Savinon,,(978) 701-3573,,sunshinerestorationscorp@gmail.com,Profit,true,2015,Under 10,AB - Aspestos Control,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",,562910 - Remediation Services ,238910 - Site Preparation Contractors,
Supplies Exchange Systems,Supplies construction materials   ,MBE,SLBE,,true,false,204 Washington Street Dorchester MA 02121,Dorchester,MA,02121,Mr. Harold Rogers,owner,(617) 265-7024,,suppliesexchangesystems@yahoo.com,Profit,true,1976,Under 10,SU - Suppliers,"JA - Janitorial Services/Supplies (see also MA, RS)","OF - Office Furniture, Services and Equipment",,,
"S & V Excavation, Inc.",Masonry; landscape construction   ,WBE,SBE,,false,false,141 Pleasant Street East Bridgewater MA 02333,East Bridgewater,MA,02333,Ms. Nicole Vickery,President,(508) 580-1610,(508) 580-1610,nicolevickery@yahoo.com,Profit,true,2002,Under 10,CM - Concrete & Masonry Contractors,LA - Landscaping Contractors,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",238140 - Masonry Contractors ,561730 - Landscaping Services,238910 - Site Preparation Contractors
"Sygma Technology Solutions, Inc.","Custom software design and development, cloud advisory and migration, information management   ",MBE,SBE,,false,true,300 West 135th Street New York NY 10030,New York,NY,10030,Mr. Ronald S Holland,President,(917) 507-1500,(509) 267-0676,stuart@sygmatechnology.com,Profit,false,2005,Under 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,,541511 - Custom Computer Programming Services ,541512 - Computer Systems Design Services ,541690 - Other Scientific and Technical Consulting Services
SYLKE Music School,Music research and instructional services for all ages   ,MWBE,SBE,,false,false,1145 Hancock Street Quincy MA 02169,Quincy,MA,02169,Ms. Sylvia K Kelly,Principal,(617) 328-7584,,sylkemusic@hotmail.com,Profit,false,1995,Under 10,"ED - Education (see also OS, TA)",,,611699 - All Other Miscellaneous Schools and Instruction ,,
"System Custom Consultants, LLC","Information technology consulting services specializing in healthcare and IT, with the focus on IT, security, private cloud services, consolidation of server and software, disaster recovery process and systems with program life-cycle.",MBE,,,true,false,87 State Coach Road Lancaster MA 01523,Lancaster,MA,01523,Mr. Claudel Louis,Managing Partner,(617) 286-4651,,claudeljeanlouis@gmail.com,Profit,false,2020,Under 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,,541512 - Computer Systems Design Services ,541519 - Other Computer Related Services,
Systems Exterminating Contractors,"Pest control, commercial extermination   ",MBE,SLBE,,true,false,204 Washington Street Dorchester MA 02121,Dorchester,MA,02121,Mr. Harold W Rogers,,(617) 265-7024,(617) 265-2641,,Profit,false,1974,Under 10,PE - Pest Control,,,,,
