"license_num","historicallicensenum","status","license_type","issued","expires","business_name","dba_name","comments","location_comments","opening","closing","patronsout","capacity","applicant","manager","day_phone","evening_phone","address","city","state","zip","gpsx","gpsy"
LB-99031,CV7AL0163,Active,CV7 All Alc.,2013-11-21,2020-12-31,"DAVISARROWSMITH, INC.",INDUSTRY,OPEN 00 SERVICE FOOD ONLY,TWO ROOMS AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK.,,"1:00 AM","1:30 AM",151.00," DAVISARROWSMITH, INC.", MARTIN F. DAVIS,(617)699-9020,,"750-754   Adams ST",Dorchester,MA,"02122",776508.999998897,2928819.99998756
LB-99106,CV7AL0249,Active,CV7 All Alc.,2013-11-21,2020-12-31,"BOSTON SYMPHONY ORCHESTRA, INC.",SYMPHONY HALL,Higginson rm 831 cap room 190 131 Goldberg 153 Kobb 97 Misc Hall 632 Cabot Cashmere 583 Misc Hall Chorus 70 Hatch 563 Total 250 capacity,"IN WHOLE OF SAID BUILDING: TO INCLUDE AUDITORIUM, 1ST GALLERY, PLATFORM, BANQUET SEATING, FUNCTION ROOM, CHORUS ROOM, HIGGINSON ROOM, COHEN ANNEX AND 1ST BALCONY RECEPTION ROOM,  AND TO INCLUDE AN ADDITIONAL SEVEN ROOMS.",,"1:00 AM","1:30 AM",4500.00," BOSTON SYMPHONY ORCHESTRA, INC.", JOHN STANTON,,(617)543-2745,"251   Huntington AVE",Boston,MA,"02115",768137.418679103,2950116.34512739
LB-99617,CV7MW0388,Active,CV7 Malt Wine,2013-11-20,2020-12-31,MARU LLC,MARU,,"RETAIL SPACE LOCATED WITHIN THE WESTIN BOSTON COPLEY PLACE HOTEL ON THE LOBBY FLOOR OF THE HOTEL.  IN ONE ROOM, EATING BAR AND DINING TABLES WITH SEMI-OPEN KITCHEN.",,"2:00 AM","2:30 AM",45.00, MARU LLC,KUOTAI JACK HUANG,,,"10    Huntington AVE",Boston,MA,"02116",770427.72152923,2952321.79930545
LB-101989,RETAL0225,Active,Retail All Alc.,2013-11-20,2020-12-31,"BRIX WINES, INC.",BRIX WINE SHOP,,IN UNIT B: IN TWO ROOMS ON THE FIRST FLOOR WITH STORAGE IN THE REAR.,,"11:00 PM","11:30 PM",0.00," BRIX WINES, INC.", CARRI L. WROBLEWSKI,,"6175422749","103-105   Broad ST",Boston,MA,"02110",,
LB-99292,CV7AL0463,Active,CV7 All Alc.,2013-11-20,2020-12-31,"BABBO ENOTECA FP, LLC",BABBO PIZZERIA E ENOTECA,,"A GROUND FLOOR RESTAURANT AND BAR AT 11 FAN PIER BOULEVARD IN BOSTON:  MAIN ENTRANCE/EXIT AT THE BUILDING CORNER; 3 BARS WITH SEATING (LIQUOR AND WINE BAR: 23 SEATS, ANTIPASTI BAR:  11 SEATS AND A PIZZA BAR: 14 SEATS) DINING ROOM (116 SEATS AND 24 PEOPLE STANDING) AND EMERGENCY EXITS IN FRONT;  REST",,"2:00 AM","2:30 AM",180.00," BABBO ENOTECA FP, LLC", MARIO G. LAPOSTA,(212)995-9559,,"11   Fan Pier  BLVD",Boston,MA,"02210",778983.697850013,2954436.66698274
LB-101850,RETAL0018,Active,Retail All Alc.,2013-11-20,2020-12-31,"ROYALE WINE & SPIRITS, INC.",FERNANDEZ LIQUOR 5,,Rear door for emergency; two rooms first floor; cellar for stock,,"11:00 PM",,0.00," ROYALE WINE & SPIRITS, INC.", ANYELINA RICOURT,,(857)383-8535,"1050    Blue Hill AVE",Dorchester,MA,"02124",767173.999990195,2930419.99998905
LB-99296,CV7AL0470,Active,CV7 All Alc.,2013-11-20,2020-12-31,AMRHEIN'S INCORPORATED,AMRHEIN'S,PATIO CONDITIONS ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS MUST BE STAFFED ALL TIMES 11 00 CLOSING,"80,84 WEST BROADWAY; 61 A STREET EMERGENCY EXIT - IN THREE ROOMS, KITCHEN FIRST FLOOR, BASEMENT FOR STOCK AND TO INCLUDE (2) OUTDOOR SEASONAL PATIOS FROM MAY - OCTOBER FOR 48 PATRONS BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.  SIDEWALK PORTION OF PATIO IS ON DPW LAND.",,"2:00 AM","2:30 AM",220.00, AMRHEIN'S INCORPORATED, STEPHEN MULREY,,(617)268-6189,"80  W Broadway ",Boston,MA,"02127",776407.331417491,2949937.87052432
LB-99514,CV7MW0018,Active,CV7 Malt Wine,2013-11-20,2020-12-31,E.P.E. CORPORATION,HALFTIME,"00 opening service Breakfast only",In two rooms and kitchen on the first floor; rear room for stock. first room capacity 78 seats; second room capacity of 110 seats.,,"1:00 AM","1:30 AM",188.00, E.P.E. CORPORATION, DORA PASQUALE,,"523-l375","115   Causeway ST",Boston,MA,"02114",774695.999997199,2958360.00001506
LB-99745,CV7MWL0071,Active,CV7 Malt Wine Liq.,2013-11-20,2020-12-31,KF GLOBAL INC.,SEOUL JANGTEO,,,,"1:00 AM","1:30 AM",62.00," KF GLOBAL, INC.", RAYMOND LEE,,,"151-155   Brighton AV",Allston,MA,"02134",0.0,0.0
LB-99531,CV7MW0080,Active,CV7 Malt Wine,2013-11-20,2020-12-31,DBMK CORP.,JONGRO BBQ,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH FOOD,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; BASEMENT FOR STORAGE.  AND TO INCLUDE A SEASONAL OUTDOOR PATIO WITH A TOTAL OF 300 SQUARE FEET ON PUBLIC PROPERTY FOR 10 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,,MIDNIGHT,"12:30 AM",87.00, DBMK CORP., DONG WOOK KIM,,(215)531-2023,"1414-1418   Commonwealth AVE",Allston,MA,"02134",753724.064937681,2952238.55604138
LB-101908,RETAL0103,Active,Retail All Alc.,2013-11-20,2020-12-31,"V. CIRACE & SON, INC.",CIRACE'S,Board granted petition to open 10 00 on Sundays,"171,173 North St,one entrance;115,117,121 Richmond St for stock -One room first floor; rear room and cellar for stock",,"11:00 PM",,0.00," V. CIRACE & SON, INC.", JEFFREY CIRACE,,,"171-173   North ST",Boston,MA,"02109",776746.507551119,2957647.71611041
LB-99419,CV7AL0618,Active,CV7 All Alc.,2013-11-20,2020-12-31,"EWalk SE1, LLC",THE ELEPHANT WALK,,"ON FIRST FLOOR, TWO (2) MAIN DINING ROOMS WITH BAR LOCATED IN DINING ROOM #2, KITCHEN AND PRIVATE LOUNGE IN REAR OF BUILDING;  STORAGE IN BASEMENT.  MAIN ENTRANCE AND EXIT LOCATED ON WASHINGTON STREET.  PREMISES CONSISTS OF 3200 TOTAL SQUARE FEET.",,"1:00 AM","1:30 AM",80.00," EWALK SE1, LLC", RICHARD J. PILE,(617)536-2662,,"1415     Washington ST",Roxbury,MA,"02118",772274.758330956,2949664.08147897
LB-99519,CV7MW0039,Active,CV7 Malt Wine,2013-11-20,2020-12-31,"PURSUIT, INC.",THE WALRUS & CARPENTER,       ,"Entrance on corridor; exits immediately adjacent to Bay 93 & 95 across corridor; In one room, kitchen and stockroom on first floor.  200 FANEUIL HALL MARKETPLACE, BOSTON, MA  02110",,"1:00 AM","1:30 AM",35.00," PURSUIT, INC.", ERICA LUNDEIN,,"6177421530","200     Faneuil Hall Marketplace  ",Boston,MA,"02109",776491.999998882,2956600.00001343
LB-99038,CV7AL0174,Active,CV7 All Alc.,2013-11-20,2020-12-31,"B. STONE, INC.",THE BLARNEY STONE,Patio must be staffed all times Patio Hours from11 00 AM to 12 Midnight patrons off patio Midnight,"Two rear entrances from yard for stock; in two rooms and kitchen on first floor; cellar for stock and, to include seasonal outdoor seating for 80 patrons from April through October.",,"1:00 AM","1:30 AM",240.00," B. STONE, INC.", NOAH RUGGLES-LEHMAN,,"6172886299","1505   Dorchester AVE",Dorchester,MA,"02122",775039.944444444,2934376.77951389
LB-101659,INNAL0045,Active,Inn. All Alc.,2013-11-20,2020-12-31,"25 CHARLES ON THE HILL LLC",,ALCOHOL SERVICE ONLY WITH FOOD IN DINING AREA 15 BAR SEATS WITH NO MORE PATRONS TO BE AROUND IT ONE TIME NO STANDEES PUBLIC NOT TO BE ADMITTED TO BAR AREA AFTER 11 30 PM SERVICE ALCOHOL TO CEASE 12 AM ALL OPEN CONTAINERS ALCOHOL MUST BE REMOVED FROM BAR AREA 00 AM ROOFDECK MUST BE CLOSED ALL PURPOSES 10 PM ANYTIME FOOD OR ALCOHOL SERVED ON DECK DECK MUST BE STAFFED OPENING ON SUNDAYS SERVICE ALCOHOLIC BEVERAGES WITH BRUNCH,,,"1:00 AM","1:30 AM",0.00, 25 CHARLES ON THE HILL LLC, ALEXANDER SAUNDERS,(617)723-7575,,"25-29   Charles ST",Boston,MA,"02114",772484.048347145,2955384.16900431
LB-98983,CV7AL0106,Active,CV7 All Alc.,2013-11-20,2020-12-31,"GALWAY HOUSE, INC.",THE GALWAY HOUSE,       ,"Side emergency exit; rear entrance and bulkhead entrance in driveway for stock; in one room, kitchen and stockroom on first floor; cellar for stock.  ",,"2:00 AM","2:30 AM",102.00, Galway House, EDWARD A. LANZILLO,,,"710A-712   Centre ST",Jamaica Plain,MA,"02130",,
LB-101633,INNAL0019,Active,Inn. All Alc.,2013-11-20,2020-12-31,"PPF BOSTON HARBOR TRS, LLC",BOSTON HARBOR HOTEL,OUTDOOR SERVICE AREA HOURS OPERATION 11 00 MIDNIGHT ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH,IN THE WHOLE OF SAID BUILDING OF THE ATLANTIC AVENUE BUILDING AND THE OUTSIDE AREA TO THE REAR OF 30-70 ROWES WHARF TO THE WATER LINE WITH A 2:00 A.M. RESTRICTION AND AN AREA ON THE GROUND FLOOR OF THE CENTRAL WHARF BUILDING. INCLUDEs AN ANNUAL OUTDOOR SERVICE AREA ON THE SOUTH,,"2:00 AM",,0.00," PPF BOSTON HARBOR TRS, LLC",STEPHEN G. JOHNSTON,,(404)846-1363,"70   Rowes WHF",Boston,MA,"02110",777752.416666666,2955042.11805556
LB-101577,GOPAL0017,Active,CV7 All Alc.,2013-11-20,2020-12-31,"WAGAMAMA BOSTON ONE, LLC",WAGAMAMA,,"In two rooms on ground floor, with kitchen and bar, with 2 entrances and 3 exits (5,670 sf), and seasonal  (April-October) outdoor patio (268 sf) on public property with a closing hour of 11:00 PM. ",,"2:00 AM","2:30 AM",230.00," WAGAMAMA BOSTON ONE, LLC", ALICIA FELIX,(917)842-5327,,"100   Northern AVE",Boston,MA,"02210",779485.069932286,2953728.00272022
LB-99784,CV7MWL0132,Active,CV7 Malt Wine Liq.,2013-11-20,2020-12-31,"PABLA BROS., INC.",KASHMIR INDIAN RESTAURANT,MALT WINE LIQUEURS SERVED IN CONJUNCTION WITH FOOD NO BAR ALL GARBAGE TRASH TO BE STORED IN LOCKED RODENT PROOF CONTAINERS PUT OUT NO MORE THAN 30 MINUTES BEFORE COLLECTION DELIVERY VEHICLES MAY NOT PARK OR STOP IN ALLEY,"279 NEWBURY STREET IN ONE DINING ROOM STORAGE ROOM AND KITCHEN IN THE BASEMENT; SEASONAL PATIO WITH 50 PATRONS ON THE STREET LEVEL.",,"11:00 PM","11:30 PM",76.00," PABLA BROS., INC.", BACHITAR SINGH,,(617)646-3926,"279    Newbury ST",Boston,MA,"02116",768615.098775536,2952617.18512972
LB-99006,CV7AL0135,Active,CV7 All Alc.,2013-11-20,2020-12-31,"THE SALTY DOG, INC.",THE SALTY DOG,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM 11AM NOON,"In three rooms and kitchen, basement level with a Summer garden abutting thereto. ",,"2:00 AM","2:30 AM",154.00," THE SALTY DOG, INC.", ROLAND PREVOST,,"742-2094","206   Faneuil Hall Marketplace ",Boston,MA,"02109",776491.999998882,2956600.00001343
LB-99785,CV7MWL0134,Active,CV7 Malt Wine Liq.,2013-11-20,2020-12-31,"Clover Fast Food, Inc.",CLOVER FOOD LAB,,"Multi-use building portion of first floor to be licensed with one entrance/exit to the street and one to the building lobby. Outdoor seasonal (April-October) patio on private property with 5 tables and 20 chairs (approx 300 sq feet). Total interior square footage is 2,170 sf. 11:30 PM closing hour. ",,"11:00 PM","11:30 PM",98.00," CLOVER FAST FOOD, INC.", ROBERT CHRISTENSEN,(617)640-1884,,"360   Longwood AVE",Boston,MA,"02215",762231.364616581,2948799.57096506
LB-98967,CV7AL0088,Active,CV7 All Alc.,2013-11-20,2020-12-31,CORK & TIPP TAVERN INC.,TAVERN AT THE END OF THE WORLD,,Rear entrance for stock; two rooms and kitchen on first floor capacity 70; cellar for stock.,,"2:00 AM","2:30 AM",70.00, CORK & TIPP TAVERN INC., WILLIAM O'BRIEN,,,"108   Cambridge ST",Charlestown,MA,"02129",769811.46847266,2964582.52645287
LB-99160,CV7AL0316,Active,CV7 All Alc.,2013-11-20,2020-12-31,SMITH & WOLLENSKY ATLANTIC WHARF LLC,SMITH & WOLLENSKY,CAPACITY BREAKDOWN INTERIOR 304 28 STOOLS 276 TABLES CHAIRS EXTERIOR 104 TABLES CHAIRS,"IN ONE LARGE ROOM ON GROUND FLOOR WITH KITCHEN, PRIVATE DINING AREAS & BATHROOMS; & ONE LARGE ROOM FOR OFFICE, STORAGE, PREP & ADDITIONAL KITCHEN SPACE ON 2ND FLOOR; ENTRANCES/EXITS TO CONGRESS STREET, OUTDOOR PATIO AND THROUGH BUILDING LOBBY;",,"2:00 AM","2:30 AM",408.00, SMITH & WOLLENSKY ATLANTIC WHARF LLC, MICHAEL FEIGHERY,,(702)204-5107,"290     Congress ST",Boston,MA,"02110",777163.249990731,2953970.45139917
LB-99059,CV7AL0195,Active,CV7 All Alc.,2013-11-20,2020-12-31,"TOUCHTONE ENTERPRISES, LLC",TOUCHIE'S SHAMROCK PUB,MUST SERVE FOOD ALL HOURS,Bulkhead entrance to cellar on H Street for stock; one room first floor; cellar for stock.  Capacity breakdown: 37 persons in small room (w/out bar); 62 persons in large room.,,"1:00 AM","1:30 AM",99.00," TOUCHTONE ENTERPRISES, LLC", WILLIAM G. MCDONOUGH,,"6172681914","501  E Eighth ST",South Boston,MA,"02127",780202.00000234,2946070.00000362
LB-98892,CV7AL0005,Active,CV7 All Alc.,2013-11-20,2020-12-31,"Tia's Waterfront, LLC",TIA'S WATERFRONT,Alcoholic to be served only in conjunction with brunch on Sunday from 11 00 AM Noon Bar area as per plan submitted,"In one room, kitchen and storage on the first floor; With entrance on Waterfront Park and two exits on Waterfront Park and exit on Atlantic Ave; One patio on North side and East and to add a 3rd outdoor seasonal patio between the hours of 11:00 a.m. - Midnight for 40 patrons.  Capacity breakdown: in",,"2:00 AM","2:30 AM",260.00," TIA'S WATERFRONT, LLC",Ciaran McNelis,(617)737-2366,,"200     Atlantic AV",Boston,MA,"02110",0.0,0.0
LB-99391,CV7AL0587,Active,CV7 All Alc.,2013-11-20,2020-12-31,"NAMAHA CAPITAL, LLC",Basile - Fine Italian Kitchen,Outdoor patio to close 10 00 Alcohol be served only with food on Outdoor,"First floor consisting of one dining room with bar, office, storage room, kitchen and prep area; entrance/exit from Columbus Avenue and rear exit to alley; also, seasonal outdoor patio.  Capacity breakdown: 101 inside; 24 outside.",,"1:00 AM","1:30 AM",101.00," NAMAHA CAPITAL, LLC", RAVINDER S. CHAUDHARY,(617)350-0007,,"162   Columbus AVE",Boston,MA,"02116",772227.344350367,2952599.65698738
LB-99657,CV7MW0481,Active,CV7 Malt Wine,2013-11-20,2020-12-31,"EAT PHO, LLC",EAT PHO,MALT WINE TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR, STORAGE IN THE BASEMENT.",,MIDNIGHT,"12:30 AM",50.00," EAT PHO, LLC", TRAN LE,(617)780-5973,,"17-19   Beach ST",Boston,MA,"02111",0.0,0.0
LB-98787,CLBAL0014,Active,Clb. All Alc.,2013-11-20,2020-12-31,"UNION CLUB OF BOSTON, INC.",,,"Entrance on Park street at the front of bldg: 1st. Floor, 2nd floor , 3rd floor, 4th floor, 5th floor and 6th floor for stock room.",,"1:00 AM","1:30 AM",349.00," UNION CLUB OF BOSTON, INC.", MEREDITH M. WAITES,,,"7-8   Park ST",Boston,MA,"02108",774380.051068917,2955592.60810849
LB-99636,CV7MW0431,Active,CV7 Malt Wine,2013-11-20,2020-12-31,"SOUTH BOSTON CANDLEPINS, INC.",SOUTH BOSTON CANDLEPINS,ALCOHOL NOT TO BE SERVED UNTIL 00 SATURDAY ALCOHOL SERVICE NOT TO BEGIN UNTIL CHILDRENS LEAGUES HAVE COMPLETED PLAY,"INSIDE OF THE BOWLING ALLEY - IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN, STORAGE IN THE BASEMENT.",,"11:00 PM","11:30 PM",186.00," SOUTH BOSTON CANDLEPINS, INC.", BRION M. TUNNEY,(617)268-3117,,"543  E Broadway ",South Boston,MA,"02127",779886.045410037,2947557.97232501
LB-98917,CV7AL0031,Active,CV7 All Alc.,2013-11-20,2020-12-31,FOGO DE CHAO CHURRASCARIA(BOSTON)LLC,FOGO DE CHAO CHURRASCARIA,,"A 12,263 SQUARE FOOT RESTAURANT THAT WILL INCLUDE A BAR, MAIN DINING ROOM, 6 PRIVATE DINING ROOMS, A SALAD BAR, A KITCHEN LOCATED ON THE FIRST FLOOR OF THE BUILDING WITH (3) ENTRY DOOR LOCATIONS PLUS (1) SERVICE ENTRY.  10 HUNTINGTON AVENUE, BOSTON, MA  02116",,"2:00 AM","2:30 AM",334.00, FOGO DE CHAO CHURRASCARIA(BOSTON)LLC, ANDERSON WINCK,,(773)895-5259,"200     Dartmouth ST",Boston,MA,"02116",770428.793785229,2952323.62666544
LB-98807,CLBAL0036,Active,Clb. All Alc.,2013-11-20,2020-12-31,"WOODBINE ASSOCIATES, INC.",,Max nights per week Sec Guard outside all func,"Entrance on Park St at front of bldg; Two exits on side wall one exit in rear wall; One fl bldg; lst fl; Large function hall & lounge; Two rms, with kitchen ; Cellar for storage.",,"2:00 AM","2:30 AM",60.00," WOODBINE ASSOCIATES, INC.", ANTHONY WALROND,,(857)492-1227,"57    Blue Hill AVE",Roxbury,MA,"02119",770652.892985433,2943119.31388888
LB-99852,CV7MWR0006,Active,CV7 Malt Wine Restrict.,2013-11-20,2020-12-31,"SOUTH DINER, LLP",SOUTH STREET DINER,"24 HOURS FOOD ONLY 00 CLOSING ON PATIO","IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE ON THE REAR, AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 17 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 1:00 A.M.  DPW LAND",,"1:00 AM","1:30 AM",39.00," SOUTH DINER, LLP", SOLOMON SIDELL,,(617)510-2798,"178   Kneeland St",Boston,MA,"02111",775722.67615919,2952825.33392754
LB-99573,CV7MW0226,Active,CV7 Malt Wine Liq.,2013-11-20,2020-12-31,Buckminster Restaurant Group LLC,,BREAKFAST BEGINNING 00 ALCOHOL TO BE SERVED AFTER 11 MONDAY THROUGH SATURDAY ALCOHOL TO BE SERVED AFTER 12 NOON ON SUNDAY 13 PERSONS BAR STOOLS 63 PERSONS TABLE amp CHAIRS 14 PERSONS STANDING REST INSIDE HOTEL,TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN AND STORAGE AREA IN THE REAR; ONE ROOM IN BASEMENT FOR STORAGE.,,"1:00 AM","1:30 AM",90.00," BUCKMINSTER RESTAURANT GROUP, LLC", TRINA M. NOLAN,,(617)953-5177,"645   Beacon ST",Boston,MA,"02215",764918.042484105,2952229.18096936
LB-99182,CV7AL0341,Active,CV7 All Alc.,2013-11-20,2020-12-31,"LEESIDE RESTAURANT, INC.",THE WHISKEY PRIEST,SUNDAY OPENING 00 SERVICE FOOD WITH ALCOHOL SERVICE TO BEGIN 11 WITH BRUNCH,"Two rooms, kitchen and outdoor patio on the first floor; two rooms on the first floor for stock. One room on the mezzanine level, and to include an outdoor patio on the roof.  CAPACITY BREAKDOWN: 1ST FL INSIDE - 326; 1ST FL OUTSIDE - 28; 2ND FL INSIDE - 39; 2ND FL OUTSIDE - 154.",,"2:00 AM","2:30 AM",547.00," LEESIDE RESTAURANT, INC.", JOE  M. MAROTTA,,(617)357-8000,"150   Northern AVE",South Boston,MA,"02210",779753.575264946,2953190.90227461
LB-99684,CV7MW0532,Active,CV7 Malt Wine,2013-11-20,2020-12-31,"EFTSROT, LLC",GAGA SEAFOOD RESTAURANT,,"IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR, AND STORAGE IN THE BASEMENT.",,"2:00 AM","2:30 AM",72.00," EFTSROT, LLC", ZHAO WEN HE,,"8579193138","23-27   Tyler ST",Boston,MA,"02111",774839.150382519,2953138.24719618
LB-101843,RETAL0003,Active,Retail All Alc.,2013-11-20,2020-12-31,"20TEN ASHMONT MARKET, INC.",,Board acknowledges granted petition to open 10 on Sundays,"630 Adams Street; rear exit for stock. One room first floor; basement for stock.",,"11:00 PM",,0.00," 20TEN ASHMONT MARKET, INC.", PRIYANKKUMAR PATEL,,(781)551-9827,"630    Adams ST",Dorchester,MA,"02122",776535.999998912,2930359.99998899
LB-101926,RETAL0125,Active,Retail All Alc.,2013-11-20,2020-12-31,"LANK'S WINE AND LIQUOR, INC.",LANK'S LIQUOR,Board granted petition to open 10 00 on Sundays,"1055 TRUMAN HIGHWAY - ONE LARGE ROOM ON FIRST FLOOR; BASEMENT FOR STOCK.  ",,"11:00 PM",,0.00," LANK'S WINE AND LIQUOR, INC.", JOSEPH S. LANK,,"364-1100","1055     TRUMAN PK",Hyde Park,MA,"02136",0.0,0.0
LB-99101,CV7AL0241,Active,CV7 All Alc.,2013-11-20,2020-12-31,"10 HIGH STREET RESTAURANT, LLC",SERAFINA,Board granted petition to provide Bottle Service on licensed premises,"Two (2) entrances on High Street; rear exit for emergency and stock, in one (1) room (2 bars) with kitchen and two (2) stock rooms on first floor, three (3) function rooms and two (2) lounges in basement. Street Level-167 Persons Seated; 53-Persons Standing; Lower Level Dining Scene-109-Persons Tabl",,"2:00 AM","2:30 AM",354.00," 10 HIGH STREET RESTAURANT, LLC", DEREK MELLOR,(646)283-2792,,"8-10   High ST",Boston,MA,"02110",,
LB-99539,CV7MW0099,Active,CV7 Malt Wine,2013-11-20,2020-12-31,SHAKE SHACK NEWBURY STREET BOSTON LLC,SHAKE SHACK,,"On two floors, including one large room on the ground floor, with storage, kitchen, office and private dining room; one large room on first floor with kitchen and dining; to include outdoor seating on private property for 15 patrons between the hours of 11:00 a.m.- Midnight; and an additional 375 sq",,"1:00 AM","1:30 AM",144.00, SHAKE SHACK NEWBURY STREET BOSTON LLC, SEAN J. COMEAU,(802)578-7012,,"234-236   Newbury ST",Boston,MA,"02116",0.0,0.0
LB-99605,CV7MW0350,Active,CV7 Malt Wine,2013-11-20,2020-12-31,YUNG SU CHOE CORP.,MISONO,MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS SUSHI BAR TO HAVE MAXIMUM OF14 SEATS,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.,,MIDNIGHT,"12:30 AM",49.00, YUNG SU CHOE CORP., YUN SU CHOE,,(617)325-9919,"669   VFW Pw",Chestnut Hill,MA,"02467",748998.198667444,2933168.96969604
LB-99361,CV7AL0556,Active,CV7 All Alc.,2013-11-20,2020-12-31,"MASSIMINO'S CUCINA ITALIANA,INC.",MASSIMINO'S,No Bar Alcoholic beverages served only in conjunction with meals,"In one room with kitchen on first floor, one room in basement,",,"11:00 PM","11:30 PM",48.00," MASSIMINO'S CUCINA ITALIANA,INC.", MASSIMINO D'AMORE,,(617)233-6206,"205-207   Endicott ST",Boston,MA,"02113",775647.147326097,2958898.86743957
LB-99230,CV7AL0393,Active,CV7 All Alc.,2013-11-20,2020-12-31,"STATE ROOM, INC.",BAY TOWER ROOM,Board granted petition to serve alcohol in conjunction with brunch Sunday beginning 10 00 AM,"Two entrances exits to Market Sq. Emergency exit to garage of 60 State St.; Three lounge areas, including bar, Five dining areas, including greenhouse, separate capacity, Entire 33rd floor. additional 6 private and public dining rooms.",,"2:00 AM","2:30 AM",835.00," STATE ROOM, INC.", JAMES APTEKER,,(617)292-9292,"60     State ST",Boston,MA,"02109",776052.738014474,2956258.85937311
LB-101851,RETAL0019,Active,Retail All Alc.,2013-11-20,2020-12-31,"FIVE STARS LIQUOR, INC.",BLUE HILL LIQUORS,NO NIPS,Rear entrance for stock; In one room on first floor; rear room and cellar for stock.,,"11:00 PM",,0.00," FIVE STARS LIQUOR, INC.", ELILIBETH ABREU,,(617)259-5928,"108    Blue Hill AVE",Roxbury,MA,"02119",770496.754681289,2942429.77462423
LB-98947,CV7AL0067,Active,CV7 All Alc.,2013-11-20,2020-12-31,SELECT RESTAURANTS' INC.,TOP OF THE HUB,Food service only until 00 all patrons out 30 Serve deliver food alcoholic beverages from ll on Sundays Capacity as follows 338 persons 52nd floor 499 50th,"800 Boylston Street - Entire fifty-second floor and one room (Skywalk) on the 50th floor.  Capacity breakdown: 50th fl (function room) - 499; 52nd fl (restaurant) - 338.",,"2:00 AM","2:30 AM",837.00, SELECT RESTAURANTS' INC., JOSEPH G. LASPADA,,(617)283-9789,"800     Boylston ST",Boston,MA,"02199",769309.897281354,2951861.40995205
LB-99097,CV7AL0237,Active,CV7 All Alc.,2013-11-20,2020-12-31,"BADOINKAS, LLC",THE COMMON GROUND,"10 00 CLOSING ON PATIO","UNNUMBERED REAR ENTRANCE; IN THREE ROOMS AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND, TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 35 PATRONS SEATED AND STANDING BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M. CAPACITY BREAKDOWN: INSIDE -176 (96 STANDING, 80 SEATED); OUTSIDE PATIO - 35.",,"2:00 AM","2:30 AM",211.00," BADOINKAS, LLC"," BOB D. O'GUIN, JR.",,(617)797-9248,"83-87   Harvard AV",Allston,MA,"02134",755535.000011355,2954060.00001107
LB-99223,CV7AL0386,Active,CV7 All Alc.,2013-11-20,2020-12-31,"TRAFFIC RESTAURANT, LLC",STELLA,PATIO HOURS 11 00 MIDNIGHT,"IN THREE ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT AND, TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 52 PATRONS.  DPW LAND",,"2:00 AM","2:30 AM",198.00," TRAFFIC RESTAURANT, LLC", EVAN DELUTY,,(617)877-1333,"1525    Washington ST",Roxbury,MA,"02118",771714.999994427,2949170.00000651
LB-99781,CV7MWL0129,Active,CV7 Malt Wine Liq.,2013-11-20,2020-12-31,HOPSTER'S LLC,HOPSTER'S,,"One floor; main bar and restaurant seating located on street level with 3 means of egress; total indoor area 5,685 sq. ft. Seasonal (May-October) outdoor patio on private property (same operation hours as restaurant) off of restaurant area on first floor; total outdoor patio 100 sq.ft. ",,"1:00 AM","1:30 AM",155.00, HOPSTER'S LLC, KAREN COOPER,,,"51    Sleeper ST",Boston,MA,"02210",778195.642976463,2953784.69620281
