,text
933,Police estimate that 40 000 people converged on Boston Common on Saturday to protest a few dozen people attending what organizers called a free speech rally Critics of that rally  including Boston Mayor Marty Walsh  said the event gave a platform to people who promote hate  The rally was cut short  and organizers of it said they were denied their right to exercise free speech  Don t Let Him Speak  The day was hot and humid  and mostly peaceful  There was music  and all manner of free expression by counter demonstrators  Some women dressed as witches  and a few men were wearing tutus  One person wore a gingerbread man costume  And everywhere  there were signs and T shirts with slogans — some nice  some nasty  One pregnant woman even wrote on her belly   This baby hates Nazis  Police were out in force  and bottles and weapons were banned in order to prevent violence like that which occurred last week in Charlottesville  Virginia  There  during a  Unite the Right  rally  neo Nazis and alt right demonstrators attacked onlookers and counter demonstrators  and 32 year old Heather Heyer was killed On Boston Common  there were added surveillance cameras  and undercover officers mingled with the crowd  Fences were set up to keep the few people who wanted to get to the Parkman Bandstand to hear the speakers separate from counter demonstrators  creating a 30 yard no man s land in between No reporters or members of the general public were allowed in Counter demonstrators lined the fence  blocking access to the bandstand One man  who would not give his name  tried to get into the area  He was surrounded and interrogated by the crowd One counter demonstrator asked him   What brings you here today   As he started to answer  his reply was drowned out by people in the crowd shouting   Don t let him talk    Don t let him speak    We don t want to hear him  Another person said   You don t get a voice  You don t get to talk  Then  the counter protesters broke out in a chant of  Shame  shame  shame  Police stood behind the barriers  The man was followed by counter demonstrators as he left the Common  He and others who wanted to get to the bandstand never made it A Message DebateBoston Police Commissioner Bill Evans was asked why some of the speakers that planned to join the free speech rally said they were not let through the perimeter The rally had a permit from the city to run for two hours  but it lasted less than half that time before police escorted those on the Parkman Bandstand into wagons and away from the Common John Medlar  organizer of the self described free speech rally  was among those transported and protected by the police In the days before the rally  several alt right speakers were disinvited from the event  and Medlar publicly disavowed bigotry  hatred and racism  He calls himself a libertarian and his group a coalition of classical conservatives  liberals and Trump supporters Medlar said that by blocking the gate to the Parkman Bandstand  counter demonstrators were not exercising free speech or expression Medlar said that Boston has not seen the last of him  or his coalition This article was originally published on August 20  2017 This segment aired on August 20  2017 
934,A diary kept by a young John F  Kennedy during his brief stint as a journalist after World War II in which he reflected on Hitler and the weakness of the United Nations sold for more than $700 000 Wednesday  according to the auction house Boston based RR Auction said the diary sold for $718 750  far exceeding the pre sale estimate of $200 000  Joseph Alsop  a JFK collector from Beverly  outbid one other live and six telephone bidders in a packed house for the 61 page diary  Alsop  71  plans to add it to his personal collection  auction officials said The diary  mostly typed but includes 12 handwritten pages  was written in 1945 when the 28 year old Kennedy was a correspondent for Hearst newspapers and traveled through a devastated Europe Executive Vice President Bobby Livingston said the auction was thrilling  with bidders from around the country vying for the personal observations of the man who d become president Kennedy gave the diary to Deirdre Henderson  a research assistant in his campaign office in the late 1950s who now lives in the Boston area In the diary  Kennedy reflected on his time in a gutted Berlin and even saw Hitler s bunker  speculating that he was not killed  He wrote that Hitler  had in him the stuff of which legends are made   But Henderson said in an interview last month that should not be misinterpreted as sympathy for the German dictator Kennedy expressed doubt about the effectiveness of the fledgling United Nations  questioning whether it  will prove effective in the sense of its elaborate mechanics being frequently employed or vitally decisive in deterring war or peace  Henderson said she put the diary up for sale so it can be properly preserved  and she s confident the winning bidder will respect her wish  She said she wanted the sale to coincide with the 100th anniversary of Kennedy s birth this year Kennedy  the 35th U S  president  served from January 1961 until he was assassinated in Dallas on Nov  22  1963 
935,At least 45 000 people are expected to crowd Boston Common for Saturday s Boston Women s March For America  according to the event s official Facebook page  It s one of hundreds of demonstrations expected to take place simultaneously around the world on Jan  21  the day after President Trump s inauguration This won t be the first time Brandon marches on Boston Common for women s equality  More than 40 years ago  she was a member of Bread and Roses  a women s liberation organization with roots in Massachusetts While cleaning out her closet two years ago  Brandon says she found a small box full of slides from an International Women s Day march held on the Common on March 8  1970 The Women s Liberation Movement — as it was called in the early days — advocated for issues such as child care  equal employment  reproductive rights and the prevention of violence against women  At the time  Brandon says  these ideas weren t taken seriously  even by the media Brandon says today women are marching for many of the same issues  but there s a greater awareness around them But that s not the only thing that s changed  Brandon says she first became involved with Bread and Roses because she saw a flyer in Central Square  Then  she decided to go to a meeting The 2017 women s marches were primarily organized through Facebook events  and in the days and weeks leading up to the march  women have been sharing their stories and pictures of their shoes using the hashtag  MarchingShoes Even then  coverage of the march has included controversies  reminiscent of those faced by early women s liberation movement  It s original name ignited a public debate about white privilege in activism  And views on abortion sparked tension between potential attendees  As the event grew  some doubted whether it could grow into a greater movement She remembers how so many of the early groups were born of other organized movements  like those against the Vietnam War  Brandon says women in these groups learned how to organize but still felt  marginalized  Taking photos at the march was another way for Brandon to document what was happening from the inside  She remembers feeling  exhilarated  standing in that crowd in 1970 
936,We follow a homeless Boston man who was recently housed through city efforts  See here for Lenny Higginbottom s complete story  Part 1 is here This segment aired on November 16  2017 
937,A Boston man who said veterans with post traumatic stress disorder should  get over it   and described breast cancer patients as  cadaverous   in apparent opposition to a medical marijuana dispensary in the city s swankiest shopping district says his comments were misconstrued and that they were satire Oliver Curme at a Tuesday zoning board hearing said the dispensary would draw  undesirable elements  who would end up  scaring off the clientele  of Newbury Street s high end shops and restaurants The comments shocked both opponents and supporters of the pot shop Curme told NBC Boston he used satire to mock dispensary opponents  and said he actually supports it Curme  who lives around the corner from the site  said he was so over the top he thought people would understand  and apologized if anyone misinterpreted him The dispensary was approved 
938,Police are investigating after a body was recovered from a river in Boston Rescue officials had been searching the marshes and waterways in the Back Bay Fens on Sunday before locating the body at around 1 p m  in the Muddy River The parkland is the origins for the name of Boston s Fenway Kenmore area where Fenway Park is located City police and fire officials  as well as the Boston park rangers  were involved in the recovery effort The body has been transferred to the medical examiner s office for identification  No further details have been released 
939,Crews from more than a dozen towns have responded to a seven alarm fire in an abandoned warehouse in Rockland Fire Chief Scott Duffey says the blaze in the 200 by 70 foot building on Park Street was reported at about 4 45 a m  Wednesday  and when firefighters arrived two minutes later it was already fully engulfed There were no immediate reports of injuries but Duffey says about 20 nearby homes were evacuated as a precaution overs fears that they might also catch fire  He said the building has been vacant for about seven years Area roads were closed and Rockland Public Schools have delayed the start of classes by two hours in response to the fire The cause remains unclear  but Duffey says all utilities to the building had been shut off Duffey says firefighters from 13 area communities helped fight the fire With additional reporting from WBUR s Newscast Unit
940,Farming still dominates the countryside around the town of Southwick  which jogs southward and is surrounded by Connecticut on three sides  Politically  Southwick is also somewhat removed from much of this blue state — and may be the most Republican town in Massachusetts Southwick also has a Republican state senator and a Republican controlled select board and school committee  And Southwick voted for Trump over Clinton by 20 points — making it one of the most pro Trump towns in the state Boldyga says Southwick s identity as a farming community helps explain the conservative values of many of its residents  We Need A Change At the Legends of the Lake Cafe in Southwick  owner Patrick Smith says he voted for Trump because he wanted an outsider in the White House to shake things up Smith is confident Trump will deliver that change  even if he acknowledges some early struggles  They include a stalled effort to repeal and replace Obamacare  legal challenges to Trump s immigration policy  and allegations now under investigation by Congress and the FBI that Trump s team colluded with the Russians Marchesi works in construction and farming in Southwick  He blames Democrats for the Trump administration s early troubles Marchesi also believes that  with time  Trump will make good on his key promises This confidence in President Trump is consistent with WBUR s new poll of some 50 towns in this part of Massachusetts that voted for him  More than 70 percent of Republicans in these towns view the president favorably and more than half believe he will keep most of his promises According to the poll  more than 80 percent of those who voted for Trump in these towns believe his policies will improve the economy and increase manufacturing jobs  Ninety percent believe he will keep America safe and that he cares about people like them  But those numbers refer only to those who voted for him  When you factor in all of those polled  a different picture emerges Which are better than his national numbers  but even so  his overall approval numbers are still under water — even in these towns that voted for him  According to the poll  that s explained by a sharp partisan divide  with 80 percent of Democrats holding an unfavorable view of the president The Less Government  The BetterThat confidence in Trump — and that partisan divide — are both on display at the Roma Restaurant in Southwick  where a group of friends gather for a lunch of pasta  salad  wine and beer  Most of them are Trump supporters  like Bob Johnson  a retired electrician Johnson says the most important issue for him is keeping America safe  and he believes Trump will do that  He also favors repealing Obamacare Cathy Whalley agrees with that basic idea  the less government  the better But not everybody at this table supports Trump Dick Condron  the lone Democrat at the table  challenges his Republican friends about their embrace of limited government Johnson pushes back The WBUR poll found that Trump and Clinton supporters in these towns actually agree on a series of national priorities — including the need for comprehensive immigration reform  overhauling the tax code and passing a major infrastructure bill  But on this day in Southwick  fueled by some afternoon beer and wine  there seemed to be more that divided these folks than united them Correction  An earlier version of this story misspelled Dick Condron s last name  We regret the error This article was originally published on April 13  2017 This segment aired on April 13  2017 
941,The Boston Celtics are the No  1 seed in the Eastern Conference  and they begin their playoff bid against the Chicago Bulls Sunday night at the Garden This segment aired on April 14  2017 
942,Crowds packed into the Boston Common Saturday for the Boston Women s March For America  Similar rallies occurred throughout the country We hear from WBUR s reporters in Washington  D C   Boston and listeners This program aired on January 21  2017 
943,President Trump s new immigration executive order will temporarily block visas from six Muslim majority countries  The old executive order was met with a lot of legal challenges Susan Church  head of the New England chapter of the American Immigration Lawyers Association  joined Morning Edition to offer her perspective on the legality of the new order This segment aired on March 7  2017 
944,Harvard University says it has uncovered what it believes is the earliest known recording of the late President John F  Kennedy The crackling recording was restored by a Harvard archivist from a 1937 aluminum disk recording made by Kennedy s professor in a public speaking course  It s part of an exhibit at the Harvard Archives on Kennedy s ties to the school On the recording  a 20 year old Kennedy speaks about President Franklin Roosevelt s appointment of Hugo Black to the Supreme Court  It became a controversial appointment after it was revealed that Black had ties to the Ku Klux Klan The university has known of the recording since it arrived a few years ago as part of a collection related to Kennedy s professor  Clifton Packard  He had been recording students in Harvard s Holden Chapel since the 1920s 
945,The organizers of the Women s March on Boston Common are vowing to return Organizers and police estimate 175 000 people rallied peacefully Saturday  the day after Donald Trump s inauguration  in support of women s rights Similar marches were held in more than 600 cities around the world  loosely organized by groups of volunteers and advocacy groups The mood was festive and the energy palpable  The demonstrators — many wearing the signature pink hats — carried signs saying things like   Love trumps hate    Science is not a liberal conspiracy   and  Resistance is built on hope  Many said they re concerned about several issues under President Trump such as women s rights  climate change and health care  They also pointed to things he said during his campaign — such as when he mocked a disabled reporter Glenn Gabbard of Newton came with his daughter Meghan who is in a wheelchair Massachusetts politicians including Sens  Elizabeth Warren and Ed Markey  State Attorney General Maura Healey and Boston Mayor Marty Walsh spoke to the crowd before they started on the mile long loop around the Public Garden  down Commonwealth Avenue and back to the Boston Common Warren vowed to stand up against potential White House changes to health care or immigration State Attorney General Maura Healey said the size of the crowd shows that  There are more of us than there are of them   She promised to do more than protest if rights are threatened Boston Mayor Marty Walsh told the crowd that Massachusetts has a history of being first on issues  He cited universal health care  same sex marriage — and said the state will be the first to fight Although he didn t address the crowd  Senate president Stan Rosenberg said he believes the march sends a message to state lawmakers Although the demonstrators ranged from those in strollers to those using walkers  from Massachusetts indigenous groups to Beacon Hill brahmins  some questioned the diversity Odim said the march inspired her and diversity might be one of the issues she ll start working on That s what the Boston march organizers hope for — greater political action and engagement They say they ll be planning more similar events — large and small — in Boston in the near future This article was originally published on January 21  2017 
946,Boston Mayor Marty Walsh easily won re election Tuesday  picking up 65 percent of the city vote  to 34 percent for City Councilor Tito Jackson The map below shows the results by the city s wards  As you can see  Walsh won all but two wards  with Jackson taking Wards 11 and 12 around his base of Roxbury  Walsh won about 80 percent of the vote in Charlestown  South Boston and in parts of his Dorchester base   See here for a PDF of results by precinct  With reporting by WBUR s Benjamin SwaseyThis article was originally published on November 08  2017 
947,Boston is feeling the effects of President Trump s executive order that temporarily suspends the United States  refugee program and temporarily bars entry into the country for citizens of seven Muslim majority countries According to Trump s order that took effect Friday night  nationals from Syria  Iran  Iraq  Libya  Somalia  Sudan and Yemen cannot come into the country for 90 days Samira Asgari  an Iranian national who is a post doctoral fellow at Harvard Medical School  tweeted she was not able to board her plane to Boston to start working at a school lab that studies autoimmune diseases The lab s principal investigator  Soumya Raychaudhuri  confirmed that Asgari was denied access to her flight from Frankfurt  Germany  to Boston Raychaudhuri said he invited Asgari to work in his lab after being impressed by her work on tuberculosis that she presented at a research conference in New York last year At MIT  administrators said Saturday that students and scholars have been directly affected by the executive order  In an email to the university community  the administrators promised to help those students For refugees  the ban means even those who have been vetted and approved to enter the United States will not be able to come  according to Jeff Thielman  the president and CEO of the International Institute of New England Theilman said a Syrian family of four who was scheduled to land in Boston on Monday will now be stuck in Turkey  He said the family went through a four year screening process before they were approved to come to the United States Thielman added that if the Trump administration decides to create new procedures  the family and others like them may have to start the process again Immigration attorney Punam Rogers has been overseeing any issues that occur from the immigration executive order at Logan International Airport in Boston  Rogers said so far Logan hasn t seen passengers detained like in other cities She says the executive order applies to permanent residents and non immigrant visa holders  That includes people with student visas or H 1B work visas who are citizens of the seven countries specified in the order Rogers says the order is unprecedented American Civil Liberties Union of Massachusetts Executive Director Carol Rose went further and said Trump s executive action on immigration is unconstitutional The ACLU and other immigration groups filed a lawsuit Saturday challenging the immigration executive order Saturday evening  Boston Mayor Marty Walsh released a statement and made clear he believes Trump s actions are not an effective way to combat any terror threats the country might face 
948,Fishermen up and down the New England coast say it s been decades since they ve been able to catch so many Atlantic bluefin tuna so fast Once severely depleted  populations of the prized sushi fish appear to be rebuilding Now the industry and some scientists say the international commission that regulates the fishery can allow a much bigger catch  But some conservation groups disagree The New England News Collaborative s Fred Bever reports on Morning Edition This story comes from the New England News Collaborative  Eight public media companies coming together to tell the story of a changing region  with support from the Corporation for Public Broadcasting This segment aired on November 14  2017 
949,The red carpet was literally rolled out for President Trump in Israel for his arrival there Monday morning  as well as for his stop in Saudi Arabia over the weekend Back at home  however  polls show his approval rating is at its lowest point of his still young presidency  WBUR political analyst and pollster Steve Koczela joined Morning Edition to explain that it s too early to determine the impact of the flood of negative headlines over the past weeks and discuss whether President Trump s core supporters will stay with him This segment aired on May 22  2017 
950,Massachusetts has a new chief medical examiner Republican Gov  Charlie Baker on Tuesday named Dr  Mindy Hull  who has worked as a medical examiner for the state since 2007  to fill the top post in the office She succeeds Dr  Henry Nields  who retired earlier this year after serving as chief medical examiner for nine years Secretary of Public Safety and Security Dan Bennett praised Hull s skills as a pathologist and investigator Baker said the chief medical examiner s office plays a  critical role  in the state s criminal justice system Hull is the first woman to serve as chief medical examiner in Massachusetts  She said she was honored to be chosen 
951,One year after the election of President Trump  many women have been working hard to gain more political power There was certainly evidence of that this week in Boston  where six women of color won seats on the Boston City Council  When Women Run  They Can Win Edwards beat Stephen Passacantilli  a son of the North End  by just 730 votes  She was the first women to run in the district in 25 years — and the first nonwhite municipal candidate ever in District 1 Edwards says  a year after the election of Trump  there was new energy at the grassroots level Edwards is one of six women of color elected this week to the 13 member Boston City Council — an increase of two from the last term Just eight years ago  Ayanna Pressley was the first black woman to win a Boston City Council seat  becoming  as she said   a caucus of one   Pressley won re election Tuesday night and said she s elated that that caucus is growing Outside of Boston  women candidates also fared well — and even made some history Ruthanne Fuller was elected the first female mayor of Newton  And Yvonne Spicer  an executive at the Museum of Science  defeated former state Rep  John Stefanini to become not only Framingham s first female chief executive  but the city s first mayor ever Spicer was endorsed by EMILY s List  an organization that supports Democratic women in elections across the country  Julie McClain Downey  the group s national director of campaign communications  said that after Trump s election  a surge of women who wanted to run for office reached out to the organization She said the group is now supporting 20 000 women  compared to about 1 000 women in the previous election cycle McClain Downey said in this year s election  women candidates notched political victories across the country — including big wins in Virginia  where they helped power a Democratic wave that wiped out the Republican majority in the state House of Delegates And women are galvanized  according to Edwards  She said the news isn t that women can win — it s that now they re running This segment aired on November 9  2017 
952,Scientists  doctors and others took to Boston s streets and gathered on Boston Common Saturday in support of scientific knowledge  research and the power of facts Boston s March For Science was one of many satellite rallies taking place throughout the country  with the main event — expected to be the largest — in Washington  D C Organizers insist the events were not put on for partisan reasons and that they wanted to  celebrate Boston as a space for scientists and scientific research   However  some attendees said they feared that proposed cuts to federal research funding and changes to environmental policy could put scientific progress — and reality — in jeopardy Major Boston area medical institutions including Massachusetts General Hospital  Harvard Medical School  Beth Israel Deaconess Medical Center and Brigham and Women s Hospital expressed their support for Saturday s events The main March For Science event in Boston took place on Boston Common  with smaller events happening throughout the city during the day Among the speakers on Boston Common was Boston native and former Environmental Protection Agency Administrator Gina McCarthy McCarthy urged the crowd of several thousand to take action to make sure no public policy harms the safety of the environment and the community While organizers said the goal was to keep the march nonpartisan  some march attendees said the election of President Trump had pushed them into attending and even paying more attention to politics Biologist and Somerville resident Ben Ewen Campen was at the Common Saturday and said it was Trump s election and proposed policies that spurred him to run for the city s Ward 3 alderman seat Schools and medical institutions in Boston put on events throughout the day that coordinated around the Boston Common event  including rallies at Harvard s Longwood and Cambridge campuses as well as at MIT Ivan Kroupin organized the March For Science events at Harvard s Cambridge campus and said he agreed with Boston organizers that the day should remain nonpartisan  However  Kroupin said that doesn t mean scientists aren t allowed to touch political issues Naomi Oreskes  a Harvard professor of the history of science  spoke at the school and said Saturday s events were about making people aware of the scientific community s worries With reporting by WBUR s Kathleen McNerney and Elizabeth GillisMore Photos This article was originally published on April 22  2017 
953,Reports that President Trump asked former FBI Director James Comey to stop the investigation of ousted National Security Adviser Michael Flynn have some Republicans and Democrats in Congress calling for investigations Among those calling for an investigation is Massachusetts U S  Rep  Bill Keating  who wants a probe focused on obstruction of justice  He joined Morning Edition This segment aired on May 17  2017 
954,Boston Mayor Marty Walsh and his rival  City Councilor Tito Jackson  sparred in their first mayoral debate on Wednesday night  with each claiming to be the best choice for the aspirations of the city s less affluent residents The two candidates debated before a capacity crowd at Hibernian Hall  just off Dudley Square in the heart of Roxbury Racial Inequality A Focal PointJackson said that as mayor he would ensure all of Boston s residents benefit from one of the most prosperous periods in the city s history  Walsh  meanwhile  defended his record of growth — and also acknowledged more could be done to include neighborhoods of color in that growth Throughout the debate  Jackson pointed to racial inequities in the city  but Walsh would not concede the mantle of defender of those who suffer from racial injustice Their most heated exchange — really the only point when the two candidates addressed each other directly — came when Jackson said he tried to get Walsh to pay attention to racial tensions at Boston Latin School  Walsh said he wished he had known sooner about problems at the city s most prestigious public school Members of the audience often interrupted  sometimes interjecting with their own questions  It happened when the moderator  Boston Globe columnist Adrian Walker  asked Walsh if Boston s reputation for being unwelcoming to people of color — if not downright racist — is still deserved Disputes Over HousingAmid the boom in construction and an impressive number of new housing units being built in Boston  much of Wednesday night s debate was over how much should be more affordable to people who already live and work in the city Walsh pointed out that one fifth of Boston housing is low income housing — the highest percentage in the country for medium sized cities Jackson said the construction of luxury high rises  on the other hand  does little to provide housing Jackson accused Walsh of making promises  such as more housing  that he didn t keep Walsh defended his Boston as a city where hopes and dreams are being fulfilled  while acknowledging that not all neighborhoods have benefited equally Correction  Due to an editing error  an earlier version of this post misattributed to Walsh a contextual line connecting income inequality and low income housing  The line has been removed  and we regret the error  This article was originally published on October 12  2017 This segment aired on October 12  2017 
955,Many refugees and immigrants from six majority Muslim nations who have been looking to settle in Massachusetts — or any other part of the United States — have just two days to get here  That s after the Supreme Court on Monday revived portions of President Trump s temporary travel ban  at least until the full court reviews the ban in the fall Refugee advocates in Massachusetts say they are trying to figure out what to do next as the court said some people are exempt from the ban  But it is unclear just who qualifies as an exception  Immigrants Are Anxious For Abdi Yusuf  there s a simple word that describes the feelings not just of his own Somali community  but of all immigrants  angst Yusuf is head of the Somali Development Corporation  It s an agency in Roxbury that helps resettle refugees from the small East African nation  Somali is one of the six mostly Muslim nations — the others are Syria  Iran  Libya  Sudan and Yemen — whose citizens will now likely be blocked from entering the U S  for 90 days President Trump also wants to suspend the entire American refugee program for 120 days  Yusuf says it s hard to find answers for local Somalis worried about the fate of their relatives in refugee camps What Trump says he s looking for are ways to improve the vetting process for those who want to enter the U S Lower courts had blocked Trump s executive order earlier this year  but the Supreme Court is now allowing part of it to proceed with an important exemption  those who already have a  relationship with a person or entity in the U S  Some say the ban could hurt the Massachusetts economy  But that s debatable But she says the travel ban will provide greater benefits in the long run Ban Reinstatement Is  Still Very Confusing Some advocates for refugees say the American vetting process is among the strongest in the world  Jeffrey Thielman  of the International Institute of New England  is one of them  He spent much of Monday trying to figure out just who will be exempt from the travel ban Thielman s group resettles hundreds of immigrants annually from countries including those under the temporary travel ban  He says the organization is hoping the relationship it has with refugees meets the standard set by the Supreme Court  but how that standard is interpreted is up to the Trump administration Massachusetts takes in roughly 2 400 people each year  including refugees  asylum seekers and human trafficking victims  The state Office for Refugees and Immigrants says that number is expected to decrease by about 25 percent in the coming fiscal year Thielman added that you can t grow the economy without immigration  Although the travel ban might not have much impact because of the small numbers  he says it sends a message that people aren t welcome In the meantime  his group has just two days to respond before the ban goes into effect This segment aired on June 27  2017 
956,Part of a series marking the 100 year anniversary of the birth of President John F  Kennedy in Brookline Former President John F  Kennedy would have turned 100 years old this month Born in Brookline  JFK remained a son of Massachusetts during his presidency and came home frequently  In fact  the late president delivered some of his best known speeches in his home state Boston Garden  Nov  7  1960It was the final day of Sen  John F  Kennedy s presidential campaign against Vice President Richard Nixon Kennedy  the young charismatic Democrat  had attracted enormous crowds — from Los Angeles to New York City Now  Kennedy was back home With confetti in his hair and on his jacket  a favorite son delivered his closing argument Kennedy mocked Nixon as ill informed for suggesting that he could ease Cold War tensions with a goodwill trip to eastern Europe Widmer grew up in Boston  worked as a speech writer for President Bill Clinton and is the editor of  Listening In  The Secret White House Recordings of John F  Kennedy  As a candidate  Kennedy talked a lot about jobs and education — but Widmer reminds us that he was also a fierce Cold Warrior It was also part of a hard nosed political speech at the end of a long campaign  But after his election  Kennedy returned home numerous times to deliver speeches that were both prophetic and profound  We Shall Be As A City Upon A Hill The most famous of these speeches is Kennedy s goodbye address to the Massachusetts Legislature  which came two months after the election when he returned to Boston as president elect Kennedy famously evoked the memory of John Winthrop and the early settlers of the Massachusetts Bay colony  as they too   Kennedy said   faced the task of building a new government on a perilous frontier  Widmer says there are good reasons that the  City Upon a Hill  speech is so frequently quoted Kennedy Visits New England While In OfficeMassachusetts was also Kennedy s political base  And in his brief two and a half years as president  he returned at least twice for Democratic Party fundraisers  He was clearly at ease in these settings — at an October 1963 fundraiser in Boston  Kennedy teased his younger brother  Sen  Ted Kennedy Kennedy came back to Massachusetts as well to visit the family base on Cape Cod  where he could sail and indulge his love of the ocean  That inspired another memorable speech  this one at the America s Cup in Newport  Rhode Island JFK s Final Speech In Mass Kennedy wasn t a painter  but he was famously supportive of the arts  So  in late October 1963  he went to Amherst College to receive an honorary degree and attend the groundbreaking of the Robert Frost Library  To honor the poet  Kennedy  the most powerful man in the world  talked about how Frost used poetry to keep power in check Fitzpatrick  author of  Letters to Jackie  Condolences from a Grieving Nation   was 11 at the time of Kennedy s Amherst speech and saw him later that day  She says the speech has a complicated backstory  Frost had famously read a poem at Kennedy s inauguration  But after Frost visited the Soviet Union  the poet claimed that Soviet leader Nikita Khrushchev believed the U S  was too liberal to fight  Fitzpatrick says Kennedy was deeply offended and never spoke to Frost again It was a stark contrast to that final campaign appearance in Boston  as well as to Kennedy s inaugural address  which offered a full throated defense of power  So Widmer says the speech in Amherst — about the limitations of raw power — was a profound bookend to his presidency Amherst was the last major speech Kennedy gave in Massachusetts  Four weeks later  he was shot dead in Dallas This article was originally published on May 22  2017 This segment aired on May 22  2017 
957,New England could lose more than one million acres of forest cover over the next half century  That s the conclusion of researchers at Harvard University This story comes via the New England News Collaborative and was first published by Maine Public This segment aired on November 28  2017 
958,Expectations are high for the defending Super Bowl champions and so is the excitement for fans and players ESPN Boston s Mike Reiss joined Morning Edition to talk about what s going on as the Patriots enter the team s second day of training camp This segment aired on July 28  2017 
959,The future of one of the court orders that blocks portions of President Trump s travel ban order could be decided Friday A ruling by two Boston federal judges blocked enforcement of a ban on non citizen travelers from seven majority Muslim countries The American Civil Liberties Union and Massachusetts Attorney General Maura Healey on Friday are asking for an extension of that restraining order WBUR reporter David Boeri joined Morning Edition from federal court to explain the legal issues surrounding the case This segment aired on February 3  2017 
960,Lawmakers wrestled Friday with a proposal to make Massachusetts a so called sanctuary state where cooperation between federal immigration officials and state and local law enforcement agencies would  by law  be sharply limited Hundreds of supporters and opponents of the measure crowded a public hearing  amid heightened concerns in some immigrant communities about President Trump s deportation policies An executive order issued by Trump to cut funding to sanctuary cities has been blocked  at least temporarily  by a federal judge Republican Gov  Charlie Baker opposes the bill  arguing in a written statement that the legislation would  prevent the Massachusetts State Police from upholding our policy to detain individuals for federal authorities that have been convicted of heinous crimes  like murder and rape  Supporters of the bill said it would improve public safety by reassuring those in the state illegally that they can communicate to local police — either as victims of crime or as witnesses    without fearing deportation Ronnie Millar  head of the Irish International Immigrant Center  said some Irish immigrants are also particularly concerned about calls for a Muslim registry  given the long  and sometimes troubled  history of Irish immigration in Boston Opponents say the bill could harm public safety Bristol County Sheriff Thomas Hodgson  who has offered to send inmates to the U S  Mexico border to help Trump fulfill his Republican campaign promise to build a wall  said it makes no sense to restrict the ability of Massachusetts to work with federal law enforcement agencies Maureen Maloney  whose son Matthew Denice was killed in 2011 after being struck and dragged by a driver in the country illegally  also testified against the measure Maloney said her 23 year old son survived an initial crash Although dozens of legislators signed on as cosponsors of the bill  passage is far from assured  Democratic House Speaker Robert DeLeo  like Baker  has indicated a preference to leave sanctuary status up to individual cities and towns The proposed law would also bar creation of a Muslim registry  prohibit state and local agencies from entering into agreements with the federal government that call for  deputizing  employees to act as immigration officers  and require that anyone in detention be informed of their right to decline an interview with U S  Immigration and Customs Enforcement agents The House recently put off action on a more narrowly focused bill that would prevent state funds from being used to implement agreements between ICE and county sheriffs to provide training for correctional officers in immigration law enforcement  Bristol and Plymouth counties have entered into such partnerships This article was originally published on June 09  2017 
961,The number of refugees  asylum seekers and other foreign born people who settled in Maine last year was the largest in recent years As President Trump rolls out his new effort to restrict immigration and limit the number of refugees allowed into the U S   Maine Public Radio s Fred Bever explains how refugees are screened before resettlement  He tells the account of one refugee who came here from Africa in September 2016 This segment aired on March 8  2017 
962,A Jeep buried in sand in Massachusetts 40 years ago has finally been dug out Work crews early Friday pulled out the rusted remnants of what John Munsnuff says was once his family s  beach buggy  at the home they ve long owned near Ballston Beach in Cape Cod The Jeep had once been painted white with a green interior  It had been stored in a garage that was long ago buried by shifting sand dunes Munsnuff says the family was unable to remove the Jeep or dismantle the now collapsed garage all these years because of environmental regulations around the dunes  which also have swallowed up parts of a nearby town beach parking lot Munsnuff says he snagged a few souvenirs from the barely recognizable wreckage  including the Jeep s hub caps and door handles 
963,Officials from cities around the world will meet in Boston next summer to discuss how to combat global warming on a local level Mayor Marty Walsh decided to hold the summit after the U S  State Department told him a meeting of the world s mayors to discuss climate change wasn t a priority  That meeting  announced during President Obama s last year in office  had been scheduled for this summer Austin Blackmon  Boston s environment chief  says urban centers  which are home to half the world s population and two thirds of energy use and emissions  have a critical role to play    especially since President Trump announced plans to withdraw from the Paris climate agreement Planning for the summit in Boston is still in the early stages  A date and venue haven t yet been chosen Correction  An earlier version of this story said the climate summit announced during the Obama era had been scheduled for last summer  It was scheduled for the summer of 2017  We regret the error This article was originally published on September 20  2017 
964,In just a few hours  former FBI Director James Comey is expected before the Senate Intelligence Committee to detail conversations with President Donald Trump that he says made him deeply uneasy Comey has already filed with the Senate an account of those conversations After reading the Comey filing  former U S  Attorney for Massachusetts Donald Stern says he now has many concerns  He joined Morning Edition ahead of the hearing This segment aired on June 8  2017 
965,President Trump gave a final pitch on the importance of tax overhaul on Wednesday  as the House and Senate said they had reconciled the differences between their bills  Congress is expected to vote on the final bill next week  and Trump says the changes would take effect early next year Read the full text of his remarks  with context and analysis from NPR reporters 
