,text
1176,Authorities say a man who was shot by police has been discharged from a Boston hospital and will face criminal charges The Suffolk County district attorney s office says 32 year old John Mentor will be arraigned Friday on several charges including assault with a dangerous weapon Boston police say Mentor shot at two people Thursday night and then aimed his revolver at two officers who arrived at the scene At least one of the officers fired his gun and hit Mentor in the leg  Mentor was treated at Brigham  amp  Women s Hospital  The officers were not hit Prosecutors say Mentor was previously sentenced to nine years in prison after shooting at two Boston police officers in 2009  Neither officer was struck Mentor is scheduled to be arraigned in West Roxbury Municipal Court 
1177,A longtime television personality who played a beloved clown had died  according to family WCVB TV says 89 year old Frank Avruch  who played Bozo the Clown from 1959 to 1970  has died Avruch was a contributor to the station for over 40 years as a host of  Man About Town   and  The Great Entertainment  He died Tuesday at his Boston home from heart disease  and is survived by his wife Betty  two sons Matthew and Steven and several grandchildren Avruch graduated from Boston University in 1949 with a bachelor s degree in Communication He was an active philanthropist  and was a board member of UNICEF S New England Chapter This article was originally published on March 22  2018 
1178,A Brazilian woman seeking asylum in Boston was reunited with her 9 year old son on Saturday after the boy spent 45 days in federal custody The pair crossed the U S  Mexico border together  but were stopped by immigration officials  The boy was held in a detention center in Texas The reunion happened at Boston Logan International Airport  where the boy arrived by plane Iván Espinoza Madrigal is the director of the Lawyer s Committee for Civil Rights and Economic Justice  a group that has been representing the woman in court  Espinoza Madrigal was on hand for the reunion — just days after lawyers argued in court for the boy s release The mother has been identified as just W R  in court papers  and her son identified as A R He added that an emergency hearing held Thursday made a big difference in the case  as the government reunited the pair without an order from a federal judge  The court has not issued a ruling in the case Although they are back together  Espinoza Madrigal said the mother and son have experienced irreparable harm Espinoza Madrigal said the woman and her son will face a long legal fight ahead to stay in the country  Their lawyers will argue that they deserve asylum because they are fleeing violence This article was originally published on July 14  2018 
1179,A Massachusetts pharmacist convicted of mail fraud and racketeering in connection with a deadly meningitis outbreak is set to be sentenced Prosecutors in Boston s federal court will ask a judge Wednesday to sentence Glenn Chin to 35 years in prison for his role in the 2012 outbreak that killed 76 people and sickened hundreds Chin was cleared in October of second degree murder charges  but convicted on dozens of other counts  Chin s lawyers are asking for about three years behind bars 
1180,Massachusetts voters headed to polling stations across the state to declare their choices in the 2018 midterm elections WBUR s Carrie Jung and Max Larkin spoke with voters casting their ballots in Greater Boston and have this report for All Things Considered This segment aired on November 6  2018 
1181,The 2018 Boston Marathon sure was a rainy one  Here are our photos from throughout the day  Our complete 2018 marathon coverage is here  Here s our story on the various marathon winners  This article was originally published on April 16  2018 
1182,The United States  Britain and France carried out air strikes in Syria early Saturday  The strikes were directed at three sites in the country that were linked to a chemical weapons program Members of the Massachusetts congressional delegation criticized President Trump for taking military action without congressional approval and called on him to explain the U S  strategy in Syria Former U S  ambassador to NATO Nicholas Burns  who is now a professor of diplomacy at Harvard s Kennedy School of Government  joined WBUR s Weekend Edition This segment aired on April 14  2018 
1183,The town of Needham is mourning the loss of two teenagers who died over the weekend after they were hit by a car while crossing the street on Saturday Talia Newfield  16  died at the hospital Saturday evening  and Adrienne Garrido  17  died on Sunday  according to the Norfolk County District Attorney s Office Newfield and Garrido were  according to investigators  crossing at Webster and Holland streets when they were struck at about 5 p m  on Saturday  The intersection is near the high school  where both girls were juniors Needham Schools Superintendent Dan Gutekanst  in an email to Needham Schools families  said the schools will have support staff on hand all week to help students cope with the loss Investigators said they are still looking into the events surrounding the crash With additional reporting from WBUR s Newscast Unit 
1184,A justice on Massachusetts  highest court has denied a bid to block the release of a 70 year old convicted child rapist The decision came Monday from Justice Scott Kafker in the case of Wayne Chapman  who s set to be freed after two examiners concluded he was  no longer sexually dangerous  Chapman was convicted in child rape in 1977  His prison sentence ended in 2004  but he s been civilly committed since then because he was found to be sexually dangerous Court records say Chapman lured young boys into the woods by pretending he was searching for his missing dog and then sexually assaulted them Kafker said Chapman s victims are  understandably upset and frightened  about his potential release  But Kafker said the proper requirements under the law governing Chapman s release were followed 
1185,A powerful nor easter swept across southern New England on Friday  WBUR s reporters and photographers were out covering the storm and its damaging conditions  This article was originally published on March 02  2018 
1186,The Red Sox s victory Wednesday night gives them a 2 0 lead in the best of seven World Series over the Dodgers  The solid hitting and pitching from the team could leave you wondering what can stop the Red Sox from winning another World Series titles WBUR’s Sports and Society reporter Shira Springer was at Fenway Wednesday night and she joined Morning Edition to discuss This segment aired on October 25  2018 
1187,The future of the mayor of Fall River remains in limbo  after city councilors adjourned Tuesday evening before voting on whether he should stay in office Jasiel Correia II is facing federal charges that he defrauded investors of roughly a quarter million dollars This segment aired on October 17  2018 
1188,The mayor of Somerville will be out of the public eye and the office for the next few weeks due to a severe case of shingles Officials say Democratic Mayor Joseph Curtatone was recently hospitalized with the shingles virus  the same virus that causes chicken pox  Though the illness is rarely life threatening  Curtatone s office says he has a severe case that is affecting his inner ear and facial nerves The Centers for Disease Control and Prevention says almost one out of every three people in the country will develop shingles at some point  and anyone who has recovered from chicken pox can still develop the disease Curtatone remains in touch with his staff  and his office says he plans to work remotely in the coming days after recovering 
1189,Bristol County Sheriff Thomas Hodgson is scheduled to meet with senior White House officials Monday to discuss policies on illegal immigration and local cooperation with Immigration and Customs Enforcement The event  titled  The Salute to the Heroes of ICE and CBP   will host Hodgson  as well as a group of about seven sheriffs from across the country Hodgson said he is concerned about efforts to stop an ICE program that trains his officers to help federal immigration agents find and deport illegal immigrants being held in jail  He has called the program critically important for law enforcement The Lawyers’ Committee for Civil Rights and Economic Justice  a civil rights group that operates in Massachusetts  has challenged Hodgson in court about his department s participation in the program 
1190,Massachusetts U S  Sen  Ed Markey joined Morning Edition to describe what he saw this weekend at the nation s southern border  He visited immigrant detention and processing centers to  see first hand what the administration is doing in order to implement the court order  which is to ensure that all children under 5  years old  are reunited with their parents by next Tuesday  This segment aired on July 3  2018 
1191,Becker College in Worcester will soon offer a degree in esports management — the first of its kind in the nation Esports are video game competitions  often watched by large crowds in person and online Becker College School of Design and Technology Dean Alan Ritacco says the industry is growing  so there is a need to train students on the business side Ritacco says the goal is to train students to become esports league managers  coaches  or marketing specialists 
1192,In less than a month  Massachusetts voters will head to the polls to vote in the general  Some of the most notable races are the governor s race and a seat in the U S  Senate James Pindell  Boston Globe reporter and WBUR political analyst  joined Morning Edition to discuss where those races stand now This segment aired on October 12  2018 
1193,With a 5 1 victory over the Dodgers Sunday night  the Boston Red Sox have won their ninth World Series title   their fourth in 15 years It s a winning tradition that puts the Sox s famed 86 year championship drought feel like ancient history For a look at what the Red Sox have accomplished this century is longtime Boston Globe sports writer and columnist Bob Ryan  who joined Jack Lepiarz on Morning Edition This segment aired on October 29  2018 
1194,All of Massachusetts  state senators are pushing President Trump to reunite children and families separated at the U S Mexico border The president s new order is aimed stopping future separations  but what happens to the 2 300 children already separated is unclear The senators  letter to the president says the federal government must reunite them with their parents   and calls separation damaging to families  un American and bad for the country s reputation 
1195,As former President George H W  Bush lies in state at the U S  Capitol  friends and former colleagues are remembering his legacy Andrew Natsios is the current director of the Scowcroft Institute of International Affairs at Texas A amp M s Bush School of Government and Public Service  where the Bush presidential library is located  He previously co chaired the Massachusetts campaign for Bush s 1980 presidential run and later served as director of USAID under President George W  Bush He joined Morning Edition to reflect upon the mood at the Bush school This segment aired on December 4  2018 
1196,Authorities say they are investigating the  suspicious death  of a 6 year old girl in Massachusetts Worcester County District Attorney Joseph Early told reporters that police responding to a 911 call at a Fitchburg home Tuesday found an injured 9 year old boy and a non responsive 6 year old girl Early says the children were taken to the hospital  where the girl was pronounced dead  The district attorney says the boy s injuries are believed to be non life threatening Fitchburg Police Chief Earnest Martineau says it was not a  random act  and there is no danger to the public The officials didn t provide any other details or answer any of reporters  questions  They say the investigation is in the early stages 
1197,Editor s Note  This story includes descriptions of violence and language that some may find upsetting Immigration attorneys in Greater Boston are scrambling this week after a decision from U S  Attorney General Jeff Sessions overturned a precedent determining who is eligible for asylum in the United States Survivors of domestic violence and gang persecution  in many cases  were considered legitimate candidates for asylum — until now Many immigration attorneys say the attorney general s decision is devastating Inside her office Tuesday  Sarah Sherman Stokes  an immigration lawyer and associate director of the Immigrants  Rights and Human Trafficking Program at Boston University s School of Law  shuffled through a binder overflowing with case notes  She stopped to pull out a particular case involving two of her clients — a young brother and sister  In the wake of Sessions  action  she said  the siblings  chances of winning asylum in the U S  just got a lot slimmer Many of Sherman Stokes  clients are survivors of domestic violence or — like the brother and sister she described — fleeing targeted gang violence Sessions said the asylum system can be a loophole for people trying to enter the U S   with some people falsely claiming they ve been victims of domestic violence or gang violence  Even with legitimate claims of such violence  he said in a speech before immigration judges in Virginia   asylum was never meant to alleviate all problems — even all serious problems — that people face every day all over the world  His new guidance  Sessions said  will deter people from coming to the U S  without authorization Sherman Stokes disagrees When a person applies for asylum in the U S   they have to prove they have a credible fear of returning to their own country based on specific categories  So  maybe they have been persecuted because of race  religion  nationality  political opinion or membership in a particular social group  This last category   membership in a particular social group   is where attorneys had been successful in arguing domestic violence and gang violence cases Deborah Anker has been working on asylum cases with domestic violence survivors for decades  She s the founder and director of the Harvard Law School Immigration and Refugee Clinical Program  Anker said the decision from Sessions is a big blow  but she believes attorneys can still prove the need for asylum in some cases  But  she said  it s going to take a lot more work For instance  if a woman reports domestic violence and speaks out against it  maybe she qualifies for asylum based on political opinion Still  other immigration attorneys in Greater Boston aren t very hopeful  Susan Roses said she feels like a crucial tool has been eliminated Roses said attorneys have been using Facebook groups to brainstorm new legal strategies following the decision One of her clients  a Honduran woman  immediately came to mind when she heard about Sessions  decision  The woman was married for 30 years and  Roses said  endured severe abuse from her husband  She was beaten  cut with a machete and repeatedly raped  Roses had believed her client was almost guaranteed to win asylum  But that s changed Roses expects an appeal to the attorney general s decision soon  Until then  she said it s time to think creatively This segment aired on June 13  2018 
1198,Two men convicted in the shooting death of an innocent bystander at a Boston street festival in 2014 have been sentenced to life in prison Keith Williams  21  and Wesson Colas  25  were sentenced in Suffolk Superior Court on Monday after being convicted of first degree murder last month in the death of 26 year old Dawnn Jaffier Prosecutors say the men were rivals who confronted each other with guns near a Caribbean festival in Dorchester  Prosecutors say Williams fired the shot that killed the city youth worker Prosecutors said Colas was responsible because he participated in the gun battle even though he didn t fire the fatal shot Jaffier s brother said during Monday s sentencing hearing that his sister s death has changed his life forever Her father  Ian Jaffier  lamented that he will never see his  superstar  again He also implored young men in Boston to “put down the guns  With reporting by The Associated Press and the WBUR NewsroomThis article was originally published on January 08  2018 
1199,Gas explosions and subsequent fires on Thursday evening caused one death  multiple injuries and widespread damage in the Merrimack Valley  namely Lawrence  North Andover and Andover  Here s the latest news See photos from Associated Press photographers below This article was originally published on September 14  2018 
1200,A member of the violent MS 13 gang has pleaded guilty to his role in the slaying of a 15 year old Boston boy who was lured to his death by a fake Facebook page Federal prosecutors say 21 year old Carlos Melara pleaded guilty last week to racketeering conspiracy Authorities say the El Salvador national and other gang members engaged in a  catfishing  scheme to entice the boy to an East Boston beach in September 2015 by posing as a girl on Facebook who wanted to meet him  Melara  pretending to be the girl s friend  picked up the victim on a scooter and drove him to the beach  where several gang members stabbed him to death Prosecutors say the killing earned Melara promotion within the gang  which has deep Central American ties He is scheduled to be sentenced July 30 
1201,The woman stabbed repeatedly by a Massachusetts man who died after police subdued him using electronic stun guns is expected to survive Susan Tapley tells NBC Boston that her 24 year old daughter Maegan Tapley suffered extensive stabbing and slashing injuries and will have to see an eye specialist and undergo plastic surgery  She’s currently recovering in a local hospital Police in Cohasset responded to report of a disturbance in a home in town Thursday night and found 25 year old Erich Stelzer attacking Tapley with a knife  Officers used stun guns on Stelzer but he became unresponsive while being transported to the hospital  He was later pronounced dead The medical examiner is conducting an autopsy and state police are investigating  Susan Tapley says the two had met on the dating app Tinder 
1202,A prominent Boston lawyer and operator of a sober home has been charged with distributing drugs to people recovering from addictions in exchange for sex Prosecutors say 57 year old David Perry targeted multiple people between 2012 and 2017 and provided false information to probation departments in exchange for sex  drugs and money Perry is the owner operator of Recovery Education Services Inc   a nonprofit that runs a residential facility in Boston s Roxbury neighborhood The Reading man pleaded not guilty Wednesday to multiple charges  including evidence tampering  conspiracy to distribute illegal drugs and sex for a fee Perry s attorney  Peter Pasciucco  says his client denies the allegations and plans on  vigorously defending  against each indictment He is free on $10 000 bond and has been ordered to stay away from the sober house 
1203,Federal prosecutors have suffered a blow in their case against Boston city officials charged with pressuring music festival organizers to hire union workers U S  District Judge Leo Sorokin on Monday denied prosecutors  request to rewrite proposed jury instructions in the case Prosecutors have said they may have to drop the case against Kenneth Brissette and Timothy Sullivan if the judge doesn t change his plans on how to instruct the jury The extortion and conspiracy trial is supposed to begin next week The two aides of Democratic Mayor Marty Walsh are accused of pressuring a music festival s production company into hiring union workers by withholding city permits The dispute over the jury instructions centers on the definition of  obtaining  property under anti extortion law Prosecutors have indicated they ll seek to appeal the judge s decision U S  Attorney Andrew Lelling says his office is disappointed with the judge s decision  and is  reviewing all of our options  
1204,After becoming the first American woman to win the Boston Marathon since 1985 earlier this year  Desiree Linden is back in Boston  running a 10K road race that starts and finishes at Boston Common Earlier this week the city honored her by declaring June 20  Des Linden Day   WBUR s Alex Ashlock spoke with Linden at City Hall This segment aired on June 24  2018 
1205,Authorities say a 7 year old boy was struck and killed by a skid steer loader on Cape Cod The Harwich Fire Department says the child was hit by the machine and critically injured Saturday afternoon  The child was taken to the hospital  where he was pronounced dead The child has not been identified State Police say  evidence suggests the death was a tragic accident  No other details were immediately released 
1206,Former First Lady Michelle Obama was in Dorchester on Saturday encouraging young women of color at the Boys  amp  Girls Club to dream big Obama made the stop before heading to the TD Garden arena to promote her new memoir   Becoming   as part of her 10 city tour  The book mostly focuses on her life — from growing up on Chicago s South Side  to her time in the White House At the Boys  amp  Girls Club  Obama spoke with young woman involved with the Black Girls Rock  a women s empowerment and mentorship organization  While the round table discussion focused on goals and dreams  the former first lady told the college aged women that it is also necessary to explore During the discussion  young women  like 17 year old Nalany Guerrier  asked questions about success This article was originally published on November 25  2018 
1207,Updated 4 45 p m  ETA Massachusetts college student has been hospitalized for exposure to spilled chemicals at a university lab The Boston Fire Department responded to a hazmat situation at the Boston University Life Science and Engineering building on Saturday shortly after noon  The department says the BU graduate student mixed and then spilled an unknown chemical in the lab The male student received a contact injury  he is described by fire officials to have irritated skin and is conscious The building is deemed to be safe and has been decontaminated This article was originally published on June 30  2018 
1208,Dozens of retired state and federal judges called Wednesday on U S  immigration officials to stop making arrests at courthouses of people suspected of being in the country illegally  saying immigrants should be free to visit halls of justice without fearing they will be detained Nearly 70 former judges from 23 states — including federal judges and state supreme court justices — said in a letter sent to Acting U S  Immigration and Customs Enforcement Director Ronald Vitiello that courthouse arrests are disrupting the criminal justice system The judges are urging Vitiello to add courthouses to the list of so called  sensitive locations  that are generally free from immigration enforcement  like schools and places of worship  They say that only  unequivocal guarantees and protections will restore the public s confidence that it can safely pursue justice in our nation s courts  The Brennan Center for Justice at New York University Law School helped organize the letter  whose signers include judges appointed by both Democratic and Republican governors Immigration officials have said communities are forcing their hand by refusing to transfer immigrants in local prisons and jails to ICE custody  They also argue that courthouse arrests are safer for agents because people have to go through metal detectors when they enter courthouses ICE says it s going into courthouses only for certain targets  like gang members and public safety threats and immigrants who have been previously deported or ordered to leave ICE officials didn t immediately respond to a request for comment Wednesday Courthouse arrests happened under Democratic President Obama  but advocates and lawyers across the country have said the practice has increased under Republican President Trump  creating tensions between judges and federal agents in many states In Massachusetts  a state court judge is under federal investigation after she appeared to help an immigrant believed to be living in the U S  illegally evade an ICE agent who was waiting to pick him up at the courthouse  The Boston Globe reported This article was originally published on December 12  2018 
1209,A Massachusetts man is facing attempted murder charges after authorities say he stabbed a tow truck driver who struck and killed his mother The Middlesex district attorney s office says 38 year old Philip Horner faces arraignment Thursday in Waltham District Court Police say 68 year old Benita Horner  of Belmont  was struck as she crossed a Watertown street late Wednesday morning  She was pronounced dead at the scene Police say Philip Horner stabbed the 60 year old driver multiple times in the torso  The unnamed driver remained in the hospital Thursday Authorities did not disclose the relationship between Philip and Benita Horner but witnesses say Philip Horner shouted  You killed my mom   after the accident while the driver said  I didn t see her  It could not immediately be determined if Philip Horner had a lawyer 
1210,The New England Patriots open their season Sunday afternoon at Gillette Stadium in a game against the Houston Texans WBUR s Shira Springer joined Weekend Edition to discuss what s ahead this season for the team and the NFL as controversies continue This segment aired on September 9  2018 
1211,A federal judge on Monday denied the Trump administration s bid to throw out a lawsuit that alleges its decision to end special protections shielding Haitian  Salvadoran and Honduran immigrants from deportation was racially motivated U S  District Judge Denise Casper s ruling means the case that seeks to block the administration from terminating temporary protected status for thousands of immigrants from those three countries can move forward  She also rejected the administration s request to remove Republican President Trump as a defendant in the case Casper denied one of the group s requests for relief but allowed all other claims to move forward  saying the immigrants have made plausible constitutional claims The Department of Justice didn t immediately respond to an email seeking comment Last month  a federal judge in San Francisco refused to throw out a similar lawsuit challenging the administration s decision to end the protections for immigrants from El Salvador  Haiti  Nicaragua and Sudan Temporary protected status provides safe havens for people from countries experiencing armed conflicts  natural disasters and other challenges The program has been continuously extended for Haitians since a 2010 earthquake  Protections for El Salvadorans have been in place since earthquakes devastated the country in 2001  For Hondurans  the program known as TPS has been in place since 1999 after Hurricane Mitch devastated the Central American nation the year before The Trump administration argues that conditions in the countries have improved and that the program was not designed for the protections to be continuously extended 
1212,Five married Rhode Island and Massachusetts couples are accusing the Trump administration of illegally detaining the immigrant spouses of American citizens The couples  who are being represented by the American Civil Liberties Union of Massachusetts  say their immigrant spouses were detained while following government regulations for obtaining lawful immigration status based on their marriages to Americans  The ACLU  along with the law firm WilmerHale  filed the class action lawsuit Tuesday in Boston federal court Lilian Calderon is among the spouses taken into custody  She has lived in the United States since she was 3 years old  and has two American children  ages 2 and 4  When she showed up in Providence in January for her interview to get legal residence based on her marriage to Luis Gordillo  who is an American citizen  Immigration and Customs Enforcement  ICE  agents detained her and took her to the Suffolk County House of Correction in Boston A month later  Calderon was released She has a stay of removal from the country that expires in May In two other cases  the immigrant spouses have been told to leave the country on April 24 and May 2 The couples are caught between contradicting policies of U S  Citizenship and Immigration Services  USCIS  and ICE  In 2016  USCIS allowed some spouses of American citizens to remain in the U S  while pursuing legal immigration status  But ICE has adopted a policy of detaining the same people The spouses are from Guatemala  Brazil  El Salvador and China A spokeswoman for USCIS referred WBUR to the office of the U S  attorney for Massachusetts  which did not return an email asking for comment 
1213,A young Massachusetts woman who as a teenager sent her boyfriend text messages urging him to kill himself before he did so has asked the state s highest court to overturn her involuntary manslaughter conviction Michelle Carter s lawyers say in the Feb  5 appeal to the Supreme Judicial Court that a conviction based on  words alone  violates her free speech and other constitutional rights The 21 year old Carter was convicted in June in the 2014 death of 18 year old Conrad Roy III and later was sentenced to 15 months in jail  Carter was 17 when Roy died A judge said Carter caused Roy s death when she told him to  get back in  his truck as it was filling with carbon monoxide in Fairhaven A prosecutor says the conviction was warranted 
1214,Former Newton Mayor Setti Warren announced Thursday morning that he is dropping out of the Massachusetts gubernatorial race  mostly due to a lack of money Lauren Dezenski  from Politco and the podcast  The Horse Race   joined WBUR s Morning Edition to discuss the Democrat s unexpected move This segment aired on April 26  2018 
1215,As the 1 1 New England Patriots look ahead to Sunday night s game against the Lions in Detroit  WBUR reporter Shira Springer joined WBUR s Weekend Edition to catch up on a new book about Patriots head coach Bill Belichick  and also explore some other football stories with Massachusetts college connections This segment aired on September 22  2018 
1216,Jury selection begins in Boston federal court Tuesday in the trial of six people who worked at the defunct New England Compounding Center  NECC  linked to a deadly 2012 fungal meningitis outbreak These are among the last men and women to go on trial in connection with the outbreak  which killed 64 people and sickened nearly 700 others in 20 states across the country  Two other defendants still face trial The six defendants aren t being charged with the deaths  Instead  they face charges of fraud and racketeering  The four licensed pharmacists  a pharmacy technician and a vice president at NECC are accused of knowingly marketing tainted drugs  deceiving the FDA  or shipping mislabeled drugs The defendants include pharmacists Gene Svirskiy  Christopher Leary  Joseph Evanovsky and Alla Stepanets  Pharmacy technician Sharon Carter is also on trial along with Gregory Conigliaro  a part owner and vice president in charge of regulatory compliance at NECC There were 14 people total indicted back in 2014 in what authorities called the biggest criminal case over contaminated medicine ever brought in the U S Barry Cadden  the head of the company  and Glenn Chin  the supervising pharmacist  are already serving time  nine and eight years  respectively  for racketeering and mail fraud  Both were acquitted of murder charges Other defendants pleaded guilty to different charges  including fraud and illegally transferring assets after the outbreak Correction  An earlier version of this story said eight defendants face trial starting Tuesday  Two of those defendants face trial later on  We regret the error This article was originally published on October 02  2018 
1217,State Police have arrested a corrections officer for punching an 86 year old inmate in the face at a maximum security state prison in Massachusetts The Worcester District Attorney s Office says 35 year old Joseph Sampson struck the inmate three times at Souza Baranowski Correctional Center in Lancaster on Dec  20  Sampson has been charged with assault and battery on a person over 60 Sampson s attorney Kenneth Anderson says his client acknowledges striking the inmate  but says the prisoner was trying to bite him and spitting at him Anderson says his client feels his actions were  consistent with DOC  Department of Correction  policies and his training  The department says Sampson has been placed on paid leave pending the outcome of the investigation Authorities have not identified the inmate 
1218,Questions are being asked about the warning signs in the behavior of the alleged school shooter in Parkland  Fla  that were either missed or not reported to authorities WBUR s All Things Considered host Lisa Mullins spoke with Dan Linskey  a former Boston police chief who is now a managing director at the security risk management firm Kroll  Linskey said the lack of action in the case of the Parkland shooter is a lesson for all This segment aired on February 15  2018 
1219,An African American historic site has been vandalized with racist graffiti The outside of the 19th century African Meeting House in Nantucket was spray painted with racist and sexually explicit slurs The Nantucket Police Department is investigating the incident  and gathered evidence before dozens of community members scrubbed the paint off the front door on Sunday morning The director of the African Meeting House Charity Grace Mofsen told the Cape Cod Times   I broke down   as she reacted to seeing the graffiti Mofsen said if she had an opportunity to speak with the person or people responsible  she would invite them inside the building to show them the rich history of Africans Americans on Nantucket  The building was constructed around 1820 Police are asking the public for any information involving the vandalism 
1220,A funeral Mass was held Thursday morning for James  Whitey  Bulger in the mobster s native South Boston The private Catholic service was held at St  Monica St  Augustine Church on Old Colony Avenue  the Boston Archdiocese said in a statement The 89 year old Bulger  who was serving two consecutive life sentences for murder and other crimes  was killed in a West Virginia prison last week  He had just been transferred to the facility He added   As Catholic priests we are called to bury the dead and pray for God’s justice and mercy  We entrust our final judgement to God  Bulger s brother  William  who was state Senate president and head of the University of Massachusetts system  reportedly attended the funeral Mass Also reportedly spotted  Margaret McCusker  the twin sister of  Whitey  Bulger s longtime girlfriend  Catherine Greig  Greig is serving a prison sentence for helping Bulger while he was a fugitive Bulger s body was present at the service and the burial is private  the archdiocese said  according to The Associated Press Two Massachusetts mobsters are under suspicion in Bulger s killing  the AP has reported  No charges have been filed This article was originally published on November 08  2018 
1221,A Massachusetts high school student is accused of threatening to commit a school shooting in a video posted on Snapchat The Middlesex District Attorney s Office said Tuesday the video depicts a 15 year old male student holding what appears to be an assault rifle and threatening to commit a school shooting  Police later determined the teen was holding a pellet gun Authorities say the video was distributed to four students at Shawsheen Valley Technical High School in Billerica  They say the teen s mother saw the video and reported it  Her son attends the high school The school wrote on Twitter that while  there was no threat or incident  at the school  it s  grateful  for the response from local authorities 
1222,There s still plenty of cleaning up to do in the central Massachusetts towns of Webster and Dudley after a tornado hit this weekend The storm brought winds of more than 100 mph Saturday  One person was hurt and several buildings were damaged Christopher Besse of the Massachusetts Emergency Management Agency joined Morning Edition to discuss the cleanup effort This segment aired on August 6  2018 
1223,Jury deliberations are continuing in the case of six former employees of the Massachusetts facility responsible for the 2012 fungal meningitis outbreak that killed 76 people and sickened hundreds Jurors in the latest case stemming from the outbreak linked to the now closed New England Compounding Center are scheduled to return to federal court on Monday after failing to reach a verdict Friday The former employees face mail fraud  racketeering and conspiracy charges The pharmacy s co founder  Barry Cadden  and a pharmacist  Glenn Chin  are already serving prison sentences after being convicted of mail fraud and racketeering  They were both cleared of second degree murder The outbreak sickened more than 700 people in 20 states and is considered the worst public health crisis in recent U S  history 
1224,A longtime Boston area tennis coach has been charged with inappropriately touching one of his young students Eric Rosales was released on personal recognizance Friday after pleading not guilty to indecent assault Prosecutors say the 57 year old Rosales  who lives in Boston s Allston neighborhood  hugged the girl  touched her buttocks and breasts and kissed her neck before a lesson at a Boston park in August The girl  described only as a young teen  informed a family member Rosales  lawyer said in court that his client denies the allegations and in 40 years of teaching tennis has never been accused of anything inappropriate  and has no criminal record of any sort Prosecutors had requested $5 000 bail 
1225,While a lot of people are shoveling out today  others are drying out  Historically high tides caused flooding all along the coast  with chunks of ice and snow coming in with the high water Water poured into Boston s Seaport District and Long Wharf Thursday  where WBUR s Max Larkin was  He told Morning Edition about what he saw This segment aired on January 5  2018 
1226,Massachusetts 5th District Congresswoman Katherine Clark has taken a big jump up in terms of clout in the Democratic Party and in Congress Her peers have elected her vice chair of the House Democratic Caucus  That makes her the sixth highest ranking member of House leadership  And  the second highest ranking woman  behind Nancy Pelosi  who is expected to become House speaker Congresswoman Katherine Clark joined All Things Considered on the phone from Washington on Thursday This segment aired on November 29  2018 
1227,The New England Patriots have already played in more Super Bowls than any other team in the NFL  They ll extend that record in two weeks when they make their 10th Super Bowl appearance ESPN com football writer Mike Reiss joined Morning Edition to talk about Sunday night s game This segment aired on January 22  2018 
1228,The weather is not forecast to be ideal weather for today s Boston Marathon  It will be chilly and very rainy For more on how the weather could affect marathon participants  Dr  Thomas Gill  director of the Boston Sports Medicine and Research Institute at New England Baptist Hospital  joined Morning Edition This segment aired on April 16  2018 
1229,The central Massachusetts town of West Brookfield is looking for answers three weeks after the murder of a local family Thirty eight year old Sara Bermudez and her three children  8 year old Madison  6 year old James and 2 year old Michael  were found dead inside their home  Their deaths were ruled homicides  and little additional information has been released to the public And in the absence of updates  many people in town are facing rumors and a fear of the unknown  The Unknown Is The Scary Part On the West Brookfield website  the community refers to itself as a quintessential New England town  and by many accounts it is  The town common is situated between churches and historical homes  There s a seasonal farmer s market and a summer concert series at the town bandstand But for the last few weeks  a number of the town s 3 000 or so residents have been on edge Sitting in a booth at Northeast Pizza on Route 9  Denise Smith is waiting for her meal From the parking lot you can see the Bermudez family home  with its blue shutters and two car garage  That s where Sara Bermudez and her three young children had lived for several years  and it s where they would ultimately be found murdered A few days after authorities discovered their deaths  the Worcester County district attorney s office asked for the public s help in locating a yellow fuel canister police said appeared to be missing from the home  Since then  there s been no additional information released to the public Smith says she s taken some precautions in the meantime  but she s not exactly sure what to be looking for On a community Facebook page  there s a struggle playing out among some townspeople  trying to balance a fear of the unknown with a respect for the Bermudez s privacy There are posts urging neighbors not to speculate and instead support the family through memorials and fundraisers  A GoFundMe page has raised more than $17 000 to support Moses Bermudez  Sara Bermudez s husband and father of Madison  James and Michael Moses Bermudez grew up in the West Brookfield area and met Sara in her native El Salvador  the country where Moses  father was born  Moses and Sara Bermudez started their family in El Salvador and after living briefly in California  moved back to Massachusetts Back at Northeast Pizza  Smith says the entire community is shaken and anxiously waiting to hear more from the authorities  It Just Leaves You On Edge Jonathan Ela  22  works at George s Pizza in the center of town The Bermudez family ties to El Salvador and California seem to have generated the speculation in the community about gangs  specifically a Salvadoran based gang  MS 13  which originated in California  President Trump has made combating MS 13 violence in the U S  a priority  and he s quick to mention the gang by name in the national media But a law enforcement source with knowledge of the investigation tells WBUR there is no evidence suggesting MS 13 involvement in the murders at this time Reached briefly by phone  Moses Bermudez said he has no comment right now  His family has said he was working in California as a longshoreman when the murders occurred West Brookfield Police Chief Thomas O Donnell says he understands there is tension in the community but assures the town that state police detectives are casting a wide net and doing everything they can to provide some answers This story was reported in collaboration with the Worcester Telegram  amp  Gazette  With reporting from WBUR s Simón Rios This segment aired on March 21  2018 
1230,WBUR s Jack Lepiarz speaks with Highway Administrator Jonathan Gulliver on All Things Considered ahead of construction on the Commonwealth Avenue Bridge in Boston  It s scheduled to begin Thursday night This segment aired on July 25  2018 
