,dist_code,stop_id,Impacted T,Proportion,REP,rep_dist,Rep Party,route_ids,Stop Name,Town,Town Id,tract_id,Impacted P,Income,income_level,Repdistnum
7451,NOR02,3405.0,"418003,418102,418004,418101,418200","0.05,0.71,0.02,0.06,0.09",Tackey Chan (D),2nd Norfolk,(D),215,Copeland St @ Furnace Ave,QUINCY,243.0,418200,559.0,65873.0,2.0,98.0
7452,NOR02,3337.0,"418003,418102,418004,418101,418200","0.23,0.66,0.45,0.21,0.01",Tackey Chan (D),2nd Norfolk,(D),215,35 Copeland St,QUINCY,243.0,418004,969.0,66100.0,2.0,98.0
7453,SUFF14,8975.0,"402102,402400,402200,140102,980700","0.26,0.01,0.30,0.50,0.01",Angelo M. Scaccia (D),14th Suffolk,(D),33,River St @ Solaris Rd,BOSTON,35.0,140102,493.0,84544.0,2.0,137.0
7454,NOR03,3784.0,"417701,418004,418101,417902,418002","0.43,0.16,0.13,0.50,0.28",Ronald Mariano (D),3rd Norfolk,(D),225,Quincy Ave @ School St,QUINCY,243.0,418002,1618.0,67051.0,2.0,99.0
7455,PLYM03,3597.0,501102,0.17,Joan Meschino (D),3rd Plymouth,(D),220,Downer Ave @ Planters Field Ln,HINGHAM,131.0,501102,160.0,141902.0,3.0,114.0
7456,SUFF14,6527.0,"140300,140201,140102,140107,130406,980700","0.12,0.00,0.29,0.71,0.01,0.26",Angelo M. Scaccia (D),14th Suffolk,(D),"33,40",272 Reservation Rd opp Brainard St,BOSTON,35.0,980700,546.0,57306.0,2.0,137.0
7457,NOR02,3404.0,"418003,418102,418004,418101,418200","0.01,0.55,0.00,0.02,0.11",Tackey Chan (D),2nd Norfolk,(D),215,Copeland St opp Badgers Ln,QUINCY,243.0,418200,427.0,66426.0,2.0,98.0
7458,NOR02,4383.0,"418102,418101,418200,416400,417100,417602","0.37,0.27,0.04,0.01,0.55,0.00",Tackey Chan (D),2nd Norfolk,(D),245,Adams St @ Adams Plaza,QUINCY,243.0,417100,1047.0,82072.0,2.0,98.0
7459,NOR03,35301.0,"417901,417802,422800,422700","0.57,0.04,0.03,0.05",Ronald Mariano (D),3rd Norfolk,(D),"220,222,221",Washington St @ Fore River Bridge,QUINCY,243.0,417901,739.0,54886.0,2.0,99.0
7460,NOR02,3411.0,"418003,418102,418004,418101,418200","0.23,0.67,0.44,0.20,0.01",Tackey Chan (D),2nd Norfolk,(D),215,38 Copeland St,QUINCY,243.0,418004,958.0,66056.0,2.0,98.0
7461,NOR04,3656.0,"501102,422800","0.01,0.30",James Michael Murphy (D),4th Norfolk,(D),221,River St opp Fort Point Rd,WEYMOUTH,336.0,422800,91.0,79849.0,2.0,100.0
7462,NOR01,3397.0,"418102,418101,418200,416400,417200,417100","0.18,0.00,0.07,0.11,0.00,0.28",Bruce J. Ayers (D),1st Norfolk,(D),"217,215",77 Robertson St,QUINCY,243.0,418200,495.0,91989.0,2.0,97.0
7463,NOR07,4155.0,"418200,416101","0.00,0.21",William J. Driscoll (D),7th Norfolk,(D),240,Randolph Ave @ Reed St,MILTON,189.0,416101,89.0,147422.0,3.0,103.0
7464,NOR02,3344.0,"418003,418102,418004,418101,418200","0.02,0.57,0.00,0.02,0.11",Tackey Chan (D),2nd Norfolk,(D),215,Copeland St @ Badgers Ln,QUINCY,243.0,418200,441.0,66522.0,2.0,98.0
7465,NOR02,3338.0,"418003,418102,418004,418101,418200","0.25,0.74,0.31,0.17,0.02",Tackey Chan (D),2nd Norfolk,(D),215,Copeland St @ Buckley St,QUINCY,243.0,418004,889.0,66574.0,2.0,98.0
7466,NOR01,3403.0,"418102,418101,418200","0.42,0.00,0.12",Bruce J. Ayers (D),1st Norfolk,(D),215,307 Willard St,QUINCY,243.0,418200,344.0,67644.0,2.0,97.0
7467,NOR11,16618.0,"402500,402400","0.12,0.16",Paul McMurtry (D),11th Norfolk,(D),"34E,70A",Washington St @ Richards St,DEDHAM,73.0,402500,131.0,104959.0,2.0,107.0
7468,NOR02,4326.0,"418102,418101,418200,416400,417100,417602","0.36,0.26,0.04,0.01,0.55,0.00",Tackey Chan (D),2nd Norfolk,(D),245,529 Adams St,QUINCY,243.0,417100,1032.0,82318.0,2.0,98.0
7469,NOR02,3410.0,"418003,418102,418004,418101,418200","0.25,0.75,0.29,0.16,0.03",Tackey Chan (D),2nd Norfolk,(D),215,Copeland St opp Buckley St,QUINCY,243.0,418004,880.0,66740.0,2.0,98.0
7470,SUFF14,6513.0,"402102,402200,140201,140102,980700","0.18,0.16,0.03,0.62,0.04",Angelo M. Scaccia (D),14th Suffolk,(D),"33,32",River St @ Vallaro Rd,BOSTON,35.0,140102,498.0,80729.0,2.0,137.0
7471,NOR04,3645.0,"501102,422800","0.01,0.30",James Michael Murphy (D),4th Norfolk,(D),221,River St @ Fort Point Rd,WEYMOUTH,336.0,422800,91.0,79849.0,2.0,100.0
7472,PLYM03,3566.0,"501102,501101","0.05,0.13",Joan Meschino (D),3rd Plymouth,(D),220,North St @ Otis St,HINGHAM,131.0,501101,83.0,141521.0,3.0,114.0
7473,NOR01,3352.0,"418102,418101,418200,416400,417200,417100","0.18,0.00,0.07,0.11,0.00,0.29",Bruce J. Ayers (D),1st Norfolk,(D),"217,215",Robertson St opp Ellis St,QUINCY,243.0,418200,505.0,92100.0,2.0,97.0
7474,SUFF14,8973.0,"402102,402200,140201,140102,980700","0.17,0.15,0.03,0.63,0.04",Angelo M. Scaccia (D),14th Suffolk,(D),33,River St opp Vallaro Rd,BOSTON,35.0,140102,496.0,80653.0,2.0,137.0
7475,PLYM03,3589.0,"501102,501101","0.04,0.13",Joan Meschino (D),3rd Plymouth,(D),220,North St @ Otis St,HINGHAM,131.0,501101,74.0,141499.0,3.0,114.0
7476,NOR01,3345.0,"418102,418101,418200","0.42,0.00,0.12",Bruce J. Ayers (D),1st Norfolk,(D),215,Willard St @ Copeland St,QUINCY,243.0,418200,344.0,67644.0,2.0,97.0
7477,SUFF14,6523.0,"402102,140102,140107,130406,980700","0.26,0.26,0.00,0.30,0.22",Angelo M. Scaccia (D),14th Suffolk,(D),"33,40",Alwin St @ Dedham Pkwy,BOSTON,35.0,140102,516.0,54084.0,2.0,137.0
7478,SUFF14,6406.0,"416102,140300,140201,140202,140102","0.04,0.10,0.19,0.69,0.01",Angelo M. Scaccia (D),14th Suffolk,(D),24,Washington St @ Garfield Ave,BOSTON,35.0,140202,771.0,80337.0,2.0,137.0
7479,NOR11,61867.0,"402500,402400","0.12,0.16",Paul McMurtry (D),11th Norfolk,(D),"34E,70A",Washington St @ Metcalf St,DEDHAM,73.0,402500,131.0,104959.0,2.0,107.0
7480,NOR04,3622.0,"417901,417802,422800,422700","0.00,0.01,0.19,0.25",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St opp Evans St,WEYMOUTH,336.0,422700,140.0,76450.0,2.0,100.0
7481,NOR04,3533.0,"417901,417802,422800,422700","0.01,0.01,0.18,0.24",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Evans St,WEYMOUTH,336.0,422700,146.0,75880.0,2.0,100.0
7482,NOR02,3421.0,"417701,418004,418101,417902,418002","0.45,0.16,0.14,0.48,0.26",Tackey Chan (D),2nd Norfolk,(D),225,Hancock St @ Elm st,QUINCY,243.0,417701,1612.0,66907.0,2.0,98.0
7483,NOR07,4146.0,"416300,416200,416101","0.08,0.13,0.14",William J. Driscoll (D),7th Norfolk,(D),"245,240",Reedsdale Rd @ Canton Ave,MILTON,189.0,416101,197.0,131459.0,3.0,103.0
7484,SUFF14,56567.0,"416102,140300,140201,140202,140102,140107,980700","0.00,0.13,0.28,0.31,0.36,0.07,0.03",Angelo M. Scaccia (D),14th Suffolk,(D),32,1532 Hyde Park Ave opp Reservation Rd,BOSTON,35.0,140201,719.0,73938.0,2.0,137.0
7485,SUFF14,8948.0,"402102,140102,140107,130406,980700","0.26,0.26,0.00,0.31,0.22",Angelo M. Scaccia (D),14th Suffolk,(D),33,Alwin St @ Dedham Pkwy,BOSTON,35.0,140102,524.0,54018.0,2.0,137.0
7486,NOR04,3707.0,"422800,422700,422600","0.36,0.48,0.01",James Michael Murphy (D),4th Norfolk,(D),222,Sea St opp Pearl St,WEYMOUTH,336.0,422700,268.0,77769.0,2.0,100.0
7487,SUFF14,1618.0,"402102,140102,130406,980700","0.34,0.23,0.36,0.16",Angelo M. Scaccia (D),14th Suffolk,(D),40,84 Georgetowne Pl,BOSTON,35.0,130406,589.0,57638.0,2.0,137.0
7488,NOR02,3327.0,"417701,418004,418101,417902,417901,418002","0.47,0.15,0.15,0.48,0.00,0.24",Tackey Chan (D),2nd Norfolk,(D),"236,215,225,238,230",Hancock St @ Hancock Court,QUINCY,243.0,417701,1614.0,66754.0,2.0,98.0
7489,NOR04,3534.0,"417802,422800,422700,422600","0.00,0.23,0.29,0.00",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Sherwood Rd,WEYMOUTH,336.0,422800,163.0,77587.0,2.0,100.0
7490,SUFF14,8337.0,"402102,140300,140201,140102,140107,980700","0.03,0.02,0.12,0.70,0.01,0.08",Angelo M. Scaccia (D),14th Suffolk,(D),33,River St opp Turtle Pond Pkwy,BOSTON,35.0,980700,486.0,74054.0,2.0,137.0
7491,SUFF14,8955.0,"402102,140300,140201,140102,140107,980700","0.03,0.02,0.12,0.70,0.01,0.08",Angelo M. Scaccia (D),14th Suffolk,(D),33,Turtle Pond Pkwy @ River St,BOSTON,35.0,140102,486.0,74054.0,2.0,137.0
7492,NOR04,3621.0,"417802,422800,422700,422600","0.00,0.23,0.29,0.00",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St opp Sherwood Rd,WEYMOUTH,336.0,422800,163.0,77587.0,2.0,100.0
7493,SUFF14,22818.0,"416102,140300,140201,140202,140102,140107,980700","0.00,0.14,0.27,0.33,0.35,0.09,0.03",Angelo M. Scaccia (D),14th Suffolk,(D),32,Hyde Park Ave @ Reservation Rd,BOSTON,35.0,140201,744.0,73760.0,2.0,137.0
7494,NOR07,4201.0,"416300,416200,416101","0.09,0.14,0.13",William J. Driscoll (D),7th Norfolk,(D),"245,240",Reedsdale Rd @ Academy Lane,MILTON,189.0,416101,205.0,130659.0,3.0,103.0
7495,NOR04,3532.0,"417901,417802,422800,422700","0.03,0.02,0.17,0.22",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Bluff Rd,WEYMOUTH,336.0,422800,163.0,73637.0,2.0,100.0
7496,NOR04,3652.0,"501102,422800,422700,422600","0.00,0.40,0.33,0.02",James Michael Murphy (D),4th Norfolk,(D),221,Neck St opp Lovell St,WEYMOUTH,336.0,422800,232.0,78047.0,2.0,100.0
7497,SUFF14,6516.0,"402102,140300,140201,140102,140107,980700","0.04,0.02,0.11,0.70,0.01,0.08",Angelo M. Scaccia (D),14th Suffolk,(D),33,Turtle Pond Pkwy @ River St,BOSTON,35.0,140102,488.0,74128.0,2.0,137.0
7498,SUFF14,6395.0,"416102,416200,140400,140300,140202","0.01,0.21,0.00,0.27,0.50",Angelo M. Scaccia (D),14th Suffolk,(D),24,Metropolitan Ave @ Norris Rd,BOSTON,35.0,140202,840.0,79512.0,2.0,137.0
7499,SUFF14,2819.0,"140300,140201,140202,140102,140107,980700","0.55,0.05,0.23,0.05,0.84,0.03",Angelo M. Scaccia (D),14th Suffolk,(D),32,Hyde Park Ave @ Pingree St,BOSTON,35.0,140300,1085.0,63400.0,2.0,137.0
7500,NOR04,3623.0,"417901,417802,422800,422700","0.03,0.02,0.16,0.22",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St opp Bluff Rd,WEYMOUTH,336.0,422800,161.0,73540.0,2.0,100.0
7501,NOR07,4153.0,416101,0.21,William J. Driscoll (D),7th Norfolk,(D),240,Randolph Ave @ Reedsdale Rd,MILTON,189.0,416101,89.0,147422.0,3.0,103.0
7502,NOR11,61871.0,"402102,402500,402400,402101,130402,130404,130406","0.21,0.00,0.15,0.13,0.03,0.08,0.14",Paul McMurtry (D),11th Norfolk,(D),"35,70A,34E,34",106 Washington St (on bridge),DEDHAM,73.0,402400,389.0,76792.0,2.0,107.0
7503,NOR03,3786.0,"417701,418004,417902,418002","0.21,0.07,0.67,0.55",Ronald Mariano (D),3rd Norfolk,(D),225,Quincy Ave @ Blanchard Rd,QUINCY,243.0,418002,1628.0,69534.0,2.0,99.0
7504,NOR07,4194.0,416101,0.21,William J. Driscoll (D),7th Norfolk,(D),240,Randolph Ave @ Reedsdale Rd,MILTON,189.0,416101,89.0,147422.0,3.0,103.0
7505,SUFF14,89411.0,"140300,140201,140202,140102,140107,980700","0.16,0.19,0.11,0.40,0.29,0.10",Angelo M. Scaccia (D),14th Suffolk,(D),"33,32",River St @ Church St,BOSTON,35.0,140102,651.0,67091.0,2.0,137.0
7506,NOR02,3313.0,"417901,417802,417801","0.01,0.79,0.00",Tackey Chan (D),2nd Norfolk,(D),"216,214",Palmer St @ Snug Harbor Community School,QUINCY,243.0,417802,171.0,26910.0,0.0,98.0
7507,NOR04,3547.0,"501102,422800,422700,422600","0.09,0.03,0.04,0.02",James Michael Murphy (D),4th Norfolk,(D),220,Lincoln St @ Beal St,HINGHAM,131.0,501102,115.0,111510.0,2.0,100.0
7508,SUFF14,36466.0,"140300,140201,140202,140102,140107,140105,980700","0.56,0.04,0.22,0.05,0.85,0.00,0.03",Angelo M. Scaccia (D),14th Suffolk,(D),"40,50,32",Hyde Park Ave @ Oak Street,BOSTON,35.0,140300,1087.0,63167.0,2.0,137.0
7509,NOR03,3732.0,"417701,418004,417902,418002","0.22,0.07,0.67,0.55",Ronald Mariano (D),3rd Norfolk,(D),225,Quincy Ave @ Scammell St,QUINCY,243.0,417902,1642.0,69492.0,2.0,99.0
7510,SUFF14,22819.0,"140300,140201,140202,140102,140107,980700","0.24,0.19,0.39,0.25,0.28,0.02",Angelo M. Scaccia (D),14th Suffolk,(D),32,Hyde Park Ave @ Glenwood Ave,BOSTON,35.0,140300,877.0,71602.0,2.0,137.0
7511,NOR04,3535.0,"422800,422700,422600","0.25,0.30,0.00",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St opp Birchbrow Ave,WEYMOUTH,336.0,422800,172.0,77591.0,2.0,100.0
7512,NOR07,4373.0,"418200,416400,416101","0.01,0.35,0.02",William J. Driscoll (D),7th Norfolk,(D),245,Edgehill Rd opp Westvale Rd,MILTON,189.0,416400,173.0,125262.0,2.0,103.0
7513,NOR03,3630.0,"417701,417702,417902,417901,418002","0.02,0.00,0.60,0.64,0.06",Ronald Mariano (D),3rd Norfolk,(D),"220,222,221",Washington St @ Southern Artery,QUINCY,243.0,417902,1351.0,59314.0,2.0,99.0
7514,SUFF14,6517.0,"402102,140300,140102,140107,130406,980700","0.13,0.00,0.66,0.03,0.02,0.11",Angelo M. Scaccia (D),14th Suffolk,(D),33,Turtle Pond Pkwy @ Badjo Rink Rd,BOSTON,35.0,140102,481.0,72058.0,2.0,137.0
7515,NOR04,3620.0,"422800,422700,422600","0.26,0.30,0.00",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Birchbrow Ave,WEYMOUTH,336.0,422800,175.0,77595.0,2.0,100.0
7516,SUFF14,8954.0,"402102,140300,140102,140107,130406,980700","0.13,0.00,0.66,0.03,0.02,0.11",Angelo M. Scaccia (D),14th Suffolk,(D),33,Turtle Pond Pkwy opp Badjo Rink Rd,BOSTON,35.0,140102,481.0,72058.0,2.0,137.0
7517,NOR02,4327.0,"418102,418101,418200,416400,417100","0.30,0.19,0.04,0.03,0.56",Tackey Chan (D),2nd Norfolk,(D),245,Adams St @ Reservoir Rd,QUINCY,243.0,418200,953.0,84943.0,2.0,98.0
7518,NOR01,3353.0,"418102,418101,418200,416400,417200,417100","0.18,0.01,0.06,0.11,0.01,0.33",Bruce J. Ayers (D),1st Norfolk,(D),"217,215",Robertson St @ Kimball St,QUINCY,243.0,418200,564.0,91982.0,2.0,97.0
7519,NOR04,3660.0,"422800,422700,422600","0.37,0.47,0.01",James Michael Murphy (D),4th Norfolk,(D),222,Sea St @ Pearl St,WEYMOUTH,336.0,422700,268.0,77774.0,2.0,100.0
7520,NOR07,4364.0,416101,0.21,William J. Driscoll (D),7th Norfolk,(D),245,Reedsdale Rd @ Randolph Ave,MILTON,189.0,416101,89.0,147422.0,3.0,103.0
7521,NOR04,3619.0,"422800,422700,422600","0.27,0.30,0.00",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Bartlett St,WEYMOUTH,336.0,422800,177.0,77598.0,2.0,100.0
7522,SUFF14,8958.0,"416102,140300,140201,140202,140102,980700","0.00,0.01,0.38,0.06,0.60,0.04",Angelo M. Scaccia (D),14th Suffolk,(D),"33,32",Readville St opp Waterloo St,BOSTON,35.0,140102,537.0,75977.0,2.0,137.0
7523,NOR07,4344.0,416101,0.21,William J. Driscoll (D),7th Norfolk,(D),245,Reedsdale Rd @ Randolph Ave,MILTON,189.0,416101,89.0,147422.0,3.0,103.0
7524,NOR02,4382.0,"418102,418101,418200,416400,417100","0.30,0.18,0.04,0.03,0.56",Tackey Chan (D),2nd Norfolk,(D),245,Adams St @ Alrick Rd,QUINCY,243.0,418200,944.0,85048.0,2.0,98.0
7525,PLYM03,111248.0,501101,0.19,Joan Meschino (D),3rd Plymouth,(D),,Summer St from Rockland St to Cushing Way (FLAG),HINGHAM,131.0,501101,53.0,141375.0,3.0,114.0
7526,SUFF14,6531.0,"140300,140201,140202,140102,140107,980700","0.42,0.04,0.05,0.11,0.91,0.14",Angelo M. Scaccia (D),14th Suffolk,(D),"33,40",River St @ Radford Pl,BOSTON,35.0,140107,860.0,59203.0,2.0,137.0
7527,NOR04,3536.0,"422800,422700,422600","0.27,0.30,0.00",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Princeton Ave,WEYMOUTH,336.0,422800,177.0,77598.0,2.0,100.0
7528,SUFF14,8940.0,"140300,140201,140202,140102,140107,980700","0.43,0.04,0.05,0.11,0.92,0.14",Angelo M. Scaccia (D),14th Suffolk,(D),"33,32",River St @ Perkins Ave,BOSTON,35.0,140107,873.0,59185.0,2.0,137.0
7529,PLYM03,3608.0,"501102,422800,422700,422600","0.09,0.03,0.03,0.02",Joan Meschino (D),3rd Plymouth,(D),220,Lincoln St opp Beal St,HINGHAM,131.0,501102,111.0,113515.0,2.0,114.0
7530,NOR04,3618.0,"422800,422700,422600","0.28,0.31,0.00",James Michael Murphy (D),4th Norfolk,(D),"220,222",Bridge St @ Bayview St,WEYMOUTH,336.0,422700,183.0,77598.0,2.0,100.0
7531,PLYM03,111259.0,501101,0.18,Joan Meschino (D),3rd Plymouth,(D),,Summer St from Cushing Way to Rockland St (FLAG),HINGHAM,131.0,501101,50.0,141375.0,3.0,114.0
7532,NOR07,4334.0,"418200,416400,416101","0.01,0.35,0.02",William J. Driscoll (D),7th Norfolk,(D),245,Edgehill Rd @ Westvale Rd,MILTON,189.0,416400,173.0,125262.0,2.0,103.0
7533,SUFF14,8334.0,"416102,140300,140201,140202,140102,980700","0.00,0.01,0.37,0.06,0.60,0.04",Angelo M. Scaccia (D),14th Suffolk,(D),33,Readville St @ Waterloo St,BOSTON,35.0,140102,534.0,76022.0,2.0,137.0
7534,NOR04,3653.0,"501102,422800,422700,422600","0.00,0.42,0.18,0.01",James Michael Murphy (D),4th Norfolk,(D),221,Neck St opp Great Hill Dr,WEYMOUTH,336.0,422800,181.0,77936.0,2.0,100.0
7535,NOR03,3525.0,"417701,417702,417902,417901,418002","0.04,0.02,0.67,0.59,0.07",Ronald Mariano (D),3rd Norfolk,(D),"220,222,221",Washington St @ Ring Ave,QUINCY,243.0,417901,1394.0,60191.0,2.0,99.0
7536,NOR04,3657.0,"501102,422800","0.01,0.26",James Michael Murphy (D),4th Norfolk,(D),221,River St @ Back River Rd,WEYMOUTH,336.0,422800,80.0,80155.0,2.0,100.0
7537,NOR01,3396.0,"418102,418101,418200,416400,417200,417100","0.18,0.01,0.06,0.11,0.01,0.35",Bruce J. Ayers (D),1st Norfolk,(D),"217,215",Robertson St opp Kimball St,QUINCY,243.0,418200,584.0,92183.0,2.0,97.0
7538,NOR04,3537.0,"422800,422700,422600","0.29,0.33,0.01",James Michael Murphy (D),4th Norfolk,(D),220,309 Bridge Street,WEYMOUTH,336.0,422700,197.0,77848.0,2.0,100.0
7539,NOR02,4395.0,"417701,418102,418004,418101,417902,418002","0.42,0.14,0.15,0.59,0.01,0.03",Tackey Chan (D),2nd Norfolk,(D),245,Whitwell St @ Deldorf St,QUINCY,243.0,418101,1383.0,67497.0,2.0,98.0
7540,SUFF14,42820.0,"416102,140300,140201,140202,140102,980700","0.00,0.03,0.41,0.15,0.49,0.03",Angelo M. Scaccia (D),14th Suffolk,(D),"33,32",Neponset Valley Pkwy @ Westighouse Ind Park,BOSTON,35.0,140102,580.0,75958.0,2.0,137.0
7541,NOR02,4315.0,"417701,418102,418004,418101,417902,418002","0.42,0.14,0.15,0.59,0.01,0.02",Tackey Chan (D),2nd Norfolk,(D),245,Whitwell St @ Glendale Rd,QUINCY,243.0,418101,1369.0,67395.0,2.0,98.0
7542,NOR04,3644.0,"501102,422800","0.01,0.25",James Michael Murphy (D),4th Norfolk,(D),221,River St @ Parnell St,WEYMOUTH,336.0,422800,77.0,80247.0,2.0,100.0
7543,NOR04,3538.0,"422800,422700,422600","0.31,0.34,0.01",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Fairlawn Ave,WEYMOUTH,336.0,422700,206.0,77840.0,2.0,100.0
7544,NOR07,4366.0,"416400,416101","0.01,0.21",William J. Driscoll (D),7th Norfolk,(D),245,Pleasant St @ Bailey Ave,MILTON,189.0,416101,93.0,146401.0,3.0,103.0
7545,NOR04,3617.0,"422800,422700,422600","0.31,0.35,0.01",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Pratt Ave,WEYMOUTH,336.0,422800,210.0,77834.0,2.0,100.0
7546,PLYM03,3548.0,"501102,422800,422700,422600","0.11,0.02,0.01,0.01",Joan Meschino (D),3rd Plymouth,(D),220,Lincoln St @ Lincoln Plaza,HINGHAM,131.0,501102,116.0,125827.0,2.0,114.0
7547,PLYM03,3561.0,"501102,501101","0.10,0.00",Joan Meschino (D),3rd Plymouth,(D),220,Otis St @ Governor Long Rd,HINGHAM,131.0,501102,94.0,141902.0,3.0,114.0
7548,NOR11,12618.0,"402500,402400,402101","0.07,0.22,0.06",Paul McMurtry (D),11th Norfolk,(D),"34E,70A",Washington St opp Harris St,DEDHAM,73.0,402500,164.0,98118.0,2.0,107.0
7549,NOR07,4195.0,416101,0.21,William J. Driscoll (D),7th Norfolk,(D),"245,240",Reedsdale Rd opp Clifton Rd,MILTON,189.0,416101,89.0,147422.0,3.0,103.0
7550,NOR02,3339.0,"418003,418102,418004,418101,418200","0.23,0.78,0.14,0.10,0.05",Tackey Chan (D),2nd Norfolk,(D),215,165 Copeland St,QUINCY,243.0,418102,743.0,67133.0,2.0,98.0
7551,NOR04,3648.0,"501102,422800,422700,422600","0.00,0.42,0.17,0.01",James Michael Murphy (D),4th Norfolk,(D),221,Neck St @ Great Hill Dr,WEYMOUTH,336.0,422800,178.0,77944.0,2.0,100.0
7552,SUFF14,6410.0,"416102,140300,140201,140202,140102","0.03,0.06,0.35,0.44,0.14",Angelo M. Scaccia (D),14th Suffolk,(D),24,Washington St @ Needham Rd,BOSTON,35.0,140202,645.0,79049.0,2.0,137.0
7553,PLYM03,3594.0,"501102,501101","0.10,0.00",Joan Meschino (D),3rd Plymouth,(D),220,Otis St opp Governor Long Rd,HINGHAM,131.0,501102,94.0,141902.0,3.0,114.0
7554,PLYM03,3607.0,"501102,422800,422700,422600","0.11,0.03,0.01,0.01",Joan Meschino (D),3rd Plymouth,(D),220,Lincoln St opp Lincoln Plaza,HINGHAM,131.0,501102,119.0,122824.0,2.0,114.0
7555,SUFF14,6520.0,"402102,140300,140102,140107,130406,980700","0.03,0.00,0.30,0.36,0.16,0.32",Angelo M. Scaccia (D),14th Suffolk,(D),"33,40",Opp 302 Turtle Pond Pkwy,BOSTON,35.0,140102,434.0,51327.0,2.0,137.0
7556,NOR02,3408.0,"418003,418102,418004,418101,418200","0.22,0.78,0.13,0.10,0.05",Tackey Chan (D),2nd Norfolk,(D),215,Copeland St @ Centre St,QUINCY,243.0,418200,732.0,67049.0,2.0,98.0
7557,NOR07,4342.0,"416400,416101","0.01,0.20",William J. Driscoll (D),7th Norfolk,(D),245,Pleasant St @ Lodge St,MILTON,189.0,416101,89.0,146352.0,3.0,103.0
7558,NOR04,3539.0,"422800,422700,422600","0.34,0.37,0.01",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Standish St,WEYMOUTH,336.0,422800,225.0,77820.0,2.0,100.0
7559,SUFF14,8951.0,"402102,140300,140102,140107,130406,980700","0.03,0.00,0.30,0.36,0.16,0.32",Angelo M. Scaccia (D),14th Suffolk,(D),33,302 Turtle Pond Pkwy,BOSTON,35.0,140102,434.0,51327.0,2.0,137.0
7560,NOR07,4152.0,"416200,416101","0.00,0.21",William J. Driscoll (D),7th Norfolk,(D),"245,240",Reedsdale Rd @ Clifton Rd,MILTON,189.0,416101,89.0,147422.0,3.0,103.0
7561,NOR03,3631.0,"417701,417702,417902,417901,418002","0.07,0.04,0.73,0.53,0.07",Ronald Mariano (D),3rd Norfolk,(D),"220,222,221",Washington St @ River St,QUINCY,243.0,417902,1416.0,60896.0,2.0,99.0
7562,NOR04,3616.0,"422800,422700,422600","0.34,0.37,0.01",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Newton St,WEYMOUTH,336.0,422800,225.0,77820.0,2.0,100.0
7563,NOR01,4328.0,"418102,418101,418200,416400,417200,417100","0.25,0.13,0.04,0.05,0.00,0.55",Bruce J. Ayers (D),1st Norfolk,(D),245,Adams St opp White St,QUINCY,243.0,417100,869.0,87454.0,2.0,97.0
7564,NOR02,3326.0,"417701,418004,418101,417902,418002","0.69,0.07,0.28,0.32,0.08",Tackey Chan (D),2nd Norfolk,(D),"236,215,225,238,230",1445 Hancock St,QUINCY,243.0,417701,1643.0,65979.0,2.0,98.0
7565,NOR03,3524.0,"417701,417702,417902,417901,418002","0.08,0.04,0.74,0.51,0.07",Ronald Mariano (D),3rd Norfolk,(D),"220,222,221",Washington St @ Arnold St,QUINCY,243.0,417902,1413.0,61027.0,2.0,99.0
7566,NOR04,3708.0,"422800,422700,422600","0.38,0.43,0.01",James Michael Murphy (D),4th Norfolk,(D),222,Sea St @ Bridge St,WEYMOUTH,336.0,422700,257.0,77790.0,2.0,100.0
7567,NOR11,15618.0,"402500,402400","0.12,0.16",Paul McMurtry (D),11th Norfolk,(D),"34E,70A",525 Washington St opp Marion St,DEDHAM,73.0,402500,131.0,104959.0,2.0,107.0
7568,SUFF14,8949.0,"402102,140102,140107,130406,980700","0.21,0.23,0.00,0.33,0.26",Angelo M. Scaccia (D),14th Suffolk,(D),33,Dedham Pkwy opp Georgetowne Dr,BOSTON,35.0,140102,492.0,49743.0,2.0,137.0
7569,NOR02,4394.0,"417701,418102,418004,418101,418002","0.35,0.21,0.12,0.68,0.00",Tackey Chan (D),2nd Norfolk,(D),245,Whitwell St opp Maywood Ave,QUINCY,243.0,418101,1334.0,67651.0,2.0,98.0
7570,NOR04,3531.0,"417901,417802,422800,422700","0.08,0.04,0.14,0.18",James Michael Murphy (D),4th Norfolk,(D),"220,222,221",Bridge St @ Monatiquot St,WEYMOUTH,336.0,422800,207.0,68603.0,2.0,100.0
